8
1224 1600
-89 -1085 464
-1169 728 3
89 -729 307
11 -257 51
526 -1109 -587
239 -926 -136
985 -846 1074
-577 218 -817
181 888 -541
281 960 791
-358 -132 -607
159 538 -112
-167 443 -582
-934 -868 -138
-726 -42 218
-656 -1050 501
674 283 767
-568 1004 362
-703 -608 -564
-180 176 449
-879 -31 391
-651 -392 252
924 -425 -880
-769 1082 -147
904 241 -920
632 -643 -898
-736 -303 822
238 91 -96
-346 641 249
-1104 -1126 -318
717 521 415
273 -56 250
566 638 -929
-800 557 798
-44 654 849
832 529 1150
-445 1088 858
-503 -525 64
-319 541 -210
-370 478 -1199
-502 -654 1086
1006 -1144 330
869 -322 -762
-1216 -948 -823
638 96 -995
-812 898 -1029
79 -849 -182
-1026 -1209 193
-12 590 -1142
-1133 -739 -940
-670 -464 932
801 572 -1119
1040 -12 504
658 -764 -396
-35 -385 792
-665 201 465
-716 829 1010
-246 -337 502
789 84 102
-488 609 592
831 330 -245
1123 730 -963
171 101 400
-1112 914 666
525 180 165
-859 820 -1148
-795 500 113
-149 -721 57
-673 -479 723
-1090 1210 -145
522 -501 327
225 315 -173
449 831 149
-879 643 1114
1044 -1186 -299
-480 1088 600
-330 674 -614
-805 350 -867
-516 -74 -824
-283 -590 1109
892 727 -1102
961 -1137 -334
-978 -395 1135
666 1122 -1049
546 -1196 -1084
314 -684 1025
-68 899 -1159
206 -78 828
-109 958 112
931 -806 -393
-241 -1130 -1028
-446 -1156 -220
223 -23 -73
194 838 848
905 716 66
1040 -487 582
192 -845 8
847 -664 -714
-638 -217 -1008
-88 27 1081
-907 334 -150
-1098 866 962
-407 -98 -63
465 -495 543
504 -220 488
1091 949 964
-520 50 -149
107 -1102 121
-193 877 -463
1115 -927 -160
-623 419 -548
-400 893 481
213 -536 -1134
558 -552 748
609 -389 925
-737 41 -491
-427 -107 787
-75 925 -1184
672 -63 -293
420 -1029 184
163 -190 -1060
66 871 -459
-96 975 948
820 309 881
-926 720 -437
-589 -302 656
917 -698 -357
33 -1219 1190
1180 -511 -157
132 -151 -330
777 -381 -666
-957 -262 -979
976 -4 -444
1066 -759 874
728 432 209
-392 98 -159
-162 -190 1091
-1162 327 -328
-709 -815 -447
-965 897 399
784 -1050 -483
-967 1224 488
1031 281 -842
-843 81 1224
850 241 1169
580 112 1101
208 435 388
-394 -810 487
781 -795 331
-249 453 -356
-566 478 79
-1093 -570 124
1137 889 215
-1059 -712 -57
754 579 362
1213 -1063 -831
-1140 101 -1177
119 856 -221
-910 1212 -302
776 809 -377
125 1153 1201
788 859 1007
-217 -1124 -14
-803 -1157 230
632 -212 -154
-794 -1083 364
-602 695 -1108
-314 -1075 744
206 430 914
742 -747 770
-369 730 1031
627 -1184 -384
789 249 244
-693 226 478
445 -150 -153
-584 430 -1113
611 689 -759
-428 -1154 -403
318 984 -1109
-1197 -388 606
726 -852 -124
-1006 -64 223
-669 910 -519
-26 -563 -400
-321 -1113 241
-833 -1145 -766
270 -344 -660
76 848 571
-673 223 -686
845 -445 1047
456 906 -69
642 674 -1103
409 332 -987
-380 34 -529
-455 762 125
-231 -1081 -952
502 -1175 -692
1044 -1038 84
301 131 170
911 -659 -626
1150 -520 -505
-899 -38 319
628 -260 161
345 -487 767
805 -856 -576
-592 -662 1110
-390 -489 407
-399 882 408
308 1085 77
860 -939 634
-604 1109 986
540 -109 635
-250 -549 516
-1169 -177 -732
-318 157 -1203
-134 -143 -437
-225 835 984
-1206 257 951
-34 -122 868
-1143 185 -683
267 -77 205
1123 1002 886
453 -1110 -467
-947 682 65
1007 -1025 861
92 -925 578
418 413 870
1177 -975 -1127
421 87 -499
15 247 -535
-403 -232 121
419 -969 609
-581 -220 495
-1029 800 -552
-819 -584 351
-607 -1090 691
-255 886 -347
-1117 7 -1073
643 162 196
207 -679 -784
986 -649 527
-181 601 991
-356 148 427
-308 505 -289
-1204 -1056 117
659 -1119 -998
-394 -553 1006
215 -907 -125
758 1159 876
-517 -813 236
-682 -1203 837
-1108 1064 -139
921 1073 -214
-851 775 1201
-432 1073 -390
-114 360 -103
-400 13 -487
705 973 10
935 202 706
501 220 -713
-501 -810 33
38 614 170
-1077 -706 -831
927 105 -384
-382 -1181 70
561 -942 -1200
-374 572 820
1124 870 1047
356 -51 741
-1098 635 388
343 -472 -241
889 -693 -138
-740 -103 203
694 995 -32
213 -974 465
453 -1177 318
824 620 214
510 170 -456
147 718 889
117 133 129
588 -416 705
1199 723 27
356 672 -1190
982 -549 1224
955 -786 -802
1185 269 -844
757 744 673
-191 -1145 139
-174 -401 -861
692 -771 98
737 -1005 1169
-860 -984 139
-492 -758 -1190
-357 787 390
432 -596 996
337 754 -1218
410 -4 545
589 896 -131
-862 1112 -714
-1162 -732 -260
-515 -607 -409
954 422 1031
183 -773 31
-259 -87 237
443 -41 476
1128 1067 320
-154 -601 986
777 -417 -1091
-986 156 -846
44 1193 509
-261 712 1117
-854 -473 -175
1079 172 -515
1 -134 919
698 -444 -479
51 -536 -658
-612 -600 -1138
962 507 -1142
1106 514 -137
-111 1034 -593
-244 127 166
-1156 664 84
811 576 43
184 -1065 859
-360 951 1046
-615 813 -1040
640 633 213
-911 1056 -393
1194 1114 -547
56 -734 868
-1131 -621 -1206
-576 -525 -43
1026 160 1178
-1106 -396 -871
475 601 -74
294 -802 -684
452 -1219 -568
-1196 608 42
1082 -364 -480
37 -1224 -1020
-785 755 -1196
-701 -682 560
697 618 -951
1049 910 587
-716 -634 -1222
27 602 809
-727 -1017 -167
-1183 1007 -518
1162 -421 -182
-647 -900 -905
270 125 -81
360 1160 -983
634 1165 -933
26 416 274
-751 -947 718
-285 -42 367
-421 -397 357
1014 -278 311
1083 903 -581
1029 -1052 172
321 -670 -524
1002 -644 546
521 -149 -1093
-10 1119 1059
1181 182 -520
865 -102 -508
836 -976 66
-405 703 -1143
-124 363 877
244 861 -795
1209 -336 -619
-611 511 354
118 -747 54
-1100 162 683
-948 -189 -52
-25 1175 651
-199 -1196 1085
-460 -948 -446
167 1179 153
-171 1036 521
599 -64 -97
-284 430 -810
-941 490 932
1164 968 331
-867 510 -279
495 -62 -24
1010 -336 575
1015 -841 637
-1172 -436 525
-532 399 -92
-843 372 -72
-1194 506 -283
-975 927 -1021
-319 965 834
-992 361 -1121
-1120 -812 310
-1142 918 590
-1022 1032 -650
-437 727 928
440 803 92
364 -909 227
184 -183 941
86 -802 -235
3 54 861
-558 -147 -150
-430 -828 826
-378 1156 1030
945 60 -28
-140 -586 -1170
-824 -293 717
500 -465 879
-141 -1143 637
1031 -939 -199
-208 -298 144
683 -567 146
-717 1039 189
-134 277 -1026
985 -752 -130
-240 -1031 -795
623 575 1174
369 -354 -502
361 -789 -537
251 573 -431
-790 -1065 -401
-446 -701 1013
-541 -721 818
-1032 729 591
760 188 819
672 -511 -912
964 530 -1175
508 -863 -116
-20 -605 732
-1182 312 85
-984 -1196 51
-990 -394 -1117
-312 -53 1034
-1156 1133 -113
249 -1077 -66
-77 -434 -274
-994 705 323
-164 -1218 -812
-126 -7 771
-588 1213 -92
461 -682 429
-638 -344 -68
-1092 835 -970
106 766 -513
532 304 896
-608 -1026 588
788 872 801
543 158 198
156 963 -864
-516 231 -871
639 -755 291
1016 28 -515
275 1063 339
-532 -514 755
623 390 231
531 -1164 -559
-350 1098 987
-485 -255 -689
412 159 7
1152 -1176 1203
-254 -45 446
1056 441 995
1022 290 -328
-853 -1030 -176
-9 186 1040
-356 -613 137
-763 37 -799
-830 -475 -414
239 245 -632
-217 704 -1209
-186 -1043 -920
-437 117 713
506 -228 -691
1078 1081 526
238 -235 -355
914 1023 337
490 -790 -343
-36 -1124 -540
-225 -327 -777
-994 -425 412
-1086 13 -32
217 1049 1171
-1166 -1007 875
-326 -1048 -88
749 286 -1032
1157 749 -370
-104 -901 -1142
-1178 -209 -1075
905 -406 -983
202 584 367
-1126 1099 -132
-829 -661 -1001
921 -1213 -443
73 184 223
1144 449 676
-1187 -498 935
93 -291 -933
861 431 -648
904 -84 713
845 146 824
675 -1018 985
760 -691 -847
693 -50 740
53 -484 1018
-237 779 105
-649 -283 -877
-1029 621 -423
570 -2 1042
38 1024 630
-690 513 -711
-184 262 627
529 360 44
239 950 -7
-733 -200 668
-508 764 -1050
-244 -454 -902
687 1079 903
886 80 -261
1001 494 133
-717 8 1066
-73 983 -609
-618 -753 -422
837 901 -1078
-359 406 1204
-123 -1027 -244
-175 -1023 636
1155 -194 1191
1148 -555 391
810 1115 -103
991 11 -161
1194 796 945
-508 774 357
669 -195 938
-361 -283 692
-716 -1066 -346
958 829 -1115
-797 -304 -638
66 -1198 -792
116 149 444
-1168 -710 -501
-250 -552 -831
164 -759 -742
613 -601 1072
-906 -1154 -627
1029 703 1018
925 -262 -526
784 428 979
-1031 -23 -886
-755 29 721
-991 -1055 -703
-716 -98 407
-435 912 506
-944 -212 -643
-560 66 466
253 1197 -28
-982 1036 -43
412 -465 152
-1078 534 -423
-203 532 350
-440 -909 953
-195 313 -633
873 420 -793
178 -31 -301
-694 713 1223
-1139 -394 958
-344 -958 -922
812 -888 963
-1167 1168 -590
1138 95 -908
615 -10 677
136 1012 733
-403 -1119 -187
1220 -445 65
-982 -469 612
755 194 -969
448 1097 398
-39 -234 230
-577 512 834
694 598 994
46 888 -251
-964 208 1021
193 -369 1053
907 -125 -727
-1215 -489 -900
103 635 574
-1052 178 222
317 -580 -479
-934 550 -1007
-1039 -689 -740
1047 -1175 570
-497 421 -286
-629 1054 748
318 -650 1050
-432 870 1144
499 537 -571
395 -403 966
678 783 764
452 -1071 -928
-22 1060 419
383 -404 938
450 455 772
26 823 -492
18 -684 1125
335 1090 -859
622 -286 -1182
107 1200 -1036
-842 594 372
1023 -873 -48
-797 -737 1143
-334 779 -837
-768 -225 -939
683 779 -925
381 -592 -24
-859 -1051 -560
214 -792 -851
911 525 589
-867 -486 1048
803 -39 314
1032 407 109
-530 458 -1033
-1179 -293 693
-830 171 340
169 -620 1172
-103 991 773
-563 -591 242
1056 -47 922
1062 -703 -79
470 -636 331
-731 -1020 165
-558 -255 426
843 782 -502
-865 -1030 -523
1123 -185 946
-998 -560 334
-819 619 -323
792 -1055 -489
810 -385 294
723 -1071 -1027
-457 -815 115
-242 -150 -98
-131 547 -738
389 -211 129
-43 814 -875
-302 -920 193
815 -814 1082
-1047 -198 381
-436 742 -596
518 -1156 881
633 -746 -1115
442 863 -1060
956 315 -1175
654 -60 -487
379 -467 671
780 -846 -907
-196 -1097 -533
302 981 -1220
895 656 213
469 -350 629
359 1224 78
-346 137 784
175 -677 -881
-85 -951 -1208
212 407 -504
-102 -132 -917
1213 294 -453
9 231 -595
928 596 -882
531 598 -479
-1083 697 -479
203 -354 -687
-232 707 716
-402 1047 1211
927 -40 642
-114 701 1170
-96 -71 1080
1218 178 -1180
130 1025 -12
-12 -1220 426
47 516 297
-911 361 -530
-695 744 -965
-1052 -1148 627
85 -665 -1081
42 -543 -1189
-850 1138 972
-903 727 403
1024 -818 -309
-424 1072 -118
750 -489 870
1044 -683 -55
-89 812 1064
1200 653 -929
-445 -695 -522
-692 -623 -1214
-571 -591 -748
-557 -88 -238
70 234 643
764 970 815
268 548 912
-1071 822 -803
-956 312 -731
661 -272 1180
-945 -190 -1071
76 1077 590
102 603 -74
996 124 934
-966 -652 207
-435 -158 -1214
-1083 542 203
-1003 -363 -574
-1049 157 327
766 -1064 -479
-808 -1183 632
-577 602 -1186
-141 678 -827
818 1099 440
155 143 -183
415 535 -451
-21 -977 206
592 302 741
96 1012 -902
746 -360 -147
-723 -835 -70
-674 44 344
-424 -1002 375
1068 -609 -117
-357 -558 -308
-988 -632 -500
-522 -948 -156
-898 526 560
-253 -284 378
-139 597 -529
-351 -703 778
-976 868 30
556 -781 198
-282 -969 -823
756 -935 -314
989 -1204 1002
-1080 -248 -34
771 -841 538
-687 1082 1030
458 -852 746
-981 -709 -219
1105 797 -821
-1119 -719 -1190
552 -1172 1007
-1154 -548 205
111 835 -1063
919 -407 1132
991 34 -1042
-683 780 -417
-743 1102 -1121
919 -1015 1069
616 1124 -66
-843 -1042 339
68 835 -720
-466 685 -743
448 -357 999
549 802 -387
-97 -238 -507
19 -1119 515
-96 1071 1189
-375 -153 848
-218 -210 1089
-1082 1121 1053
1045 -844 -398
-380 312 320
-320 -169 -167
855 -717 716
568 800 893
656 -616 280
-922 -1142 -410
561 254 23
150 451 403
-701 461 -235
-451 50 -372
720 -1044 1188
-740 591 -407
492 547 1223
1152 990 548
-636 968 -655
1212 1215 -45
-458 1129 237
749 -656 -161
703 215 54
-89 612 -1080
192 183 -978
-1185 -882 -813
35 1161 -1108
-1143 -602 -1106
631 670 -1206
-927 -1016 -518
-1087 982 56
-771 41 -891
297 -1196 236
-330 -332 227
-755 -1169 -153
-1146 -414 510
317 -174 -909
382 49 651
-1021 1019 308
320 656 1014
916 -300 -550
1100 1179 -931
870 -791 1019
-445 -1010 1186
-691 925 -531
817 853 -1206
247 -1201 1083
172 1179 -454
-23 1015 303
-909 -1218 939
300 1127 -694
767 314 -491
-99 953 -287
-453 605 1039
-1014 676 -749
891 295 -720
-1106 -1224 533
891 122 161
-833 830 1160
17 1193 -729
775 546 934
-379 -248 -523
360 813 -1094
763 1037 260
-163 1057 967
1075 1171 675
-703 592 -398
-703 -1202 1106
700 -611 -1060
335 1079 1161
-959 74 -51
1100 -5 -1020
955 -1128 418
838 858 181
50 626 1177
-94 46 782
45 641 1054
-203 269 -10
-775 920 799
816 -1092 237
-772 492 -258
778 -277 -723
-1129 423 814
-949 325 657
-378 376 765
803 -426 -684
154 -714 124
-170 194 -1027
-356 -897 945
-877 1115 -1120
727 -352 -1032
-415 -907 892
-771 -859 -841
423 -343 -607
151 -1093 85
915 -1105 -868
-400 1146 185
-1035 833 286
-802 -8 -91
117 1091 -846
-763 -583 -301
-745 768 1220
-1162 710 39
474 -573 -362
-1111 -148 1108
858 719 -937
-671 -400 672
-1203 -320 470
-569 -815 840
997 379 692
286 -176 1031
-1028 143 -1152
658 840 -184
-130 -161 -566
-22 -1167 977
322 1135 -964
-346 173 -576
932 224 -874
-577 701 -1111
-715 619 714
602 -233 -143
581 -886 -981
330 -975 -242
-646 1126 -1047
-337 321 -16
-1091 628 1115
-1163 179 159
775 724 -1010
-1151 659 -16
159 673 -813
-216 -887 628
-312 322 -214
555 -724 803
1059 773 -311
1104 -984 74
570 -113 -911
-196 408 -517
-1169 674 229
964 -378 -1073
742 20 -493
-6 -855 154
-1135 228 -602
-733 514 459
527 95 -1216
385 367 964
-1060 822 -1131
360 -1220 257
112 565 714
1004 -417 298
1014 712 -153
752 872 377
967 1112 -643
138 -190 160
183 -612 -387
880 1144 -704
-49 921 -916
726 -317 -621
502 109 -435
208 -1195 1004
-100 -227 -380
617 -264 873
20 225 -777
1165 534 24
-1059 -426 444
-49 -17 215
1058 -452 367
-1128 -21 366
895 363 320
909 -1124 -204
-1096 -106 -139
-295 -813 417
-1101 114 373
-191 659 167
-720 -152 -112
498 262 -139
1008 617 -694
-509 218 -1180
-936 -393 894
1179 61 -26
632 -855 -448
1115 1089 539
529 -2 895
155 1208 -740
-569 -379 -307
115 -713 1115
474 463 532
-997 307 147
1191 -57 524
-309 359 -1101
-258 -417 -192
-554 243 -395
923 -757 261
55 -946 -191
848 -601 381
-287 -924 -216
-138 952 172
818 -578 -396
-295 -1211 -830
508 -634 946
-608 -672 -1051
515 -594 1032
1144 176 482
-1050 852 1012
-941 952 -104
1027 -479 -826
-14 860 217
276 -1195 -1040
68 -1063 963
26 385 -495
-1159 -564 -845
-426 -454 -1057
-296 -17 -171
-1163 -459 740
602 791 440
294 782 913
1177 -188 -897
-566 267 960
-860 -691 -668
1069 -353 -163
597 -417 55
974 -1178 67
770 -683 838
1030 -365 -199
-795 119 830
-418 -737 -690
1138 868 174
-1200 -384 -376
-441 266 -977
1125 751 592
-879 -532 551
-1075 -1141 -631
337 763 -990
22 -298 -1007
-434 -604 98
1157 386 -12
-290 317 -325
-434 69 309
-307 -1124 917
762 949 -440
-1026 -76 -1149
618 690 1070
231 -89 25
-344 -593 -458
868 717 -606
862 -1041 1039
-275 484 306
453 802 980
-280 -111 413
541 467 17
-143 858 -173
-1182 358 -1125
-216 -1102 -400
-345 -29 -63
-128 -607 -940
1187 -738 359
-12 -572 1099
424 -1016 196
-790 -545 553
755 -336 824
-75 -161 973
-688 1094 -584
-643 -220 733
-210 -722 1206
-1191 773 619
142 874 -1042
-21 500 413
-352 -1045 -106
-143 1221 -865
-468 -684 -946
-25 -789 1101
-941 -230 365
-951 571 948
376 173 353
438 966 -1200
958 1062 -480
592 -956 -919
-567 -7 625
1001 -637 1218
-1068 -1066 -1211
424 963 860
-104 -166 -886
808 795 -23
80 1015 563
465 928 341
-527 940 -288
-703 -1195 -952
394 42 -865
-397 -113 616
-813 -933 -624
829 -783 -291
-816 1211 344
-726 -352 -495
1114 145 279
210 958 -1218
-484 708 782
557 -1086 173
494 -892 1045
-633 396 158
113 326 659
-5 -988 988
836 -69 -509
892 -511 -952
-1017 1022 363
311 -202 -768
325 -401 -24
-1204 -1214 -468
-165 493 515
715 -920 572
739 -122 151
-24 -125 -749
934 1076 1078
-877 -514 222
138 524 -1150
868 -236 583
-412 1105 -828
668 -370 1124
402 293 -479
-490 105 -961
741 -622 549
-1044 -1095 -533
316 -371 -35
410 352 -75
-175 402 1145
621 489 -805
896 -592 -322
825 -131 -1059
-1059 -371 775
598 -254 719
-772 -637 859
400 -717 -139
327 590 -1161
319 -110 -867
-556 165 942
467 -443 -437
860 -284 -921
232 -120 -92
-239 65 -588
-508 539 355
1072 -446 -344
620 -999 128
-1092 854 569
46 73 -208
279 516 -717
896 -207 86
-740 1210 1219
-167 937 -711
1116 992 -692
891 -1203 1174
-609 -563 -89
-1134 980 -612
-1198 1111 -109
771 -198 223
-27 912 -199
-153 824 1074
402 593 1025
183 -861 -222
-1058 222 1160
591 1032 986
-118 943 -1162
1102 1217 -588
-703 -540 395
-461 -849 197
1158 872 653
-409 -377 -1217
17 56 160
-473 345 -782
450 -793 788
698 804 -538
554 -1006 357
-777 256 -340
-180 -682 208
-913 -36 -260
-1123 -238 -1124
-160 747 -531
-124 140 1154
-502 88 -786
86 -699 -724
-188 -204 -1209
824 -615 -211
1232 1600
-57 449 751
-408 -800 -788
-831 -1120 486
360 125 610
679 -692 868
-833 952 157
-148 816 1071
-164 875 -131
-593 690 1077
-578 -918 1138
-938 -1031 -382
1068 -512 -585
216 872 1084
-1027 -311 629
751 -69 7
-968 957 -1050
-1076 730 -790
-48 -1095 -733
627 1006 -380
160 -755 1133
1157 -438 509
-722 -663 -750
1165 713 -399
-787 787 1004
-566 1092 932
-111 -1080 24
-60 -77 953
-795 -579 -326
642 162 -343
820 -644 -260
-1227 201 933
711 283 -187
1072 516 -350
-508 579 -957
993 -23 465
790 -1214 536
853 -1023 1011
104 -766 796
1036 -1093 -963
-208 -36 -683
-652 -577 161
162 -1164 616
674 -1216 767
85 -1157 -130
506 1114 883
-909 408 -92
121 -723 183
770 -734 -630
1128 732 -855
963 792 -83
-267 -837 -280
-331 1114 -40
-354 796 -797
438 -989 -867
-259 -798 563
-373 -1115 389
-793 132 64
-782 -1144 1119
810 -880 -1013
-899 42 -1181
501 697 -484
877 -239 -1019
-646 -403 -732
773 493 476
615 761 -1194
1228 992 1009
-545 -678 -125
-73 882 -1076
633 1112 -154
281 -997 1051
66 -1132 1152
-642 533 47
-1193 -1116 742
1179 327 349
969 -848 919
971 1149 503
-283 -232 69
-37 -1057 1224
-47 -477 -501
972 -442 373
-642 962 447
-903 189 806
-724 -26 -205
-1146 842 794
-1121 -1040 -522
-219 1011 479
-299 968 118
-1136 547 986
-870 479 -16
-208 -347 -667
899 -625 -484
779 -216 522
-216 -182 -371
-597 766 -812
273 -481 1069
-1215 -546 877
1036 886 -620
942 -404 1059
-16 -173 -389
84 -612 367
-298 425 755
1053 -256 -651
896 -97 -387
-497 -967 -57
-105 762 -121
-139 -925 586
-442 -9 426
-568 -812 651
755 643 786
-865 -805 623
276 962 41
-265 328 -622
-905 74 -1119
-1035 -1086 -126
-302 -223 470
844 -792 -1088
1138 687 -755
-73 -1089 -149
-914 419 -212
-192 -1116 612
1054 -319 1159
-353 676 1122
-305 -1031 784
663 -437 -489
-1217 -738 1228
613 84 146
285 808 183
-301 1131 1129
-173 413 895
-9 547 -28
-108 -1192 -343
553 -179 -845
