8
328 1600
84 -304 -75
14 -272 91
-261 276 -203
89 -10 -294
305 89 240
20 -40 122
-318 -156 70
-77 -142 -65
181 261 121
32 -307 -161
-56 113 187
211 318 -280
-206 166 252
-71 103 143
-19 125 137
272 -39 -99
206 -221 288
101 -238 -168
-106 63 -251
-186 48 -239
-47 -252 114
21 175 -183
32 -57 1
228 -155 -230
94 255 53
269 -175 -74
-261 264 313
-231 195 219
211 -279 -86
-107 157 53
100 20 -210
-181 145 -116
200 -253 10
178 -241 242
325 -271 98
-155 -293 -178
106 114 -197
-28 209 166
47 249 -66
225 -54 284
314 -179 -37
45 -309 -260
-276 150 -185
42 -231 -143
83 301 221
-137 30 -292
-236 270 301
-191 189 299
-94 -302 -104
73 -290 -112
-237 -231 300
278 83 107
-142 154 -212
226 -20 -302
43 -305 -279
-293 245 228
-64 320 -96
230 -15 -238
-290 176 175
-249 142 66
177 102 -187
-163 15 -161
-302 -164 -172
-8 67 -154
107 -147 197
258 173 -23
-37 -294 120
-69 308 135
-267 -41 -28
106 -283 -131
139 -272 314
106 112 -300
-98 -219 53
148 -298 203
-226 48 -258
322 258 60
288 47 -113
-85 313 169
73 -236 231
213 110 300
-23 -312 14
-263 -100 -33
185 -290 295
160 -253 -232
262 -287 254
18 -196 -107
-25 152 195
-180 139 279
-209 267 15
-128 172 -268
-217 -303 205
-254 -142 50
-269 -56 180
-207 -74 -33
-40 324 61
230 -312 95
-297 86 -273
-94 -99 -321
120 12 -269
114 7 131
-138 -213 -19
1 81 250
85 -52 -166
-310 -84 27
-79 142 -51
132 102 291
-92 -121 79
207 22 -301
31 -181 -215
189 -268 -180
-281 82 169
-301 156 -124
-237 150 -102
-317 -251 243
156 266 21
164 -192 -14
65 217 286
302 117 116
-35 171 301
-232 248 -83
223 -227 -12
134 -41 -223
-227 22 -258
-168 -251 -192
-60 240 -217
263 -260 -139
-301 143 286
193 -231 238
314 202 -168
-13 255 311
-18 297 125
-218 -166 -155
296 265 86
183 179 114
232 216 242
-313 -207 31
55 289 -89
-154 232 -149
125 -62 -168
233 -219 232
53 138 317
205 -255 -175
283 4 -321
-152 -12 142
94 -23 7
-227 -63 -253
-292 298 -98
173 220 -289
-51 -146 -185
19 -75 194
-213 -314 7
-128 -144 -178
-157 174 123
-124 294 -164
-179 275 148
298 -16 93
284 63 -310
82 -253 235
251 246 -39
59 169 198
45 -45 -321
132 -53 124
-109 259 -270
125 302 200
-124 -99 -16
-212 188 -62
138 -41 -280
-305 320 -47
258 265 118
112 204 33
56 -112 -323
-290 -111 71
-302 164 -84
43 237 -245
-15 -142 301
-228 155 -328
219 -239 -74
269 -225 140
127 150 -51
-140 -68 306
-209 120 -195
108 -145 -255
-36 83 -81
242 -279 -262
30 286 -274
210 207 -200
-61 3 293
-247 2 169
65 -211 -7
146 -153 61
-246 261 -162
-122 299 181
286 -82 -218
19 -132 -128
-43 43 174
-308 -57 -225
41 192 -124
-6 -90 249
261 70 -157
-18 185 318
328 -128 265
172 -77 -186
-205 -74 181
-73 222 176
94 -55 -289
144 19 -194
238 58 176
308 319 44
91 156 218
188 155 -54
308 159 109
282 -8 295
-278 -263 -243
-178 62 228
-77 -176 19
145 -75 208
257 -26 -159
-304 -260 211
319 197 251
261 247 135
56 -35 -149
181 -276 271
90 -114 261
49 -200 91
-306 24 -45
-285 230 -181
44 -97 111
-177 172 -62
255 90 100
241 220 -188
311 65 -209
39 -202 106
-291 -203 327
284 197 -21
-224 -292 286
257 -296 248
34 -226 -259
293 296 -286
-147 -238 27
270 -144 -39
-46 147 -126
246 -296 286
231 20 -134
-196 -128 -124
275 -310 310
-10 -293 158
-199 -231 6
245 -309 -207
195 -220 169
273 -69 236
-168 -264 37
304 158 -211
-239 148 124
-144 -327 -58
244 316 255
-38 -312 79
-261 -221 286
45 -114 236
-21 -275 -161
-326 -107 -316
328 -8 -188
194 258 -173
45 323 -186
63 5 287
-55 -146 -116
-230 -18 74
127 217 121
14 38 48
300 -87 -70
-274 -214 -325
-138 -54 125
-97 -88 -147
-221 -282 307
34 -203 -99
-142 -130 -249
193 -312 286
20 -307 31
93 -17 39
65 243 -196
-16 -131 169
-69 188 -17
-228 238 318
107 207 171
67 -216 262
-230 -185 -202
145 136 -5
8 -249 272
113 168 63
94 325 253
220 -234 -14
-220 -117 296
-78 -99 194
128 14 235
327 -248 -322
-312 -122 -34
-219 -49 -208
-207 -311 255
2 218 155
-77 -235 179
105 165 -84
-99 -223 59
86 55 -47
103 113 -2
-247 87 -162
-124 -151 -157
68 -93 239
-187 165 -260
-306 41 -58
-122 -290 -39
-181 105 -188
301 48 233
202 304 -21
-35 -311 -159
73 -261 156
100 289 -141
-205 56 -66
-29 259 199
293 -98 50
314 298 265
19 197 62
275 -78 -266
-93 41 -164
-29 278 -101
195 138 26
145 45 320
-213 -79 143
-202 258 -96
-120 -30 143
-130 -36 -241
96 271 272
36 -9 322
205 81 35
225 311 -311
-17 -24 -158
168 -227 -67
127 165 -25
-246 -27 -39
118 72 -164
-157 206 -214
156 -310 132
13 -30 45
-86 -208 -105
-283 -202 182
176 -175 30
-76 77 -214
-236 -219 -11
-273 -263 172
-207 -122 -86
-242 282 319
-145 263 58
-241 173 107
303 311 269
-97 326 37
-71 40 -151
49 230 14
223 -102 260
-208 -285 89
248 262 -11
298 -13 289
-177 34 132
-296 -198 -69
313 165 9
18 284 238
102 -64 163
-85 271 144
-238 -68 -232
-47 -131 118
-103 122 -96
-261 55 -93
-308 -108 -54
262 -304 -82
127 233 105
-141 -24 -223
-105 -54 -137
326 284 -211
326 -192 -91
35 153 267
-188 61 175
-40 219 141
-173 -53 155
-97 -104 -2
-101 -291 238
-192 40 118
178 -199 125
-61 191 -72
220 -131 -196
185 4 -309
-190 15 -272
-227 -58 247
259 -233 -72
64 -81 7
-217 -255 -319
-273 -100 89
318 -293 175
-42 37 114
287 50 -137
137 249 184
-96 -183 294
-265 -263 28
164 282 321
137 327 -4
73 186 194
-265 -242 -255
-259 286 302
295 45 -319
298 -128 69
205 180 -116
260 -143 -217
89 305 300
326 -57 117
2 280 105
258 303 -293
-263 -81 -306
259 -120 234
171 -70 -210
-67 -54 176
137 73 -93
-141 -274 -51
323 123 -223
140 -40 -310
-30 192 -237
-189 -275 -302
224 229 -164
-148 -285 -301
-214 -29 -78
221 6 -277
32 218 154
28 -161 192
16 135 312
98 313 123
137 128 -115
7 79 73
289 -3 -277
-164 162 295
93 -113 -293
134 27 325
325 67 183
-19 281 49
-276 -196 -1
-34 12 -259
-165 -240 -111
207 154 -81
313 35 -285
212 323 -67
-293 11 -199
-226 205 104
-306 201 -299
-141 -149 -289
89 -4 144
-28 25 -34
151 149 -307
26 -162 -232
288 96 37
45 -282 107
-10 -67 -311
-240 186 134
287 313 -256
-64 243 -287
190 -163 -185
39 -146 173
-144 -139 154
-87 -180 124
-180 201 -68
-8 -186 46
96 296 198
-231 318 -203
-46 -316 18
-229 -159 166
-12 173 282
276 65 -153
-211 308 229
107 102 -295
-241 308 189
-126 303 -219
164 116 -326
175 106 -155
-215 -271 -289
-77 -197 227
2 43 -97
266 -78 -157
-240 318 41
-100 -68 -129
268 -127 264
191 -83 -312
183 -215 -93
-223 -211 310
-108 -325 270
-5 275 -265
-101 -17 229
233 -241 -325
-38 305 115
100 -232 81
195 34 272
-16 -112 184
-308 -128 208
12 -68 229
-40 297 -318
-144 134 -68
-183 -316 -23
226 -56 55
-172 164 -50
175 189 80
303 -18 -129
147 145 -273
194 206 307
327 58 -2
305 -74 54
-324 123 -260
-145 -23 215
-98 -107 -167
196 33 -229
79 298 -217
-177 73 299
-314 272 57
-274 -193 324
259 202 -227
77 79 293
94 152 140
-117 213 -111
-186 -304 159
116 -83 260
-259 320 301
-226 -137 282
138 -266 -154
-269 152 -256
-205 324 -10
45 145 50
-10 100 239
121 310 249
-206 -320 -95
-303 -278 -158
-159 -140 -221
-109 180 246
-298 130 -92
-93 -297 -217
21 -44 -116
116 7 -26
271 -176 -141
-28 -82 -3
106 -314 72
82 224 -304
107 200 -38
17 -315 45
89 301 202
-266 -31 -36
-211 -11 10
304 -1 170
-312 -54 230
2 181 122
-138 307 92
326 278 -96
104 -275 14
-64 -32 200
48 253 -83
-47 110 -255
-100 -241 174
-161 127 -90
178 -324 -146
45 -183 215
-268 274 -178
107 160 191
276 -256 -59
326 296 -286
-6 -108 113
37 -53 248
110 72 201
-123 273 133
-24 295 24
33 213 45
141 -222 24
-69 85 97
100 36 -141
-315 -152 -116
53 248 174
-272 -263 168
32 136 -126
285 200 243
-150 -177 -212
91 -261 282
59 182 208
-52 -17 23
138 -290 203
-197 -120 -209
-23 -272 181
-173 -34 -187
-273 253 -177
-153 -305 -276
2 -50 315
-25 209 313
-311 261 -51
252 194 154
-32 -150 120
128 -39 164
-281 327 -180
-136 157 97
117 163 -105
-195 -188 -141
208 -216 -222
-214 258 11
-110 -177 228
79 259 180
207 -11 -187
115 187 -320
-299 -32 -224
291 58 -254
-80 -235 148
22 -266 -311
118 -189 219
140 -254 -119
145 -214 203
152 84 11
-267 -271 205
-42 283 -56
111 266 145
-45 -203 -95
253 326 275
172 311 -178
-109 41 -290
-305 -4 56
123 -210 138
314 197 -20
-96 -82 -178
221 169 -62
-52 -167 -160
169 264 -149
-177 -103 248
227 -13 -208
-134 135 109
241 -274 -134
313 298 -182
-197 -6 38
174 63 -75
-126 69 106
282 -10 83
-33 -147 175
87 -5 262
-126 -257 283
-229 126 -29
251 97 161
216 138 314
251 -210 -86
-287 -51 291
-184 -146 -140
312 -136 214
-79 203 31
19 -178 -75
-157 -100 -166
-121 -123 179
269 252 2
-324 -51 -302
239 -19 -98
-212 157 -199
249 -8 271
-297 -71 -134
-301 -317 241
70 -244 -98
131 -189 -17
63 -179 -237
-173 -321 -91
44 -155 315
224 -194 25
118 -313 25
-46 -119 -37
185 14 12
-310 91 -305
200 217 -134
-25 250 -178
-183 65 267
-319 -63 -124
205 244 -259
239 75 -143
-149 90 -86
-163 188 -68
135 242 315
180 214 -197
-269 213 219
320 301 324
-31 -157 315
280 -256 95
314 238 96
126 134 184
250 -284 31
-79 -122 -78
-60 -200 -187
-51 -161 57
156 -28 41
97 25 -15
-81 98 39
176 72 19
90 153 -118
-305 82 147
-163 -237 -233
-133 -90 116
75 148 -116
-177 -94 328
94 -197 -284
-217 -177 72
-323 -64 -17
-279 129 -99
-5 -114 117
-80 11 310
179 48 -31
-16 -125 279
240 -155 -147
214 -273 42
210 -159 226
-47 -70 129
123 -289 -39
-309 -166 -255
81 226 320
-150 123 237
-263 -125 -245
-241 142 99
-114 -215 57
103 -51 -65
-312 -130 -22
267 -298 -68
199 -119 -167
107 -313 204
70 318 -201
320 -36 142
-321 278 -295
131 -76 -316
-170 -156 284
295 -188 -284
-141 37 -225
13 215 311
-83 195 -77
188 -120 -254
54 56 -94
-212 112 -151
313 -29 79
-138 -114 249
-113 107 -133
28 -72 -95
218 134 -267
307 105 -228
-214 272 66
-222 3 287
-34 -143 -250
-323 -34 -138
185 -41 -246
-102 -308 -140
-77 -318 140
300 95 -273
53 190 -193
49 18 -275
286 -33 -280
-201 -36 -282
-195 -247 -142
27 315 -243
254 -294 -27
-28 51 196
-32 252 -211
-160 278 83
-103 -14 296
-246 -260 94
235 250 275
272 -85 71
41 255 -161
85 237 -59
279 -304 -236
-257 95 -321
-256 293 151
-288 -29 -6
182 265 -179
42 -24 270
-112 221 286
115 -312 -295
-271 325 -15
-40 -54 -167
-268 -103 80
-60 -126 221
-103 -123 36
328 74 90
-290 95 27
-240 -301 -130
46 -67 -28
108 306 96
-262 -32 32
-284 53 -175
-102 301 56
169 -289 64
239 179 -104
173 -257 129
82 92 260
-183 -286 238
47 -205 -293
-85 53 62
-30 133 72
-188 150 -206
178 -163 209
-216 277 -142
202 156 -323
272 -318 -62
53 -254 30
-47 -74 185
-216 -169 -192
283 -10 -118
59 -149 -306
-248 243 7
-21 -266 -130
-305 128 253
237 -68 -54
256 67 220
-244 218 258
-48 7 -89
7 -157 121
46 176 -19
198 201 -225
-236 250 137
91 -44 229
-293 38 128
-47 223 -173
-137 -136 259
294 -196 -280
-201 -158 -48
41 -66 -255
100 78 8
-189 270 -58
11 157 -111
167 -23 193
82 -57 -240
-210 155 -297
-288 -226 261
83 283 142
222 218 189
50 50 281
186 246 -19
3 34 -227
-313 -62 124
133 -292 61
-85 -161 -219
285 155 -233
-15 102 -221
-112 132 -258
-307 242 -185
11 -178 -47
-271 -280 -319
165 239 242
60 -89 -273
-226 102 -189
-240 -26 103
101 130 160
-303 151 27
-102 -217 24
87 273 57
-169 -133 169
6 -288 93
-170 -150 141
143 -107 248
30 -312 90
185 -172 94
326 321 -124
47 220 323
-236 161 284
-303 155 -19
57 -94 -10
-213 -249 -96
-183 -246 -34
324 188 -203
-39 109 -84
-89 203 121
84 223 -177
-159 51 26
235 -316 -146
141 325 115
306 148 157
-78 67 78
194 -49 153
45 137 9
-101 227 199
-100 42 -146
303 -141 -64
-99 40 -166
-310 80 234
211 106 -207
72 222 231
-88 327 139
-291 -91 178
323 -302 238
-26 276 -245
321 285 127
132 16 -45
82 -312 -237
-47 -269 45
-184 -275 -119
-128 202 -205
-62 -30 -179
-78 -227 279
-232 240 -52
38 -213 273
-189 -257 217
177 313 -34
75 -54 -88
316 100 -227
124 39 210
-60 -153 235
214 137 119
-178 -186 -70
95 61 -294
56 2 -193
-306 178 323
140 285 5
-200 141 115
-211 285 -90
-87 -192 184
6 -93 43
-261 -282 -165
-188 -216 255
171 -178 102
13 113 114
328 -30 -293
-114 -90 -200
35 -27 183
-2 36 275
288 282 322
223 -28 -159
-280 120 62
-126 -316 1
-284 235 -273
-28 174 239
-76 169 291
109 124 -43
233 218 -322
65 -173 -6
130 320 296
177 -204 -9
-176 -297 282
-23 131 56
243 264 -209
222 274 43
-222 279 -296
144 76 99
209 270 -80
-143 140 -151
51 -280 -68
-102 136 -295
291 -82 -207
-103 -205 148
-265 47 113
-308 26 -133
273 100 83
-93 131 213
-261 -247 -94
143 -66 168
96 -152 34
-197 71 194
-250 3 -25
18 -280 59
121 -240 24
172 -145 -36
-136 202 28
163 43 -308
-287 92 -150
3 -240 50
-200 -306 -281
-240 181 -139
-153 -95 -101
-170 5 207
204 -256 -10
225 -2 234
-221 -240 -228
-168 283 177
48 -247 227
238 225 -57
-226 225 -86
138 195 -295
8 -12 303
-112 308 -286
79 88 -53
28 253 -80
-271 41 281
-12 299 -101
146 -209 -160
35 -122 -51
194 -96 174
-119 15 175
-215 -98 -49
228 -74 155
-65 68 -160
165 102 -6
44 171 67
-198 242 -10
8 325 -285
-291 161 316
-187 237 -102
296 318 252
-36 -230 -95
49 -178 28
-325 -235 176
-132 176 172
58 225 -288
217 48 248
156 -137 22
127 -175 -247
133 34 -123
-37 78 266
15 -265 -297
38 -51 255
-278 103 -67
203 -282 237
-213 -229 -180
179 -120 -126
195 -4 -241
93 154 -305
-269 131 -27
-191 219 -186
-176 41 -162
109 -168 -177
-37 -33 -286
-98 265 215
116 100 -21
-286 -58 98
63 -301 189
-101 -125 269
71 53 -75
-137 -204 -41
-17 302 -66
243 -118 199
-312 -273 -208
-252 208 309
-124 -192 164
-313 -161 33
-91 71 264
259 153 -127
224 -118 -56
-99 -71 223
-1 183 39
146 -130 142
-268 -93 -199
-199 -124 174
-11 76 133
304 -273 -200
12 -84 -54
-97 63 104
-258 149 155
86 -320 220
-119 214 -141
-138 296 -181
-235 269 264
-133 95 315
305 -326 -27
-251 128 267
192 -238 -204
220 189 294
47 152 -103
323 300 -269
187 125 -96
-284 -276 237
-63 313 230
-84 -131 -211
32 19 66
55 -317 199
-209 44 154
36 93 107
-172 199 21
-254 195 -21
243 -82 72
-312 -152 309
117 -160 -173
43 -132 228
-139 298 -35
65 -41 95
-80 284 -155
-148 54 -5
-246 -47 185
-127 -51 104
-146 -299 -250
-47 175 -46
-86 -278 -29
-72 -43 -243
132 -318 183
156 55 -263
132 154 -266
281 325 327
-171 -247 184
175 264 -197
-185 46 -230
255 -69 -44
-258 155 249
-223 319 -180
72 1 82
-318 274 58
205 139 187
107 76 68
-227 -65 174
-42 -140 249
-111 -266 68
-202 -202 176
-159 157 -133
-61 -245 29
-294 -168 -197
-248 -36 59
-183 -25 315
-219 37 151
-54 -291 -95
-104 -193 76
-253 91 -207
-1 -306 45
87 196 243
29 -229 298
305 61 -95
10 -102 109
-214 -57 102
-229 18 129
312 25 285
143 -148 -112
-195 105 15
26 64 93
239 156 38
-230 311 99
225 -147 140
-163 44 -228
-153 -110 -137
138 -60 176
275 -161 -315
-72 -235 -150
127 15 -214
-67 31 -123
-275 -280 230
122 167 55
-40 -217 -34
-137 249 3
-141 -44 116
-261 -295 -313
192 -102 -43
279 89 -81
-310 -86 -83
-155 278 326
-295 -201 192
305 -91 56
-287 254 204
109 124 -71
185 -208 -15
-167 54 -306
254 212 210
317 119 109
-99 -189 268
-58 20 -162
-104 -248 -130
226 -285 -45
-88 286 -272
189 -188 -187
13 -89 -178
-241 -81 41
16 143 262
64 146 59
-67 -57 -49
-263 235 307
286 108 211
-105 317 42
-199 -126 -300
-229 146 133
-186 66 -275
137 16 122
-42 -97 -96
-78 -32 -317
-322 144 -88
-186 301 -272
-88 114 259
-62 82 101
285 -91 -129
-66 -177 62
-221 -224 40
259 -197 133
-158 -73 -317
-124 -222 52
131 3 232
195 325 117
80 -276 -65
-17 61 323
-40 139 142
-37 -60 41
-25 12 -181
185 -223 260
-218 66 212
280 -117 -87
-221 -132 -230
272 -8 56
-298 102 160
221 -164 4
203 245 -136
-112 215 -319
-29 240 -51
83 27 36
-252 67 56
245 85 -202
40 -239 109
123 200 196
-294 204 -161
-44 -295 181
-67 -293 132
-234 -9 -184
-168 -77 -27
253 -152 226
-144 -264 -6
-252 140 322
268 -52 -115
-126 -238 -160
-323 -230 -251
-304 149 -145
-112 276 13
227 -327 -108
315 320 -230
323 -104 -215
-162 -86 -231
-54 174 -257
-40 262 200
-150 -195 154
-58 -265 -144
67 -198 123
294 -285 -12
-93 39 137
278 196 179
120 -206 25
-183 -30 -21
-115 -317 122
-280 111 -7
125 -9 132
183 -281 82
-230 -194 -218
-213 -124 147
18 266 -205
80 -81 22
164 14 319
241 -75 316
47 -131 135
-152 -209 221
201 -273 311
-256 -307 -240
-319 -251 -83
280 206 -273
-187 307 -54
-314 -288 51
180 192 259
91 272 299
-254 -120 -41
-292 119 -144
323 -263 95
143 260 -114
-199 -187 16
-153 32 -203
-304 310 14
-145 290 71
116 58 221
32 202 56
115 97 141
272 314 175
115 51 299
-263 -126 131
66 262 133
261 -102 -269
102 -52 -98
10 -277 165
294 162 121
21 161 -12
-200 94 -106
-261 -154 80
326 155 -327
-41 -174 -158
-323 96 -240
-133 -318 24
281 46 -198
162 327 169
-109 237 168
115 -311 239
31 -122 14
-307 -196 76
287 169 -196
100 297 232
284 148 -25
-311 -87 229
-131 -83 -237
-297 -317 -13
270 -3 -287
260 -15 -146
50 -185 50
-117 -183 -248
-326 28 -64
-44 269 302
-304 170 -115
-234 169 -245
-42 -285 -263
31 -68 -187
42 36 -201
-45 -218 -11
218 12 -209
-87 157 29
285 22 -79
262 228 -106
109 200 306
-38 88 -136
-149 182 -53
-273 -31 -161
261 -76 50
-38 5 225
-169 13 83
118 -141 196
306 143 12
295 -39 180
-226 -303 -278
117 264 224
-226 -77 -237
148 -279 124
-153 21 -108
-208 -307 222
-275 -211 58
17 -265 318
-143 271 -17
-62 243 174
65 -8 -256
238 -73 12
133 -155 -241
2 -196 -237
-24 -117 -160
-298 87 -128
229 -247 2
-218 283 115
-79 -8 -260
122 -264 122
-213 -279 -133
-289 -7 83
-173 -48 -42
-6 304 -263
81 83 26
-99 129 21
-71 204 -173
140 -54 75
140 -320 -148
248 286 -207
-121 -179 -207
128 165 252
-192 192 229
-46 -115 126
-279 174 -139
-36 -269 106
54 132 75
-316 170 -286
203 -9 178
-141 102 -148
-239 33 105
181 -316 -311
-70 -283 -215
-85 -130 -21
-166 -255 -85
271 -119 -215
195 322 -236
-180 -210 -156
-267 -276 12
287 -300 -142
-136 194 -87
224 -280 -107
314 -8 -176
231 63 26
70 -17 -224
-322 -147 191
-140 -253 -23
-5 87 295
116 240 -169
205 -190 -247
-228 -87 -164
53 -289 93
-195 -295 283
-26 -175 -23
181 -279 53
219 -185 273
59 -184 -37
-84 150 213
227 149 -176
-282 -127 -230
137 -316 -136
310 -74 -259
-90 192 312
-92 51 -304
270 -88 -319
127 -324 119
-119 58 -314
164 -170 -169
200 73 -21
-297 -247 119
155 -148 -130
214 46 -328
313 8 177
48 232 -126
2 -27 167
-48 -282 -209
162 -46 -130
-31 -284 -290
-182 91 109
-297 -235 138
-62 55 -275
-75 116 -319
36 79 -250
124 -228 158
-311 179 -135
50 -89 327
191 -30 59
-18 -27 -13
255 -42 -119
-232 -71 237
119 300 14
-276 134 309
-145 -12 -193
-146 25 138
234 -169 33
247 -120 -118
-239 -58 -306
-202 225 -295
184 112 -217
-253 -99 -154
-164 -266 45
92 -204 156
157 -265 -158
277 3 173
-179 -231 -96
313 -232 283
-142 243 180
-147 323 317
113 -287 -305
-93 264 -130
-79 -188 28
-83 155 73
-301 -45 185
304 -288 -138
-254 -231 282
-90 215 -228
-311 -298 -36
54 54 -188
-48 -71 -53
5 35 161
-193 69 -35
220 276 -153
-42 253 -262
-1 -22 46
-325 -86 219
-119 -244 -210
-45 -183 23
-230 -281 -214
-124 -101 322
102 169 182
-295 -144 -124
-251 35 256
-54 96 322
-222 -223 -320
-300 -23 286
-60 -101 -207
186 -38 -22
-145 36 -90
-48 -304 152
-158 -197 -130
336 1600
-210 -262 -246
-134 221 327
-106 61 72
331 -179 315
268 166 -77
39 -305 -252
319 -283 123
58 -319 -153
223 -27 -129
-148 299 31
-95 182 -86
104 106 305
-222 42 92
45 -293 -277
297 -43 -186
-190 299 -321
-211 -177 -313
-281 -81 34
-200 -101 143
36 -108 -175
-236 82 55
220 62 -108
294 -82 -260
161 188 -174
236 40 7
-34 -240 -183
-120 314 -206
-323 201 -226
261 61 142
41 -193 -78
-154 -29 -196
-294 260 47
163 312 -115
-45 167 -95
-113 213 -201
-195 42 137
99 55 -54
261 -239 124
304 245 -160
265 -180 -304
-259 -102 134
211 16 -293
188 47 -243
-164 11 -144
308 126 -277
-244 -190 -73
-255 166 -40
2 -122 327
111 -34 -203
316 -114 135
-172 -72 -21
-243 46 128
-38 -174 -332
-325 222 -274
-93 277 313
139 -89 -251
-70 -293 245
-132 137 91
-215 70 258
267 -163 -25
-291 279 -192
-137 -318 20
275 -315 301
325 -143 -78
-243 172 39
-233 163 -296
-300 -82 -29
-264 147 204
292 235 49
-238 9 214
-200 147 -140
-121 38 190
302 99 -145
58 -70 -79
142 -241 -224
-165 62 -322
213 -315 145
-224 -287 79
-98 -268 -168
-303 108 -270
-272 213 -33
-218 -289 277
259 -87 257
321 321 -258
-119 224 248
-265 196 89
-174 -252 -333
-286 -56 -81
-284 188 -332
-156 210 43
-89 -50 -139
2 175 -189
217 -59 -48
-58 -219 304
58 189 -190
-65 26 -181
-75 -331 252
13 -231 335
231 -181 -12
-55 208 -303
276 221 -247
-198 -277 101
206 -204 277
92 267 327
318 -109 109
-241 -62 -52
-122 178 -278
-1 -90 -211
160 -63 -276
-294 119 314
-311 -264 44
232 241 223
-217 28 146
61 -267 -22
31 231 23
269 266 -89
-109 -126 222
-115 -173 95
125 3 245
-256 256 -324
-283 87 135
87 257 229
-163 33 -80
126 181 -16
244 -283 32
64 -305 261
293 79 290
-16 24 56
241 -295 -142
-49 225 -210
-140 -268 328
-224 -294 -259
-186 166 -59
190 -230 95
94 -153 147
-217 91 157
306 -312 22
41 14 -112
-82 -94 -140
-194 -77 -255
100 -276 -55
-158 -165 87
220 -213 184
-148 124 274
335 -117 331
-1 329 97
-98 -62 113
158 -203 279
305 -10 12
-69 -199 -94
-62 -329 -274
-283 -120 -269
-244 -81 -125
15 -226 -295
-181 -302 -108
158 -34 -11
-225 78 284
-283 -186 -321
237 -205 -22
83 -80 -108
163 -186 -221
-52 167 35
225 -287 1
145 281 264
-68 -328 27
55 -278 -304
-154 146 -119
-115 66 125
185 -336 300
50 232 -267
-71 110 -278
64 70 -210
-57 179 14
-38 11 70
80 325 150
-83 -200 -161
72 -137 71
257 223 -223
-269 -28 326
101 -238 -162
-141 295 -256
-78 269 79
22 -109 -73
93 315 -22
235 206 280
284 51 34
198 123 27
-258 -160 -61
199 -235 -307
162 -262 -37
-74 200 -167
146 -33 113
133 -120 -81
-162 -82 119
143 -290 -119
125 100 297
-109 -309 9
-233 -190 -272
-330 -239 -247
173 332 -188
-293 211 270
280 -1 154
-61 225 81
-329 -75 129
306 -295 -226
-157 241 -251
220 254 223
151 -104 20
330 -14 -198
-250 206 145
-258 142 -310
-156 119 -171
-12 -32 88
109 119 -109
231 13 24
237 -83 -271
20 -244 -88
61 226 -311
137 -179 -305
-221 -262 54
-54 -185 -57
110 -224 49
203 16 -199
-194 194 306
-165 161 60
-320 -112 -97
259 234 -82
30 -190 15
230 287 -278
-31 -206 25
-171 -121 32
267 -318 -268
-111 -123 -328
-299 131 299
-181 295 262
176 57 -75
30 129 -87
22 -203 -177
214 -35 -69
-301 -204 274
247 -307 179
-81 8 -137
325 176 -34
322 -118 -24
-314 169 259
-94 267 -147
262 -142 -298
-125 241 185
-84 312 -325
161 -99 -39
79 285 -115
-33 75 -236
-51 220 335
23 -26 234
205 -220 -215
264 255 234
-148 255 254
-95 246 108
