8
584 1600
226 379 -133
217 -209 188
-137 -140 -98
-466 412 326
326 431 277
438 -443 -432
-399 62 -315
-412 -580 532
547 -63 -249
-217 26 -9
-288 450 -491
345 -449 531
507 163 -267
-248 366 -79
309 -325 206
-183 188 -268
455 521 447
302 -125 314
-454 -582 -547
-320 415 -203
499 -378 -507
368 257 -449
276 561 -387
144 463 -233
-464 100 236
437 -437 350
256 207 -372
-215 5 462
-483 -403 -412
12 413 203
-499 -463 2
324 -583 -100
480 -304 -256
441 247 -353
-119 431 -417
185 -337 -94
146 85 425
58 67 -232
-58 -380 58
308 449 -327
-498 288 -521
406 -75 296
207 -216 306
-336 405 451
-28 485 -563
-56 484 101
-469 -62 -215
14 -85 -123
213 -295 171
446 -422 186
237 300 -260
104 -525 -410
-247 516 422
212 -496 -245
-543 3 -479
-458 -69 106
126 476 -195
-395 -473 -483
-341 314 -396
-177 110 281
-31 297 -306
-388 -259 21
-278 322 219
168 -304 62
-440 278 97
-174 507 -568
218 -434 254
574 -133 -312
181 -491 -220
-189 322 512
-450 -479 243
-311 478 -236
244 -568 405
474 130 -413
520 498 -162
457 -85 -423
-572 302 -386
132 -18 -18
287 -276 -478
-567 -399 -547
-527 252 377
497 -573 202
502 -345 341
-383 -299 417
-31 -25 534
20 274 -581
582 -31 319
-279 -498 184
-269 310 -287
-165 252 -178
-134 -151 -272
-511 28 -259
-472 -498 -79
260 423 11
-133 175 -317
-474 112 395
-223 -562 -20
113 326 141
46 541 -409
-149 462 -492
-225 298 -440
5 69 36
-579 -282 78
-242 264 494
444 203 -512
403 -150 183
-128 294 418
93 -403 208
-270 -60 -526
431 10 -170
15 -409 -215
504 226 -240
38 -62 -464
-446 5 240
-364 21 -36
-207 -162 -18
-388 569 -131
-238 -508 72
76 142 -441
-335 553 -146
346 -140 -275
-85 -412 -516
537 -325 -570
255 529 -57
-196 473 300
-102 63 189
-374 -475 -507
264 26 486
575 559 -254
376 568 -376
-62 -12 -157
-344 -448 -352
561 210 9
-197 39 -160
-152 102 -474
-263 415 535
84 184 401
-401 -430 -3
459 -456 -281
-61 -13 -20
455 -32 -345
558 65 270
62 480 258
51 441 375
-391 98 271
114 -390 -79
-429 265 -358
270 -431 407
-325 55 -357
539 -110 37
-211 584 197
-435 299 -484
-481 -477 -443
507 273 372
-200 -320 443
-217 -536 453
175 212 468
438 -260 104
-304 144 -72
-110 -490 225
-192 -61 308
-316 339 -478
110 261 -335
142 529 191
-391 58 3
-145 -146 521
-127 443 -274
64 -556 -550
-548 -122 215
-362 -2 308
-150 239 -200
-134 -153 91
-50 -107 -134
524 471 -533
-550 -492 153
-83 525 -80
388 229 277
-337 -3 9
488 456 325
265 372 -186
-410 370 -129
436 -192 273
-154 181 143
-525 555 519
563 526 283
458 60 -548
304 348 262
-251 509 92
61 -220 204
-449 53 68
331 -575 -331
97 -78 -405
116 322 -371
-453 -125 -256
536 -193 -20
-26 319 221
294 106 172
535 311 -64
-468 192 70
-126 407 234
-103 -368 446
-403 -34 61
-374 291 -229
-502 486 -399
449 4 -233
476 328 -464
213 -17 -10
-20 -305 -450
-286 259 -285
331 497 -271
193 -175 134
-386 -317 324
-61 -358 237
308 -80 568
123 466 -523
-402 533 -18
-240 298 -440
248 -70 -39
324 531 -393
-452 -536 -328
187 -423 -93
56 -327 168
583 -203 -558
96 -259 250
-478 508 214
-19 53 574
434 458 -77
-304 254 197
-554 246 -361
89 55 15
-228 -258 97
-274 -436 -340
275 508 -52
327 60 -574
-448 396 553
245 293 -282
-476 455 381
300 29 -143
362 131 -507
152 217 -150
309 -457 66
321 -285 -115
142 123 320
183 137 437
115 -344 373
-158 -104 441
130 -276 -289
520 -2 -423
-463 -72 -194
11 -363 541
103 532 -30
-534 106 405
464 404 -569
205 428 510
-314 -460 -490
326 -528 -465
390 -130 53
513 455 36
-52 -537 -183
573 -27 278
-59 571 580
-173 57 481
145 -567 -413
-72 357 -20
233 -159 -276
82 569 174
-264 -493 -31
-185 -533 481
281 -311 470
1 -178 134
-33 -27 415
-472 -351 -567
230 403 163
453 288 -480
-429 -235 -370
514 129 -569
361 -49 283
-335 196 -500
584 263 59
-316 -492 513
-313 355 366
-100 -189 362
525 -523 259
218 -45 -3
-404 -356 213
86 -475 -311
493 -163 317
133 86 -42
-437 -268 12
333 -524 -390
-514 -46 -24
-540 -16 287
505 287 313
-207 406 -291
362 -385 -11
553 -118 -180
475 -293 -474
329 412 -383
-511 -98 445
284 308 -542
-48 427 -510
483 -38 350
82 -361 -132
-563 228 54
368 235 83
393 -503 282
226 231 -19
164 256 -577
-290 -579 309
-108 -9 -421
-289 3 295
-202 -25 -103
450 257 59
30 -223 -198
227 -340 474
-538 -546 -505
-455 280 -197
-459 -425 14
207 464 119
-149 184 -445
-512 262 -107
184 -164 -64
169 -31 248
-35 -48 -304
5 556 -219
28 -376 213
-178 237 -490
223 381 -164
-475 161 521
-23 -493 71
48 -499 279
-490 262 -148
40 -123 433
-71 469 -179
-323 144 440
153 -342 419
-35 -7 -371
282 -583 -418
-128 -236 -383
88 577 -14
112 -2 -41
-577 -537 253
509 -30 -461
110 -148 -534
-267 -141 536
-327 -380 126
-398 150 -231
-427 325 -569
95 -439 310
75 -378 -404
523 425 -43
-278 -502 -178
-55 74 462
-311 -150 480
-159 310 -248
-373 21 -109
-40 195 495
22 560 188
-571 544 518
395 581 241
30 -421 52
424 242 206
497 -353 284
550 291 -158
-47 61 442
-566 240 -221
440 -569 -292
-562 252 -243
507 40 53
102 -398 197
-417 -38 202
-378 -242 -97
-564 -190 436
177 -72 -459
530 273 -163
49 193 -30
42 441 67
-152 264 -73
-250 -101 -416
516 434 107
-152 229 -210
51 -108 136
-93 70 255
-46 207 -573
367 -11 -167
307 135 346
216 227 -567
519 -485 294
-526 226 335
-277 -216 -190
204 77 108
-530 276 -328
117 512 411
-562 -240 89
-466 104 -566
-579 -549 -330
-578 345 -138
-30 532 66
164 -346 418
367 -29 8
30 -367 370
56 230 -51
-316 -551 392
-435 381 325
394 516 -365
-100 496 -316
-436 -405 -439
-185 90 -517
261 -18 71
-371 -296 128
-534 19 288
-325 -518 217
309 -194 70
-328 577 -480
-345 180 -491
-258 191 -507
153 -313 -10
395 38 -205
530 -105 177
511 145 -133
79 127 -489
68 522 198
101 443 -55
520 49 -22
254 -540 377
-274 15 218
446 -189 122
-25 566 50
444 -39 -48
-219 556 140
501 -303 229
-29 199 -70
-329 -457 10
-449 7 240
-19 582 -124
106 203 -526
-240 -482 -4
415 -448 -416
-198 371 44
-433 -378 346
-411 -18 36
-97 280 482
-14 -516 -407
-1 235 66
408 526 365
541 481 141
473 -418 -360
-567 30 458
-389 326 243
236 454 346
400 -242 167
406 561 -21
91 261 -459
311 445 42
-149 -49 514
-244 161 -305
55 -157 -130
-321 -516 524
-309 421 530
202 -417 556
175 283 367
-306 -176 -391
-71 -450 -278
501 -143 89
543 315 -530
-187 216 578
-82 -201 -403
-380 -238 -87
-573 548 -97
-27 13 132
231 -222 -293
-545 210 99
-336 -399 86
523 -283 559
-253 522 -273
-155 -351 -567
275 144 -266
-443 -73 229
-109 482 -285
61 196 493
-249 366 -155
-284 -313 -55
-189 364 -37
549 81 534
376 437 -220
203 -280 -64
-231 -134 337
475 -165 274
-325 545 -249
172 -318 514
-188 -21 54
-236 -336 -323
351 331 571
-525 -264 500
-85 91 -9
-533 416 -309
436 -254 549
-4 -342 -565
-470 -233 -268
186 -134 -383
119 378 -228
-69 347 -90
-564 -430 103
37 479 -210
-72 -108 -104
323 -130 143
581 -548 66
-445 126 207
414 -533 214
-367 -466 555
-409 -574 -61
-160 44 406
477 -179 347
-214 -230 -148
-205 299 -523
548 -99 -161
199 -512 399
501 224 -473
508 -269 -410
-175 -485 -140
-61 -358 -221
-276 433 -513
171 -159 -228
30 255 -167
379 -128 66
353 353 455
-377 27 -278
-261 68 -417
-184 -374 416
-489 527 -553
425 130 -251
295 -560 46
-166 142 39
-584 40 -166
-266 -581 -532
374 28 111
347 145 96
-136 -131 -152
-446 555 -149
360 -314 -265
91 -359 -229
377 -211 -474
-256 -461 449
401 -458 554
-108 521 535
425 197 416
-516 -167 378
-187 -329 -168
402 12 -319
-255 -413 362
138 419 51
107 -474 481
275 -551 338
-508 327 431
-29 -223 146
295 -108 277
367 -471 296
-581 -40 363
362 576 200
111 -178 57
-583 449 433
-35 -96 -564
469 210 289
-312 403 -400
-161 -367 -4
-502 546 388
174 -263 44
104 214 140
-411 -547 -515
387 -88 -524
-507 77 -457
-449 262 234
-262 378 -545
131 -184 165
26 419 -370
-329 104 -344
-353 -420 -319
-260 -211 539
-404 318 -565
-400 -278 397
-349 329 433
327 -429 217
-516 353 17
-455 470 -190
-508 -310 142
323 -309 -172
152 -571 -46
-308 522 320
493 476 -524
184 358 -153
-5 -460 423
-511 301 -326
-352 -239 548
95 381 -109
234 -324 455
279 -333 -240
-45 -136 -494
344 437 -571
-354 -362 -327
255 -180 -117
-494 -362 -562
-545 245 -255
-389 -426 538
-255 -280 291
-385 126 -392
-286 416 -132
-70 514 416
-432 -447 358
280 -26 288
-100 561 168
-425 -582 -195
570 79 454
-574 -46 -523
237 -395 -298
-432 -295 195
-258 -443 -363
123 366 -186
-310 -119 -70
-172 -529 131
101 -415 274
39 -192 38
196 549 -208
-293 195 -210
-201 -439 556
16 245 512
-487 -220 -43
326 479 234
-459 -79 -566
-198 -350 549
-214 69 -79
209 529 40
-171 -242 538
-425 -38 130
499 556 218
-356 -184 -394
471 444 -327
387 -242 178
581 -269 -340
-172 348 -368
132 -78 -489
-145 -157 -379
309 -144 -185
-491 337 50
388 -51 111
488 -135 -237
-570 -77 -301
-141 -67 -272
511 354 -144
-56 -344 128
-133 132 463
17 -359 309
-253 473 442
169 -527 223
-269 -404 -250
88 -576 511
54 280 -434
431 -48 183
-514 465 -350
405 -444 563
-61 -180 -401
-545 324 543
473 -268 -303
-553 375 -448
9 160 -540
114 -257 3
299 -444 -147
-373 -209 -380
-506 365 29
236 -159 350
351 -198 336
239 351 83
302 439 -67
-68 -347 -55
-464 -132 45
130 12 72
74 -538 546
359 209 -370
-397 413 214
-18 163 57
-76 342 -182
-238 -194 313
452 535 -565
251 -575 -304
127 -427 -256
526 -371 -88
-477 -504 -12
-483 -141 412
424 -572 -488
95 572 490
-506 -364 322
-201 -78 390
189 127 -358
106 -312 181
333 569 570
-110 148 -535
-324 -124 55
105 325 24
-546 6 290
546 -478 -457
-286 -570 247
51 150 129
-520 -386 -557
441 26 -235
105 -329 -444
178 280 206
383 307 -213
-77 -304 -300
68 -409 -460
-513 -196 -448
-326 252 326
-157 263 -1
216 -447 -229
-165 446 -404
-3 28 552
288 366 275
-49 -512 -13
221 368 -38
-284 279 -163
-321 130 307
-220 -363 -489
272 -31 -328
573 -186 259
-140 9 -68
-301 -501 -339
-443 384 -322
392 49 -413
-405 30 216
571 -557 -550
15 302 320
-562 -124 -25
319 280 -451
-222 -448 538
99 320 -200
92 241 407
-15 486 -537
-368 -39 -495
280 -241 -399
378 -66 419
274 -95 -165
-147 570 -18
-541 578 269
26 400 -332
-539 -62 -175
-559 -17 68
-374 -208 181
66 -444 552
195 -276 152
-519 -282 -109
-172 28 394
-270 472 -561
-135 515 -336
-190 -542 -375
-438 -253 -550
-250 468 -338
340 -346 560
30 381 176
-167 -546 -51
83 59 -256
558 76 -147
385 327 90
481 -226 545
-289 -345 564
-362 -81 -94
-412 -103 100
-86 50 121
39 332 464
406 -81 -90
-20 -74 571
561 -360 541
260 -31 -220
314 386 -356
-574 -375 -275
-557 -437 464
-171 552 549
501 333 -417
-111 142 -577
459 39 -486
-392 -312 -195
539 404 538
494 -506 -81
-443 106 448
394 -479 -233
-352 278 62
437 -108 514
-82 169 -423
-214 546 -439
-353 407 -541
-440 81 207
-196 -469 -445
-335 -128 -333
159 188 -159
-533 -48 221
-369 -434 -251
133 268 561
-415 574 -442
-472 288 -336
91 -111 223
-583 -383 -201
-376 24 22
-144 38 -290
-93 403 -95
-415 -565 -333
-351 -547 -263
-46 108 388
468 164 5
231 323 442
-193 -172 172
465 534 -98
-4 -450 152
-189 -264 -439
82 131 458
-146 554 490
-515 147 -149
272 -526 362
397 -434 210
189 -100 -386
368 -73 -57
-59 -237 -201
371 490 -524
-133 -402 -424
-3 349 350
-421 -544 -211
-138 -525 -497
-255 -549 546
-50 264 -294
84 406 369
-239 -34 199
-194 48 -440
-139 58 459
-216 -172 -290
74 259 347
530 275 -564
52 -426 234
-331 517 577
-186 411 -343
79 414 15
-51 -83 293
-3 86 -531
189 -270 -342
-480 -193 77
353 -160 -196
259 -62 449
366 -458 -66
57 -433 103
-220 -356 -162
-148 -510 101
49 -177 -390
144 -368 -111
-221 254 196
187 555 488
-8 -490 359
-489 13 -314
-354 301 269
-179 395 -28
83 -458 441
-401 -162 -426
175 -503 -451
83 -577 390
-383 -262 -208
76 -131 111
373 482 377
-107 108 -437
62 -133 271
-363 483 -381
225 198 -275
-354 -534 -509
-187 461 299
148 101 -316
-230 -531 -581
-159 -575 -331
108 424 -281
198 338 -261
161 -10 -543
-583 -153 -46
267 -98 243
409 -243 409
147 -316 -417
167 -295 164
524 134 -515
-448 -258 20
-232 476 -522
1 417 522
-165 300 -254
-365 229 527
-256 258 115
-406 -330 -179
219 -441 163
219 356 -126
-127 -56 294
292 -150 186
-203 -242 387
347 -243 130
19 -535 493
-315 128 502
-477 -582 -315
416 -272 312
-265 -265 -448
-471 -374 146
419 433 17
520 323 386
-32 421 -212
422 107 -432
-31 -438 420
166 -448 463
290 89 -60
-555 402 -253
-489 466 567
24 64 122
560 -343 199
-487 224 321
321 576 132
124 174 531
290 -506 -420
-199 527 -548
-368 529 62
-250 -116 -39
-578 319 257
-517 67 -93
-238 292 -361
-220 329 252
462 205 9
-238 -366 26
-255 -222 5
-478 -323 156
-159 424 -383
-71 -348 565
-358 -301 -81
199 -163 239
-13 -466 93
485 554 410
301 157 15
-305 -447 571
-459 584 -562
391 279 15
-435 -408 485
576 554 510
-340 -390 320
-314 -551 -219
245 475 467
-255 -130 498
-403 -244 317
-478 -414 479
512 84 398
118 -294 -332
491 -188 205
-180 -362 433
513 105 428
-43 191 466
564 -98 256
-211 499 -577
-58 344 446
-268 -463 482
343 -119 345
-475 -264 -231
-151 64 -199
-204 -44 -169
355 203 138
-566 370 128
159 -312 61
-268 423 -334
-72 -400 157
512 38 423
-568 480 -71
-489 165 225
480 -154 254
-31 -486 78
-438 216 -221
72 -478 -305
523 -146 481
150 334 -31
507 -318 -346
492 343 425
373 -491 107
269 203 -181
-536 -74 -160
-482 -249 473
476 -415 402
4 313 464
-266 200 562
-504 128 350
-500 132 -325
-549 -153 -284
270 -387 -170
229 -440 -242
-357 161 -75
123 -280 -77
-98 -234 174
534 453 45
-312 -518 138
-560 518 364
-344 530 350
-4 -434 -450
-524 415 -491
434 312 -422
304 91 77
363 269 -363
231 513 -284
-109 303 -553
-256 330 239
413 -276 -111
-149 133 -297
547 -253 68
404 -13 -471
-359 -125 -317
-120 -357 -357
-417 -104 -581
117 380 -446
50 -252 264
96 49 161
-103 -329 -405
354 489 -176
510 -316 -222
334 448 -45
14 570 -18
26 -475 62
-474 413 520
-498 409 423
-482 489 495
383 151 217
-493 -417 -420
345 227 -138
236 -87 -177
425 303 525
-534 560 273
-293 -368 -576
-439 37 526
-432 -191 -256
-581 469 -126
147 -366 24
51 -445 316
28 -97 -436
168 -487 459
245 311 -239
283 -246 16
-188 -333 -24
296 -65 136
563 -60 -360
-268 -17 -568
361 -417 -62
-461 315 153
155 -310 -195
-437 558 -219
-522 202 500
-80 339 -157
419 89 332
526 -519 106
-570 11 487
513 73 -8
-169 212 269
118 359 -429
-203 138 61
-10 -397 -167
-507 -155 83
334 313 354
367 375 -566
-42 -47 -177
130 432 205
565 -306 335
-4 -190 -433
-255 -117 -542
55 -158 -1
172 492 -451
95 335 87
323 181 380
416 -173 -57
-432 -241 18
104 -65 552
280 -187 -506
-511 -77 150
-563 549 126
416 -19 -532
-523 -440 434
76 230 142
230 -372 -342
-503 -111 -498
-278 298 7
224 373 383
131 -350 188
469 190 566
-161 -527 -190
-332 310 431
518 207 -208
568 -94 21
11 -298 -3
-523 126 425
519 -485 312
546 427 563
372 501 -542
461 99 -204
463 -262 -389
-475 -445 71
550 -54 56
-15 -368 172
423 -36 88
-535 386 -309
253 456 535
385 -140 -508
428 -513 -529
374 -580 537
103 241 -449
-98 367 -88
384 552 355
-268 62 241
426 -175 -44
72 -496 -344
514 466 -11
-492 -362 514
282 483 -325
279 -251 407
327 66 566
-493 250 -179
-489 -111 -135
-212 -172 -333
385 23 183
17 -263 -541
19 159 -62
-47 -461 -174
-212 -150 529
297 385 -453
-464 -533 -372
-464 418 -303
-425 -428 447
494 -491 582
464 -50 -581
359 -514 511
-251 51 -202
-370 469 28
311 -145 69
-565 59 27
-387 -217 515
-402 249 -109
-62 -442 -467
76 412 -106
39 565 -545
-166 260 456
376 358 123
261 181 -491
-578 -534 352
505 175 -150
391 502 -310
-45 -195 -81
113 -81 -317
-200 -121 -554
-501 -374 274
-312 66 -40
-408 -271 -532
-292 -97 21
217 35 68
-7 -69 -174
-337 -74 -51
-367 -291 475
-461 227 53
-182 304 -424
-566 -365 135
477 519 359
87 564 -525
-345 -407 517
-319 -48 -99
319 -321 -478
-472 -38 201
316 504 91
-46 409 -71
-497 168 -76
536 -233 20
212 -126 -484
584 -95 -312
-45 507 166
99 -107 3
-105 -384 273
533 -399 392
-193 -321 211
60 189 -134
-432 283 70
475 253 -119
-133 5 505
-210 -233 -516
562 242 326
-454 177 553
-577 -477 425
-321 65 340
491 266 -80
-224 444 -222
3 510 -507
51 466 -407
-475 182 352
294 85 -14
294 -203 -386
-494 -431 38
-393 -315 -37
366 -95 459
390 298 -247
-347 93 472
150 -313 -455
258 -536 -487
441 -230 -215
454 -6 -329
-450 126 400
-208 413 -343
131 438 388
257 -416 147
336 226 -78
531 47 -226
-583 173 -483
-90 -432 434
391 -59 139
-216 -568 -6
-48 -562 -113
-158 -292 -73
-501 -450 159
-119 -31 576
344 -50 350
231 90 -3
101 480 -136
53 363 285
462 -393 -155
147 226 127
384 370 -427
-202 257 -532
179 583 -261
-52 52 497
-155 -109 -211
439 64 443
350 580 -159
554 -238 -197
-375 -389 558
-273 -285 191
547 325 -109
23 -517 438
-206 338 -272
-555 -392 553
-493 -493 74
-99 68 -193
65 -272 18
39 -141 260
-4 -504 552
510 -173 96
555 522 -212
195 138 -271
-41 109 165
-232 157 -99
379 286 171
560 445 550
-462 -37 -412
277 -471 229
367 -29 202
356 -510 -292
421 -409 -228
-471 320 558
279 90 -450
244 -286 -294
-250 222 580
-254 -191 -241
-355 328 9
-503 -365 257
-177 -130 223
-180 508 -427
-108 -455 -555
229 -314 -299
-473 -211 197
246 370 -506
-315 -155 -546
-549 -436 -220
41 -104 -95
75 353 -420
505 282 549
172 -131 468
-447 -548 -428
-166 45 -94
-119 187 -111
-478 445 305
-54 -210 -295
1 451 -62
503 -438 -423
573 75 275
467 76 -343
284 -26 38
31 336 578
-214 -212 393
-347 349 -265
-511 329 350
-287 231 112
-217 -49 -230
-465 566 125
-512 -2 325
549 -220 490
283 541 -505
-493 -340 -452
568 35 53
-492 -329 328
-394 405 286
430 -5 -473
374 314 424
386 579 -225
333 324 -419
-74 65 -450
5 -411 332
274 -245 -534
-447 547 -182
-268 -6 36
-16 -336 -89
-216 -442 -583
109 -86 -249
152 496 178
263 2 -85
365 44 -543
71 438 375
-79 -434 401
-45 -99 -17
-179 444 27
109 -151 309
471 -292 -175
-468 77 -426
126 -215 -51
-583 232 -413
-230 -291 -187
188 -442 -150
296 315 -447
-431 -477 -394
105 285 444
-561 135 -145
352 11 247
291 -388 -89
329 273 144
-352 -110 -511
-383 63 -361
479 576 -443
-21 320 -574
-228 196 479
-269 324 329
88 191 -92
-409 504 434
-389 186 422
173 -197 -46
206 196 -466
98 -181 -581
-370 -235 -184
308 -143 -431
-565 19 -72
125 24 -389
40 -578 -136
527 -382 225
539 -522 67
63 10 399
-550 247 119
-246 -467 -348
-570 24 -62
-228 -463 -106
-46 -9 -62
-359 164 -243
-351 556 -519
-531 479 282
353 -138 44
-532 530 -245
38 -440 -216
-468 186 200
-242 101 58
506 159 -32
7 282 225
387 432 295
-579 124 -372
-465 419 -27
-108 28 -2
229 247 -533
113 -290 193
-558 583 310
-18 -298 168
214 -51 267
-310 -429 433
-271 -424 -93
-410 -568 -433
225 262 -72
-145 172 -117
-23 -356 83
35 273 -137
208 98 507
-190 -569 361
-128 326 49
-264 -161 185
455 -319 543
112 577 -510
238 -477 -389
-61 254 349
-36 391 -139
389 564 28
-449 62 -553
-563 -524 -393
-491 127 -87
-17 559 53
132 -26 -292
326 429 24
41 491 -250
188 485 246
202 62 -199
407 256 376
278 47 25
439 -584 463
592 1600
-484 512 239
484 383 280
-300 178 272
140 -47 257
-142 546 -220
-172 -492 -497
137 -275 -156
227 -401 571
-144 314 -264
156 207 -238
-144 -205 -418
147 213 309
127 -308 292
235 -442 -534
-335 26 353
189 219 -128
473 31 42
-243 423 261
541 -254 414
-99 92 38
564 138 -560
349 465 -165
389 328 -472
-406 293 96
478 -59 -217
122 505 68
-406 -123 -10
227 -424 -313
510 388 213
446 456 -251
416 -587 272
139 186 -395
-447 510 82
87 365 553
-207 371 -582
-312 406 169
-140 559 -39
315 -354 -285
490 -219 105
-524 -40 414
201 478 -106
253 238 -491
-88 -172 -503
-254 20 -448
231 -208 378
447 -581 264
-579 362 -27
178 487 550
350 2 -41
-345 147 -512
-183 -17 -256
330 483 -108
324 503 551
-504 -217 -458
38 -13 -371
399 -534 155
-462 550 327
-394 507 -57
469 335 571
253 8 -297
294 100 -165
-547 -319 -120
-566 161 63
33 420 -454
403 -122 402
-66 -476 32
257 -193 296
30 -39 -413
552 -15 326
-515 -80 -540
8 -43 383
229 545 546
-425 274 125
-405 228 -46
-191 380 -328
-491 -59 -426
214 -8 91
576 191 -1
-115 -166 -73
236 -541 399
348 436 553
108 -312 -76
323 -226 46
61 -565 -501
-556 544 479
-526 584 421
298 -222 -114
279 -351 -133
200 354 -566
-347 201 -146
429 -241 -561
-541 -329 443
-519 -86 -311
-437 -297 555
357 -501 331
531 -436 -457
486 123 -414
-215 23 220
229 538 -534
-76 -371 -8
418 -316 -172
-497 24 75
-406 -547 -556
-193 36 -159
248 -52 94
138 137 -565
508 197 -66
578 494 196
-66 -3 -385
-49 -310 -375
-544 137 66
60 -75 -457
48 160 502
228 315 -511
-31 185 150
-84 342 -418
212 197 -110
520 -321 270
119 337 23
421 319 -431
444 1 -375
-150 -171 -566
-168 -414 -52
-171 -445 -29
-362 -78 -20
-168 -12 214
568 -542 -445
231 493 292
-172 -244 -63
52 -110 399
-528 571 -105
242 -45 426
337 380 202
42 -131 417
57 35 150
-449 222 513
545 -564 -296
-325 -271 -53
-443 -7 -403
-182 506 -503
571 352 -135
-528 168 -205
-298 -327 159
421 117 85
476 8 14
198 -110 405
-516 375 -427
215 390 207
309 118 69
390 541 -419
16 -221 -335
-298 237 -337
446 37 221
-251 551 319
-496 119 -197
-279 -401 62
26 -380 -547
253 -210 -103
503 -383 415
-48 -150 277
59 -75 -35
102 278 21
412 532 -376
41 334 -50
-365 -418 366
270 -485 225
-266 17 -19
386 -330 216
385 47 201
-57 -478 208
-506 -13 -107
129 154 34
-537 -357 366
-104 397 176
153 232 -172
588 -482 513
-253 252 466
62 467 498
-8 -107 523
510 519 117
-60 265 389
91 417 -439
291 565 -157
-437 194 -360
579 382 -9
-251 284 277
148 36 -547
-225 28 -293
-10 -35 368
579 -93 -412
-521 23 -193
-191 -149 -507
-574 485 -432
-443 494 -277
-40 -323 577
-504 -21 -373
169 -152 -537
465 258 -580
-289 445 262
392 -188 241
-90 438 -313
-544 -43 -202
-65 531 482
-567 -8 459
334 -17 -61
118 98 -414
-79 -91 -270
-437 233 -545
-546 -37 -286
-552 -124 521
64 190 -526
321 58 -85
-120 261 532
441 8 -586
-461 -436 421
294 -148 -164
272 -249 -500
-441 561 -111
519 518 -119
560 460 -56
-37 -489 531
-500 -466 -241
393 -286 -457
-110 501 512
-454 -313 68
-383 -479 498
390 397 -580
-179 -175 461
37 -340 592
-584 199 138
-513 261 -99
416 18 225
-571 476 -383
-5 -168 93
221 -194 -268
244 347 -558
-584 -318 563
-185 524 445
187 -443 -212
429 -254 -311
184 142 -252
-584 -431 73
-461 -107 387
296 285 378
-345 -243 591
506 500 337
225 324 -52
232 49 -164
64 -117 454
-442 412 258
429 67 466
-27 -78 -507
-134 -450 155
143 75 364
-515 479 568
210 -307 -53
-548 -522 546
137 305 -233
-138 309 -513
293 465 -426
