8
1416 1600
-769 -885 1198
-86 -1107 -1280
-1402 1089 -275
1181 41 -315
-177 -1039 1302
1412 -1070 275
-1117 -538 1365
53 -267 1193
-620 -913 989
-585 -119 353
404 -1139 670
802 380 975
-630 -264 1072
-16 -764 481
-91 1073 -125
1136 337 -377
578 -343 -316
-732 -352 -406
615 1206 -61
-1296 -973 -1046
631 624 312
-242 41 767
1199 171 -282
1282 302 -1374
-940 49 -747
-320 -344 566
290 1376 -748
-1256 -151 -1282
1260 -441 1401
266 233 92
-1363 177 -957
-12 -1014 -543
103 -210 1019
298 -1338 1142
-22 1118 899
-880 -1387 76
-862 938 -213
-1179 1413 952
-115 100 -733
1313 1076 -59
290 1268 384
-234 -664 -611
471 -267 -539
-1024 -138 -766
-1181 424 911
489 -769 722
-12 -266 -791
-676 184 -1292
-1377 1272 -366
-139 669 -1289
104 1135 603
-1098 -319 608
-524 811 -1268
-484 825 -870
815 -473 941
-154 -771 1282
1110 -951 -812
1000 -996 -512
-880 451 -578
1285 -139 -1143
-633 65 -599
405 31 -686
-628 -1238 993
1308 -510 27
865 246 -173
427 702 961
-1021 1083 -970
-223 238 -901
-488 1205 -1400
829 1153 -1140
762 759 -887
-741 -561 409
-1377 -84 -729
-522 464 841
-541 1067 235
-1246 -845 -916
-860 1100 1089
-1286 -655 66
-411 -901 273
1066 1061 -516
1047 908 1122
1250 1257 -1126
185 1096 305
1379 -1034 -1283
-138 203 361
-745 1041 -257
101 581 -986
-876 -962 714
-334 286 1153
28 550 -1193
106 913 -230
296 -742 -858
-1275 -202 -1209
163 -1078 -162
1331 -983 -994
626 -157 881
-415 -1369 583
1163 1230 -750
-159 -1068 -77
268 -388 1138
395 1249 1367
-76 60 384
1018 989 -1172
1184 308 963
-1258 272 1405
-1263 -688 -505
356 -1415 -1390
63 1233 -635
-496 -1240 1061
-166 806 1200
-1134 1222 425
-159 241 686
-699 67 -195
724 -1116 -525
1281 -243 448
-1080 -513 -261
-1031 347 1244
555 39 1075
1124 491 -1235
-1049 -700 -801
277 412 101
-399 -684 347
-615 1308 799
54 506 185
1040 1111 -483
1234 146 -875
-869 -628 -607
-478 942 -1230
605 140 -1102
-354 -104 829
-1087 -228 -514
-827 319 -805
-1194 -777 -278
-1086 -1408 311
-65 -1027 1381
1194 649 814
-1090 -591 -166
-618 279 -1031
310 458 967
-1041 -748 -1393
-11 997 -1404
480 983 442
355 -513 1163
-827 -735 798
-269 -1053 -913
-346 -714 584
-1155 304 1372
1069 -1283 875
-370 -749 808
-1295 -1102 -1263
112 200 1253
-1028 1247 750
696 -367 124
198 1228 -113
-670 517 -449
916 -29 218
1393 962 -720
-490 -784 157
-653 616 -1380
494 515 -704
1308 -679 1247
507 504 1390
823 177 -556
-949 495 743
-1258 -44 119
-776 303 220
-837 -661 783
573 73 1210
-1020 -1020 -338
-664 1199 -627
-1148 -1174 -1352
-653 -372 1320
-946 1183 -721
1179 -1085 1153
319 -1341 -631
1292 525 457
-1407 -113 53
-853 -1234 597
826 -1308 -224
-1139 1403 -1333
-311 466 -934
728 326 -218
-406 -937 1265
-1107 -100 -761
-94 -73 207
303 46 1103
-660 -1010 -256
1271 -1102 1330
-1045 -1290 635
438 97 601
316 -102 -556
882 -847 -93
-165 274 1311
538 685 -52
1037 100 -210
1343 -255 -1002
-285 1110 -920
-206 175 399
1082 156 565
1321 946 61
-557 -141 -647
1310 -408 129
-1220 309 -1049
752 449 1100
-828 -775 -95
-445 135 -1045
877 1270 708
-248 566 -204
-636 1099 -1143
-769 -494 -697
-343 -146 -16
483 1188 -418
-1402 1212 402
-1291 -624 730
-979 -386 -789
-1012 -650 1006
-789 1093 -239
-939 -927 -577
280 -1415 -1175
-318 -976 -243
138 190 -1193
1135 -66 879
1116 269 748
-1291 1013 417
1009 1365 -847
-1137 313 1091
-574 939 -612
547 795 -1401
-1234 -661 -453
650 154 434
444 1250 -76
-243 183 -437
890 624 1379
-101 -463 -697
229 426 -431
745 -1293 -1066
-459 -744 -1151
1245 -519 -832
-329 -549 -914
803 1191 474
586 -1224 -1042
400 966 -595
-573 -566 1019
-1198 935 -428
994 1208 -1159
-846 -1329 -1194
-1276 -764 -137
52 171 -780
-1130 410 -632
815 -274 1299
-301 183 232
813 -1004 -498
-1376 199 170
1205 -1286 -1040
1004 791 943
-2 -270 -908
-1053 455 265
1146 1159 1409
-1096 1062 -1028
-84 -845 -64
-404 774 -1016
28 -541 624
-919 -675 162
-345 820 85
21 104 1162
-717 -672 338
618 1373 -519
-1254 593 -75
1123 666 -387
-1238 -683 -814
-1101 369 751
213 380 1101
-323 220 1362
377 394 -1029
116 179 997
-1280 -803 406
-545 -463 281
547 -637 515
396 330 305
852 -1147 -535
-1385 -1154 -984
644 -1068 1399
-540 -1063 347
-1333 131 -69
1038 -744 -941
245 41 33
511 327 28
561 475 1385
-741 -887 -1136
-361 -1036 113
-79 560 -497
1014 -72 -623
582 1153 981
525 -146 -834
1291 528 417
-432 -918 -986
1416 -604 1360
1133 438 -34
-959 1375 434
219 1091 694
-1287 702 1254
-1042 -510 1294
-614 -682 -1362
-1114 271 1192
447 -766 310
212 1196 453
-233 1251 -585
-998 -728 927
-495 102 -588
-849 1311 -1230
437 326 -255
-816 -241 182
-1009 -1259 86
-1096 908 1373
-962 -498 -1091
1372 -679 -662
-1396 -128 -796
920 1381 -735
-1269 206 1317
-1018 551 -1267
-1099 -837 -9
416 -1172 1049
1317 -1414 -248
-625 -284 -1346
140 1246 1370
545 932 39
1028 -788 -775
1011 1182 -403
-1146 -826 -661
-826 -1182 -1168
284 -139 462
1316 -573 -1008
-934 -927 389
-783 -23 -147
1325 -47 -676
-111 -888 569
-605 1133 -230
321 -131 -930
-697 -1335 -824
-744 -1107 -233
-1258 754 1076
-916 -937 951
-1196 1052 686
-720 -1302 -966
66 -361 533
655 23 142
729 -1269 -463
931 155 -147
-1401 -709 -922
-582 123 1309
289 -30 624
-505 1232 512
1146 -1155 -973
945 991 509
29 -442 962
-964 -409 47
235 910 -706
-1108 1056 -90
-1122 1152 32
1334 -888 -433
56 -1367 1157
-1172 1327 93
-1381 155 -977
-480 -763 -1360
923 -25 -754
-230 545 102
89 -383 -92
424 -510 764
-1326 687 -398
-156 1365 426
-846 -865 1015
360 -359 -409
861 -1399 94
615 -406 -347
787 263 368
-449 1054 329
-560 1129 -308
4 464 1073
-787 255 78
898 454 1222
-986 -1304 1024
-1271 -1107 -712
-263 -918 -1134
-1124 -883 510
-671 698 941
674 -1275 444
1261 -820 67
-334 487 -1020
1030 -48 -1216
326 -149 318
887 932 928
-25 1373 174
810 126 1038
871 -164 489
769 1239 179
295 844 -585
-1307 -958 1205
-87 208 417
-358 768 678
-45 -1015 1164
-157 268 -1161
-471 -22 -1051
-537 357 -234
-936 1004 -1186
-153 -904 -136
-378 -347 1105
1016 1268 829
-1246 -132 9
1162 1401 824
572 188 -1275
-406 -1021 -737
903 954 1160
-841 -948 -870
87 -362 62
1365 -1002 1382
-770 -867 835
941 1323 -1357
-1162 844 29
-220 1017 -516
585 385 35
1032 566 -1248
-442 -437 -127
602 -1135 779
-1151 126 -72
-535 1404 -1283
259 -903 215
-876 1318 530
-698 -832 1281
-657 1382 490
-248 -156 1024
88 -1087 1260
-96 -1274 -954
634 -784 -1302
845 702 -685
427 -360 -113
1342 1056 -1338
138 231 -192
-244 -1259 567
935 1195 1156
650 459 360
-239 -1283 -788
1036 1298 -1390
-705 435 -1038
-928 -857 -203
-22 1334 1386
-1214 -833 257
-446 -1322 892
149 1311 -116
1083 -386 -1217
844 918 648
982 519 -589
-470 -1132 474
907 -495 317
383 -909 -8
1247 935 -499
-66 -320 207
1033 961 -173
-249 -315 -807
434 -226 872
-658 825 -752
-527 1116 -325
435 -1285 573
-357 472 1027
1331 853 -1299
-475 -1034 255
680 -640 389
-12 -1125 957
784 -825 852
865 329 -544
-1155 -284 1065
462 1090 618
-857 1326 1089
-560 1409 1252
373 -1153 407
1226 117 424
-502 -871 540
-679 137 -538
932 130 239
1350 67 -271
-637 249 -944
-655 253 246
588 896 1365
-1354 -1131 1180
-1007 930 918
822 -549 399
-1148 -405 769
1310 -1364 1096
-469 660 -557
816 1104 -56
-1093 -412 -1387
472 -1229 456
1406 -624 38
817 -532 745
597 -1159 476
229 -586 1333
1379 765 608
776 -821 1370
-844 592 910
665 923 944
-348 -461 -981
-131 -1040 1402
716 508 677
529 -924 -352
194 675 -496
375 -644 -690
402 -646 826
-1388 -454 696
949 31 992
1106 -823 721
-1166 -884 114
-39 839 856
-1260 -203 202
999 -792 412
-868 587 -1013
-551 415 798
309 -74 -331
1043 169 -981
1290 -1124 1247
-1294 -644 -979
952 -1151 -603
784 -13 -2
-938 51 -223
64 1358 -945
356 -241 -1351
-658 1282 670
1296 -879 -722
-6 714 -1152
-1240 -1319 550
1384 -169 546
665 659 673
-507 353 1025
-846 -752 -871
-832 780 380
421 -621 -563
246 -257 1396
-1068 748 1130
924 28 -310
122 667 -367
780 1339 -620
-1105 -412 -1067
-311 1260 126
1328 -1063 1020
-819 891 70
-1020 -757 977
-294 -222 1184
461 1051 -37
-88 1160 -1100
1251 532 128
-1378 -404 1012
-827 1277 -1136
-142 596 -1100
396 342 -1036
-1116 1025 62
-1186 728 1001
1218 854 586
800 -732 -691
423 -118 -985
-613 -581 -767
-115 1254 1142
1037 1113 473
-822 182 -843
1167 1235 -135
-1013 1087 260
-412 -590 382
-28 494 -807
-956 -593 21
727 -587 1246
427 -291 302
1055 1090 -1274
51 1141 -744
304 -368 -54
-256 -902 495
1262 -1246 -236
-703 -711 494
-63 1105 -72
-829 1167 -285
-46 874 108
-989 1407 1070
-408 -522 67
-348 1200 696
-704 -535 -902
1358 -1143 -912
-1266 1191 -217
1126 300 -111
-66 -153 -279
468 -269 1029
-51 -191 -547
-104 -861 781
661 -158 -818
374 337 -197
-1308 763 -906
1373 168 903
1269 -105 -992
75 -68 697
840 1063 1283
11 -795 -1416
817 -1144 1195
-679 -503 -221
-1197 1263 -905
1246 932 551
-92 1264 936
129 -1018 -1062
-1141 -1303 341
-180 -924 -1118
-576 -454 392
1318 -1302 -1008
-498 509 735
1138 1261 -121
221 348 -1026
-615 -513 -267
-620 -723 -1284
-580 -1087 -1180
575 191 -663
1096 -1087 248
384 -1184 -1194
1268 -803 1317
-1012 257 -1040
526 18 -172
-1054 1386 606
-599 -839 -455
-461 -160 -42
-89 394 1371
-471 -938 -1103
517 223 714
1400 -188 891
727 -1108 301
352 786 1404
-380 -25 326
428 -689 46
-1030 672 -186
-1054 -500 -883
970 1217 -600
-762 302 -744
-1197 227 -1304
1189 -224 -657
-1247 15 1023
-883 561 -1370
-21 -1307 771
84 856 -738
392 1239 253
-350 -643 665
1146 888 918
1358 1300 904
809 1 -268
733 -983 -1282
-1351 624 708
-601 301 7
1398 -259 -1090
-885 1326 580
-405 269 981
762 713 240
-1180 1032 -476
-193 -797 -750
143 998 -863
-1214 1179 374
602 -206 -413
72 696 1214
-556 -722 -619
-881 -1123 -1028
-638 -832 627
-1036 -870 -972
974 -444 546
-783 -1289 449
865 912 454
-1018 350 921
932 -751 -1117
654 1288 1038
-416 132 647
1238 -1142 -1256
-428 -1172 -835
-827 -1202 -1196
634 640 -1076
1344 702 940
-1391 1172 -498
1081 602 -25
-1337 -1044 890
-3 -349 -1014
-966 450 -248
-383 -1339 -160
370 -1364 -1238
1237 -1347 241
-1113 -130 -552
956 -587 -1173
-540 1304 38
1090 -1129 509
471 -106 -1077
1100 -875 -1308
469 -220 1221
415 209 22
-1051 -688 981
-761 652 615
641 549 -11
-468 1332 -432
-77 -850 1191
831 -1044 -1091
-1297 -1231 -943
1330 695 -115
-760 -9 -363
-264 -431 160
-160 -98 -350
-783 -692 1416
662 -316 1043
1367 736 -518
-429 366 -95
1013 -1369 539
-973 1357 -290
379 543 -913
1248 726 332
968 1207 -661
1266 -606 609
195 -1317 184
123 -376 141
-105 614 -692
708 592 -1175
-816 -571 379
1034 -1152 -148
1047 -284 1339
904 -157 -59
-96 1018 -203
-614 -1370 367
-364 28 -681
500 744 8
-329 1209 4
-189 1382 1012
-66 -788 1088
12 -1194 205
-110 894 -772
-883 507 228
-416 -925 -732
1142 -1058 552
-935 267 -1136
579 -489 567
1138 668 19
-727 -742 410
269 246 -1340
-688 1219 -1393
1028 523 68
1297 521 786
941 -107 104
568 166 1335
-1111 150 587
462 143 -1150
102 -716 -225
1040 1014 -1065
212 -1282 335
688 -421 1004
227 -330 1102
-55 -1237 1209
-730 1061 1107
273 -115 -255
288 350 1257
-565 972 980
435 1034 1076
-599 -862 1115
-192 -633 1014
1137 -621 -872
172 -51 1230
1219 -1412 -641
1128 1337 307
592 -868 -346
571 1067 728
790 445 619
1111 11 -601
563 414 1382
566 1258 -1275
-1327 710 -162
758 -870 -320
-990 -149 999
-1024 1223 402
1177 -410 1161
1246 836 -771
220 584 67
-907 -1137 1350
187 541 366
-285 1036 -770
-20 424 867
-639 -1091 -1295
-32 630 210
-1375 1325 -680
584 -1189 -1279
-1241 229 1130
909 349 -413
-818 417 412
-919 1209 -111
-164 -1237 -606
-1394 -293 1381
-1210 755 302
1355 1007 1059
1165 1025 -933
-1015 -552 523
-830 -1387 1010
-656 -1095 -964
-225 182 -137
1008 -307 -1395
-337 -1359 -769
-760 41 -1183
-632 97 939
-1055 -1375 1325
-133 -1239 -605
-99 -703 381
230 539 -1032
-833 1359 -1141
-1150 953 -899
1278 65 812
-621 709 -1267
716 -236 553
-930 -1040 1328
302 1412 -1077
1333 -388 -843
713 -448 -1023
-370 -1228 -977
-1062 115 -422
631 -425 -948
-167 -187 -1116
399 -220 -1048
-861 429 -776
-1241 323 1124
60 -583 813
679 1363 979
349 -653 -1361
-889 -923 -225
999 1315 434
828 514 47
-180 1033 527
5 -977 -1384
1391 -52 -36
-1060 -1077 362
-129 -1015 -1224
-405 902 -986
-1226 953 -1301
505 678 -24
-889 -793 -1279
-55 1291 1370
-597 -213 644
-687 151 -856
464 1272 658
-63 -114 -923
601 718 687
-560 -297 -850
1239 935 -1138
-1207 892 1183
-148 -920 -603
-620 -269 1074
1370 -700 464
-212 1248 -883
-630 937 -317
811 -454 -574
-214 466 647
-827 1207 -639
-1314 1403 -986
209 1272 -1055
-398 -951 338
1220 632 1047
-491 479 -52
-640 -617 -271
827 266 -840
-1306 1002 225
-1009 -607 862
-1082 -955 -1226
530 1142 1238
1238 -1115 -1214
-604 650 1173
-627 -351 -518
300 567 -111
1375 -804 -270
-537 -516 -426
951 -528 656
-515 -1285 -900
262 -1386 1060
917 -824 -227
1354 -90 1067
580 -358 -826
-32 445 -1136
-1344 462 -1102
-209 -862 974
1059 875 1169
-1353 1320 -490
-269 -615 -375
48 -452 -312
234 -688 1186
-829 -1372 221
1037 686 1363
1278 833 -757
-286 -371 1286
-609 1083 -1319
-534 -849 -181
-406 -122 -844
-1078 -403 -198
222 390 -111
276 723 -444
-983 -1000 -192
-171 1103 686
-1250 982 -819
848 -1264 434
313 -132 578
506 -999 -472
110 551 1090
833 -826 1259
179 78 -1030
282 546 360
-1369 1334 -324
1196 -330 -514
451 -927 -408
-270 1153 -738
220 -344 915
-158 447 225
715 -269 320
-601 -942 -195
329 -788 1152
300 732 246
852 1174 -54
639 -1164 -663
524 -1271 50
524 -843 1279
1143 714 356
1230 234 865
1398 634 269
-662 -306 -661
-558 -1200 1297
1401 588 1055
-601 -1074 1301
254 292 -873
-1178 -1406 -952
216 -292 1010
-1103 -669 846
-918 1280 -408
121 -988 449
-523 344 -558
-363 -173 -1201
-352 384 1075
953 1034 -18
-1348 1028 -176
-1043 -325 1215
280 1086 488
148 571 -1380
544 1112 515
1134 -83 274
-706 230 -366
-1114 555 -50
905 -659 761
1045 1024 -1408
-987 297 -613
-566 1395 -1172
-589 1001 -849
-351 -559 482
895 79 819
-1367 -113 724
-1366 -731 -957
757 -213 -319
698 -433 -417
-171 1005 29
-1239 271 261
395 -264 336
-1093 457 795
1123 180 320
-435 -868 -788
1201 678 1011
-411 471 645
293 578 -32
-480 145 1134
462 -502 768
-1194 883 -1025
1113 1356 423
1368 -495 542
6 359 1062
-688 974 442
-814 -441 -381
818 -263 -133
-241 1269 1275
-571 336 -770
-1138 -127 703
229 851 1109
-1205 -87 -386
-1229 -267 1043
-1258 356 788
642 1095 -131
-177 -705 -1141
-1001 526 -885
1086 944 -1129
1384 904 -796
-723 1245 -868
-17 -300 723
-1300 -974 395
-425 -208 1291
-400 490 1076
-568 -1390 -1300
1231 -1105 -878
1299 -194 210
-1234 307 312
484 561 -446
-331 -451 1035
-1266 896 -280
785 127 310
-287 -1087 747
-1131 -928 -1022
804 46 -431
251 -1229 -188
-1345 -394 -657
-295 890 -64
467 -213 -1387
233 28 -984
-702 1068 1094
-19 437 -949
1145 -457 -885
-1027 1036 1063
1248 207 -1259
-821 -703 -132
-530 390 -996
-552 -102 -1294
226 634 1177
-1335 -1288 -655
-858 1008 1410
-748 1292 -626
236 1030 -669
-315 1016 -1407
820 280 -229
483 1402 914
1027 -1163 -684
-556 173 -867
-963 -817 1060
-1392 1224 -686
-232 -1183 1191
565 -872 304
-235 -404 1001
697 -239 -794
559 -111 -1064
-202 -735 762
-955 191 -188
-1187 1212 -225
195 1262 -1134
329 -656 102
-295 -1169 1395
-835 -661 876
-1352 -1223 1011
-107 -174 797
-897 -285 -851
1018 -443 -361
1064 349 -677
897 -1049 928
-453 510 -1057
-1260 -513 407
991 -1313 252
-675 821 -1263
-360 1373 -139
-357 -1090 526
-1317 313 218
-908 355 666
1378 -1252 -1165
-1016 -68 -1404
-778 881 927
435 -612 117
1139 -607 869
697 503 -321
-950 -843 -1290
-1377 1104 -1348
915 -127 638
1254 -813 -1316
1276 546 -272
119 -1178 -374
1103 1015 214
621 55 807
-1179 606 -277
-98 -1138 515
1330 126 1164
61 575 1314
-530 580 708
-970 1335 -589
-183 -2 542
993 -1107 898
-1376 542 107
-942 -1307 -992
-39 -704 -1236
797 -1340 1000
1083 -421 1135
-599 -1144 1158
1365 597 1350
-515 992 1083
1208 1409 -117
-813 840 -1380
570 -1188 1127
-969 -422 360
27 168 222
1366 1067 628
-907 607 -468
-393 1403 -706
-672 -1027 1067
-1337 558 559
51 339 93
-762 1357 1140
-1365 -470 -750
257 -1068 -953
554 1249 -520
-877 -1341 4
-499 -1323 -1087
-95 -127 -532
-1037 -738 1406
-357 -840 -778
-507 649 -1199
-340 -1329 -49
320 -545 310
698 -485 -612
-1057 -1176 1150
-782 -1231 -443
1378 -778 21
687 498 -1367
454 1313 510
228 79 504
879 -1024 1161
-553 -779 427
-348 -1325 -1340
-1022 684 243
1225 1068 -1001
-1039 475 1039
1240 -1215 -1305
-213 -815 487
-371 -719 500
-524 -1331 -827
-1182 585 -930
1072 189 -676
122 875 1070
-765 295 -878
-254 -435 -1133
1063 -966 -1183
941 536 -1099
648 740 934
-628 117 237
394 -1184 603
654 752 720
455 -487 142
167 1069 -692
-1240 -45 472
-241 615 -560
979 -1285 -1088
1065 -297 245
-296 -1101 762
84 58 1193
15 -866 1055
1256 718 1170
383 -1125 -1378
-451 593 647
164 137 1088
26 -105 -152
812 57 -956
1093 275 -107
-1201 1090 -222
-280 1158 1218
-282 504 -872
447 614 -851
-1209 -990 306
336 -1261 636
-158 -194 321
958 346 -820
1302 -1049 -828
72 -545 92
684 766 -750
993 -844 333
-588 -1099 -384
-39 -1123 563
-1369 -411 777
-1304 667 818
391 -89 449
797 342 -397
-1302 -693 726
1051 -1005 920
-737 920 240
274 -1236 -1040
248 -1127 972
869 -1184 -842
1124 -605 -953
18 -894 -884
1197 920 231
-428 -1015 -713
-1024 2 -180
-313 -735 796
516 188 182
-1342 -495 -1036
-603 -167 -365
414 1158 328
-1300 739 -99
515 236 1049
-1045 -1065 -463
1003 137 430
-1375 291 1109
796 -1049 -286
481 1293 775
-893 794 229
151 687 -1150
-1143 1254 1316
-1103 -176 132
-896 -946 -498
315 649 -1054
-803 1253 -438
467 -329 875
516 -683 -1390
119 -1352 443
1116 -1322 -577
543 -914 -829
101 700 424
-42 752 -1048
348 -1378 -448
75 88 1066
1289 143 328
358 -749 1375
-454 -478 154
99 892 623
245 1323 1051
787 437 -1362
200 1341 -529
-1378 -653 -997
376 -363 859
-66 -1362 -871
-1266 -659 -219
-748 -1382 -303
1342 -315 -778
1182 801 1260
383 -763 -823
1122 1307 -366
-1342 -1408 -1058
532 553 -960
-610 -234 321
94 -1206 785
-389 -645 -715
249 189 767
1044 239 -1347
-197 735 1273
590 799 909
-1143 -1267 424
1266 354 -538
753 -529 -284
-1269 -367 159
1139 -720 -123
530 642 348
474 -478 -1152
694 455 185
-1316 53 1216
315 -1266 665
-105 -1254 -425
629 -1355 1019
-1023 -802 -82
790 -243 753
-477 -175 334
1006 -937 258
-757 -619 -147
1205 679 -589
853 510 50
726 -542 -713
477 207 -261
410 67 -207
-651 774 784
1303 -579 420
1233 -1402 -712
-376 -378 60
50 -372 29
65 1353 -762
973 -632 1329
1380 -405 -1370
357 -521 853
552 559 -70
37 768 -133
-886 -257 -847
-813 -286 1060
687 1108 1244
548 436 -793
1093 1191 -805
180 -480 -480
-1275 1079 -845
414 -611 720
1135 757 591
22 -967 238
-164 -564 -284
86 -1009 -774
881 1411 -704
-954 44 -908
1008 -665 -1331
1080 1395 913
149 -5 -356
508 -1238 103
912 -39 -935
198 -144 286
-27 -411 -490
1356 -271 -371
609 535 1167
1334 -1413 -709
1248 -347 -317
-1275 1272 1163
-120 247 1141
-1230 -480 -1280
670 -117 -836
45 326 714
946 1024 -79
323 -870 -468
-1081 1205 -64
-224 -1141 841
1118 -636 -72
51 -261 190
1269 -744 577
-1342 -559 1006
-774 -1113 633
-1074 -1368 -1309
-756 314 -246
-1394 1084 -1037
-361 -85 1332
-950 -545 384
-718 -925 -1187
1249 99 -1319
599 -1209 -810
798 544 -714
796 -133 -548
800 -1143 755
-1130 -722 1172
-740 -1008 -202
1186 -976 102
793 1165 -566
958 -949 1364
1094 780 -352
-1126 896 1179
1424 1600
413 1301 1398
-477 -1386 -159
-322 -259 -73
242 -854 -1052
849 -1151 147
-1160 1056 568
659 332 198
1220 -323 662
604 1297 222
-1290 98 1160
768 30 -1288
28 -1070 648
1290 -688 -1277
1372 645 -477
-972 1403 827
1246 433 -1363
544 1297 -233
-1241 258 532
-141 -486 1405
-838 906 1045
-1221 535 1261
-12 1226 534
-919 -338 -1421
1008 435 899
436 1179 21
-1053 1079 -878
547 -1250 1238
-318 -1402 -966
-382 1406 1191
-793 -1414 -398
-379 633 258
-114 655 408
-982 -650 1114
-768 -921 -589
-1245 -488 -577
604 1267 -1421
-1259 -16 -315
-1195 -175 -724
-237 -1237 -1216
1386 -1363 637
-554 852 -75
-300 -522 -862
-1150 862 -1140
-54 76 -590
-492 350 688
733 -376 -1092
1050 1081 611
-1417 1181 -421
-1161 154 -1057
-244 -193 -352
-1042 -1306 618
-659 1363 -733
404 949 -1386
-263 -611 -618
484 -384 133
828 171 335
1274 1054 -1136
260 267 -859
1419 533 -135
