8
712 1600
265 247 381
663 25 -120
275 -261 168
-31 644 631
681 -138 -332
319 228 -151
499 -145 331
685 636 183
-195 -510 707
-495 -528 -49
689 -686 -125
256 -108 -468
-544 644 -605
235 -3 155
-633 518 36
346 -115 -712
-351 441 -182
-130 1 167
265 -688 653
-577 -48 -528
-695 159 458
148 -674 672
682 662 -211
-683 -360 676
-447 -209 -26
666 405 461
253 -645 659
-132 -333 -185
361 362 -658
334 244 -127
477 -638 -374
-451 -220 -102
384 -247 193
-491 -370 681
45 -268 225
101 235 519
-191 709 -459
178 -466 -198
390 567 549
-417 505 -267
-47 142 -284
-99 158 188
428 -526 302
219 303 463
-480 604 647
-643 393 -95
379 -362 -47
-384 342 210
-489 437 -104
510 -459 -154
500 -198 -74
-617 -604 593
-649 -268 202
617 54 431
-484 -474 557
245 335 -708
-157 645 585
113 -672 213
654 -89 193
109 -579 -699
657 417 -231
219 -512 -228
-131 -620 703
491 -197 337
615 -563 -702
-570 107 -32
-291 502 87
497 -679 -483
-12 126 411
55 -568 -639
85 436 294
-532 53 -170
464 72 248
476 -125 -660
334 -398 443
582 -647 -431
-670 -575 -236
207 -648 -628
625 193 -326
-709 -105 -707
-590 -638 -420
-174 -77 388
-169 -377 -92
-63 179 132
-124 -153 96
488 138 -303
-112 -125 -430
-206 187 154
259 295 182
658 536 -524
112 -194 628
344 -227 -56
332 -430 191
698 -295 -359
-208 604 663
-155 41 -620
336 -480 -373
-576 351 414
-677 697 284
-70 -243 188
125 -308 353
241 -94 75
-589 177 -90
-300 -509 -11
-574 286 197
253 364 552
-332 -709 109
-513 -227 -130
57 31 -135
389 -534 -620
-155 529 -668
-106 -546 -207
588 -704 654
-34 274 146
1 -204 -148
630 -358 -400
-183 300 112
-448 193 -39
428 396 -548
-38 -454 -642
-294 -711 -207
14 -206 128
-369 -158 -348
-677 389 -526
-234 -627 -310
-66 -395 -179
268 -410 -698
-353 -330 -311
-510 -38 -36
-246 -165 390
188 156 528
542 -564 -357
-386 101 -50
456 153 -44
-387 -460 -123
-57 -697 -73
-712 209 -617
368 -648 -385
429 173 79
-325 -90 654
528 -241 -228
670 -73 -550
-84 -352 378
-27 -612 -166
-4 -697 -185
-700 190 -499
-138 -460 -506
-330 241 206
-169 -614 393
295 444 288
280 -478 -672
222 -223 -141
304 400 -103
-280 -298 -96
72 70 -519
-324 -712 127
513 145 -181
578 -443 -38
165 -615 442
-532 543 -708
543 353 680
392 398 664
-443 -630 46
390 237 -473
-391 49 -307
-659 -596 -10
184 -199 438
-26 603 702
-159 -333 67
258 147 505
594 -617 424
270 -26 -89
115 -620 698
119 446 147
-514 519 642
410 567 -108
-572 -148 -111
190 310 530
-654 655 -31
279 35 -706
-492 -652 353
-216 484 668
-18 -249 226
607 491 -78
487 128 319
-277 -159 497
-685 -638 -224
401 -156 190
-60 213 307
-608 179 -161
256 656 -503
-285 -73 161
380 -104 -377
155 -136 -261
-446 -145 371
159 686 -53
-265 -420 591
467 89 -158
-229 106 -154
501 284 3
-186 -254 -685
-300 -426 -155
-232 -555 -645
112 -159 -553
702 -634 132
287 -191 -224
-584 -181 -693
-671 -574 -362
374 -430 529
19 -225 -30
-21 -335 305
511 -327 -42
-681 -189 -96
321 237 454
-604 -201 -105
353 -153 -82
538 46 -7
-673 -409 199
-535 389 -583
-99 35 46
516 -673 -88
-427 462 -461
475 290 -474
653 577 302
190 -415 363
104 -408 639
691 -322 385
-327 -638 -298
-232 -31 -588
-10 192 -276
-305 -227 -628
-494 -355 126
335 229 -274
387 -113 -366
419 462 11
132 356 375
-305 -212 -79
-415 660 -560
344 -370 116
-687 -247 257
376 -17 -309
286 249 -513
342 -54 -77
689 -559 704
-214 -598 239
-509 127 376
-318 320 -681
-34 524 453
-712 23 256
-123 199 192
367 513 485
-491 -398 -444
-539 298 -654
291 157 197
512 506 220
-196 55 542
-692 34 19
470 -538 669
21 -208 -336
-453 211 -193
-520 -317 -138
-620 567 408
-450 520 646
-11 -324 511
-641 240 -695
190 -65 595
441 578 166
-494 -235 53
280 138 605
-460 457 -548
-488 323 414
-576 442 -108
362 -183 -153
-573 583 -360
-201 190 -278
39 -549 -46
-280 31 469
603 309 575
-479 359 698
568 291 -3
390 -449 269
374 288 564
-30 312 622
640 -217 85
-593 -539 225
-254 -348 -343
-545 -597 -15
696 235 -222
469 355 -377
411 616 -178
-458 -697 -494
-349 358 -359
235 102 -557
358 709 656
364 -2 -469
195 542 -615
641 464 -92
-21 530 50
257 -347 -381
433 122 178
77 -510 -54
123 -412 -94
-69 152 211
438 6 -131
-111 450 249
-431 519 283
-709 391 -232
108 -81 471
-484 392 309
-545 452 412
-211 -333 270
244 682 -89
-301 461 94
-314 -75 -684
364 660 -526
-65 50 -252
-212 126 -399
53 675 536
-523 593 88
-356 267 170
-168 616 693
-575 -192 -236
318 608 -132
84 466 152
671 -510 329
-640 22 466
574 -100 76
-314 598 -44
-382 310 550
443 661 -406
653 88 -596
709 -651 631
-539 -229 -666
-82 -654 -263
-493 106 -362
660 38 625
541 -392 -106
668 613 276
324 543 -327
129 315 -200
665 87 136
212 -490 637
403 -387 436
431 -252 154
-188 339 -667
-338 656 92
-204 584 254
-612 -1 448
-58 241 -543
-113 233 -648
-496 299 384
574 -641 201
340 661 -591
-559 -313 311
711 158 340
-182 240 -92
230 297 -395
434 566 -495
250 155 584
312 -147 -273
-89 108 -192
85 615 -543
666 -70 -377
-625 688 366
-389 528 -421
-202 269 670
699 159 -381
228 -47 294
565 55 706
396 -684 -146
30 -671 261
-107 189 -112
244 288 59
-58 -585 444
645 630 -106
-671 -1 -119
-204 -312 -19
253 422 -403
-543 -75 87
142 -54 212
-188 -571 -318
-435 135 -521
-235 -104 -159
371 212 -30
446 569 46
94 -373 240
-56 618 -281
168 29 -179
-123 -524 -254
112 177 -357
-359 -8 -533
288 -695 -276
470 712 -1
-625 -360 401
134 -78 -479
315 176 224
-243 349 340
479 666 585
-58 14 504
-480 -632 503
-535 -341 240
-183 -304 -346
341 455 -113
-282 482 689
353 175 56
-706 464 493
-210 296 -496
345 -195 -192
-348 473 -144
623 -273 -68
477 -74 470
316 -294 456
-176 -485 537
-323 -250 -361
505 36 4
100 -162 -254
291 711 -142
-206 -685 416
-276 -297 185
-455 199 478
407 -115 103
-307 -312 32
221 643 33
-620 -129 -413
-336 -509 469
-498 -213 619
-32 11 -603
175 -346 59
-367 216 -419
-640 -191 -429
527 33 142
167 -433 475
658 -563 -651
488 427 297
301 245 -2
-552 -531 20
388 -662 672
-32 -539 244
600 -711 -620
-72 -258 311
-192 -663 -349
-208 635 686
685 236 263
569 -583 -378
470 -406 160
74 256 -211
-552 -70 -96
-90 -63 35
40 -217 -314
65 244 -155
299 129 625
637 -486 201
-690 588 -356
-28 -540 63
-557 -102 -93
293 569 500
265 23 -104
-694 3 248
652 -644 268
-242 309 -546
-600 474 477
-534 424 -482
-321 261 -661
-561 341 -414
553 236 -133
-144 -387 602
549 -557 506
137 -4 693
659 541 -685
-342 -15 221
-415 278 -460
328 -242 94
-707 -338 -494
-397 481 -609
410 -542 83
229 -115 -619
439 -424 -133
-524 -22 -154
-373 278 359
-468 678 -653
-463 -259 -266
-224 637 -318
318 -272 -129
-542 707 641
144 516 577
-362 -195 -546
-405 -605 -704
-551 138 460
93 -426 391
163 466 -233
105 166 -397
-496 -365 139
-546 31 649
505 -626 -246
-571 662 23
596 -416 -199
629 496 -128
356 653 -126
-511 608 -674
237 -360 357
-9 -146 619
406 -29 -406
-706 88 -305
590 -11 448
138 169 440
522 -675 114
-108 663 -159
-681 292 444
696 -602 585
-457 613 -270
-645 85 -58
436 174 605
-558 11 500
-334 550 -482
-676 402 162
-243 472 -343
393 5 672
707 -434 341
-470 -211 627
689 -150 -236
-643 21 524
-226 -395 596
472 -190 358
169 550 -655
490 51 -494
362 635 -646
424 72 -674
-313 696 -175
-21 610 116
-591 -569 585
-295 199 -571
-433 165 -163
146 -590 573
570 369 230
-127 -136 180
280 -456 411
-591 -518 -217
-452 233 -186
172 -230 -597
122 -485 -301
-238 56 -21
-495 -286 -372
-645 -420 207
260 -621 515
312 -162 -627
-103 347 -110
-116 443 397
-335 -128 -382
-570 378 -232
-404 488 495
603 392 -618
471 107 229
442 61 622
485 -266 401
520 -645 -513
-521 141 -140
-83 534 397
711 424 -577
508 263 -453
-376 375 -210
636 623 -634
-302 123 -676
664 -49 501
388 -205 640
500 -438 -13
-534 467 -159
222 -175 492
654 -410 429
-57 288 710
631 -507 592
201 532 -241
711 -498 117
176 257 640
-258 -76 65
254 592 -562
-535 405 -329
-442 -21 165
-35 517 -97
-377 -69 355
4 186 -631
-212 -671 -143
585 339 -609
-497 95 307
-149 -137 -505
-397 -480 -682
-702 348 106
444 -511 -388
-201 458 -191
467 -342 554
-570 69 -483
274 573 7
618 464 -72
-475 283 -231
-661 -616 -395
360 -44 -83
-168 634 -555
288 -280 670
271 -414 131
106 -340 454
-254 112 298
-584 -136 -599
322 -373 444
-187 -533 628
99 457 -176
-212 141 -266
29 287 411
557 605 -511
593 639 -485
-539 628 -233
-622 245 -680
271 -615 -251
-674 188 -711
-456 399 73
386 -408 -654
-312 -203 -489
-120 -358 170
67 -653 500
-251 331 279
447 448 199
-215 -350 639
-193 31 377
-179 -42 682
659 -626 -644
25 596 -356
48 -502 124
-383 679 -48
-600 596 270
-468 689 73
-542 -492 188
193 -502 -419
-373 370 677
27 -137 348
290 138 223
221 -285 407
-438 -211 78
155 -429 21
148 -216 301
316 614 5
-113 -626 -257
52 -70 467
29 510 312
196 412 -414
-657 -686 -190
-150 -636 -20
358 608 219
-39 -664 181
294 438 -607
-130 548 515
-410 -214 573
-300 -674 33
-199 572 10
-628 -584 -91
-303 -93 -41
251 699 -147
-664 -169 -190
562 -125 -644
-583 700 -272
-408 -173 -3
-46 707 468
568 704 -533
-268 -290 -604
-510 -680 -578
292 -233 -382
432 -510 239
-108 -40 -494
-447 456 -393
-316 -301 611
-182 -448 375
193 181 227
40 665 -575
-642 519 348
-76 -602 -26
287 -200 -484
423 75 -449
-410 6 47
-575 -174 -144
201 351 163
62 -158 158
260 -300 6
384 674 669
100 -462 -482
80 612 129
306 -353 -106
-127 83 618
602 -54 -242
-260 -88 524
-441 -276 576
501 480 -240
-255 690 -265
698 -211 309
-451 -705 -516
284 568 358
-391 655 400
-186 -601 -585
-573 -268 -565
-455 385 -537
-267 -317 -601
514 116 -699
673 117 -206
-544 -549 682
217 -164 -187
504 660 112
573 -647 345
-432 66 -229
358 223 360
221 250 389
217 -660 -604
-161 467 445
114 332 -660
441 -218 -108
380 7 617
-326 -446 449
653 -599 217
-497 -686 -660
548 -318 -574
390 -394 98
-250 -254 -287
-509 88 -667
-685 -459 -630
661 399 -702
-564 -88 -172
-172 70 -58
-485 698 -170
-432 634 397
311 -559 -502
95 57 -105
618 -437 -522
-128 79 -562
180 -3 -232
707 -7 167
-596 -212 -232
-591 382 -381
632 479 -326
-253 42 381
-33 596 -570
-564 278 -348
108 -157 357
653 211 196
366 -675 -545
404 -53 129
596 -600 -268
432 614 366
-276 14 -491
-284 -464 688
471 -630 15
202 592 -298
170 -468 -454
235 -665 -184
350 550 632
-486 -483 -606
-630 515 183
-377 -261 -412
626 207 -149
-528 324 -433
-7 -525 -383
517 -233 -211
33 282 -364
-68 -60 411
-32 -335 314
-608 -310 671
-219 -236 512
-7 55 -290
513 -295 -240
112 -305 543
-133 -89 -478
-669 9 287
-676 -302 -26
-691 705 7
-192 -492 531
-516 -596 187
200 -305 -673
-399 -560 394
-644 -89 -639
-483 258 625
-381 21 -389
363 443 380
565 -652 -619
165 563 476
243 -578 87
-608 -199 598
674 417 662
619 -37 588
292 330 -413
-379 -690 -128
488 -581 -221
521 168 -39
99 34 230
681 216 -535
-548 121 487
-57 78 -509
-177 -221 85
401 29 -562
371 20 -642
367 682 -709
-519 81 461
-578 228 603
-550 -379 257
636 -597 115
-2 -16 2
333 -23 405
455 -557 490
613 -184 -163
413 269 450
-424 -198 544
179 -587 367
-472 141 -614
-135 -238 -277
-99 550 96
-702 -688 -150
296 387 -618
55 105 591
72 77 -572
258 -523 -305
692 192 -89
-599 -557 -4
-280 -219 631
-661 -579 514
-320 -643 -478
654 115 -565
-231 519 320
455 -156 688
-540 213 -665
-46 250 -532
-485 587 -127
712 590 -556
-33 240 -84
-6 313 -529
169 355 550
-331 -24 457
472 118 -397
-594 -89 229
635 649 159
-311 -509 -361
-508 379 249
-121 -168 308
-404 -600 166
-657 74 358
312 -384 -370
-324 327 -63
-416 -504 -50
493 -46 680
179 203 -302
221 -19 119
466 515 -198
402 495 222
-197 -113 -266
-93 26 561
461 97 -333
-531 -709 158
-352 -606 -109
239 404 162
-173 646 445
-614 553 -443
114 199 135
-266 529 60
-428 683 -226
387 -60 546
-510 -519 512
617 546 -98
-105 82 -478
134 -33 239
70 557 -227
-242 -69 -165
-276 -653 254
-607 -341 -646
-269 -34 182
-620 23 -373
199 -664 -167
430 96 116
-96 -391 677
301 279 -446
476 233 578
-551 -361 -677
-451 489 -484
-496 49 566
-327 -685 427
438 446 624
697 3 -161
53 -684 -313
-643 395 -337
-278 -301 -499
-436 640 369
417 -361 215
117 -452 -110
-155 398 393
523 -84 -492
-209 -201 -572
-602 437 546
-510 403 -225
-152 -541 161
147 292 -503
309 -220 90
-13 75 -443
410 326 178
302 21 -625
-645 -507 278
121 687 -196
511 -448 -664
239 -418 -40
624 632 354
-138 462 190
668 -679 -233
-183 -316 -550
247 -447 -479
211 -667 -287
-310 -455 78
115 -188 435
-195 218 -392
413 -244 -213
-154 548 119
-281 661 -244
-153 -71 -704
-490 -562 533
471 -608 470
-183 366 195
454 -280 76
210 347 136
-18 183 502
391 -427 83
-132 -285 -560
710 195 152
-345 670 627
420 129 -375
410 -693 38
-92 -352 -212
368 -507 195
-103 603 -131
-57 695 207
-71 -563 -449
521 143 368
10 159 361
-509 -690 -550
556 -34 -436
-408 -335 293
428 -461 -53
-394 -39 694
239 285 -563
394 130 259
-474 330 -520
-685 -455 109
462 203 -203
546 -92 -618
312 -586 -360
-635 259 43
234 -125 -364
-219 -147 593
343 206 666
-378 -200 340
623 -295 644
537 273 -626
-248 -667 -511
-355 -330 -582
551 51 -182
-295 -424 540
-622 231 199
-252 -271 -183
-141 -210 688
-526 -290 667
689 272 -223
287 280 -105
100 638 324
-217 4 444
-294 289 -84
708 -419 -341
556 490 387
-16 59 13
-624 266 -495
254 518 274
-487 155 -361
-572 365 -168
557 -667 190
-184 -392 705
-505 310 -607
599 534 641
-337 221 458
371 -549 445
-424 518 -89
669 355 -281
-328 117 22
-382 416 657
49 -172 -285
-386 583 459
-471 310 377
65 239 684
395 -689 184
38 -328 -460
-378 -168 641
-467 -472 -604
167 260 -694
-604 327 92
331 -691 -366
-604 193 79
-321 84 -159
-433 34 202
-387 -546 -479
515 -436 164
469 389 557
310 618 249
-505 4 263
97 -70 615
-327 624 531
-333 -105 52
216 181 -503
-473 -689 581
56 -376 495
-390 536 -225
-76 182 -328
503 47 -679
66 311 -274
174 -48 422
660 184 -320
-457 253 273
-44 675 668
397 570 564
-605 276 209
-562 -513 -274
477 592 -519
655 152 423
123 -253 -219
-516 329 -361
554 607 -66
-345 122 108
-635 388 445
-129 -217 -479
132 282 -490
175 -309 61
478 174 -447
316 -477 169
608 464 439
-334 -459 681
-341 -60 -370
143 -67 244
-406 -553 303
3 -636 190
-457 660 -188
-558 -388 587
139 -238 634
-281 99 260
58 582 210
-83 124 -683
-21 -512 -398
122 528 -186
-430 -291 -194
-145 598 393
-418 -477 -111
55 139 -391
-585 536 181
-379 508 593
167 -655 -192
-268 12 -297
399 -172 -348
403 456 -369
365 156 486
558 -474 -602
-650 -458 439
177 -128 372
-533 -529 573
189 441 296
476 -436 -437
-463 251 -56
367 333 -322
-345 -203 258
12 459 -593
-696 -112 -28
-518 503 -211
-130 116 527
292 -551 96
-338 -322 29
529 -4 225
458 -86 42
-411 -595 -490
-664 -362 229
326 -299 -381
467 312 -473
-85 22 527
665 -486 688
-624 600 -710
-125 -601 -181
289 -604 288
-181 -708 -407
-186 -432 643
71 354 -631
615 -397 -144
-74 155 138
200 604 220
-602 204 -209
444 -587 -309
652 486 668
-577 596 -101
304 371 -572
-448 125 -270
-446 712 -575
557 -16 695
-694 156 -562
-301 185 -461
-400 141 457
-193 -455 348
46 -152 486
652 297 -269
-528 237 -575
656 -663 -317
465 -611 -274
-424 668 -557
618 -511 -3
-614 -548 -404
5 597 -307
499 -389 488
387 -666 400
572 23 -476
-452 -682 232
-445 -364 438
298 128 169
370 -588 698
-701 -407 -189
-74 -359 -475
551 24 508
-426 -343 -655
-255 386 188
-322 606 -13
115 109 552
463 -469 54
-235 -297 -312
69 -692 -315
534 677 -89
173 409 -463
-279 -90 409
340 -186 -440
-454 -435 207
-37 638 707
-273 -254 624
-374 612 518
26 63 -491
619 -663 -148
-307 334 385
-481 -98 611
-611 260 486
268 551 480
518 -65 280
-658 620 275
-318 247 -515
-436 -665 176
-640 -24 -170
-339 -444 146
-383 -238 479
355 347 -682
434 -75 -381
224 -580 490
383 627 217
689 519 398
351 44 442
167 50 260
163 503 233
-432 473 -200
-154 252 -411
-33 -165 -693
-673 -591 -308
565 -373 95
-46 -74 -231
-162 -459 -79
-198 88 411
-170 444 182
-165 -690 -117
399 600 -548
-226 -698 482
-169 12 673
482 -576 -470
143 -356 558
-709 -489 316
518 240 -317
-709 -603 -620
706 -379 -612
225 -327 -117
459 -31 -391
-272 -591 -178
276 496 221
488 -245 9
-279 -100 242
-75 515 -382
-641 -509 393
43 -256 -332
445 64 -295
-345 -690 -492
536 -391 -432
676 -235 -146
-132 -216 -243
-80 -532 635
236 414 590
341 405 -456
-365 -375 122
166 -191 403
640 108 -588
469 -406 535
-629 -189 -512
609 -425 109
84 671 338
-317 596 -354
-529 -33 -692
-600 259 -5
204 617 -559
-260 225 515
-67 108 669
245 55 567
608 -404 -673
-428 -563 210
240 -619 138
-421 572 385
720 1600
701 -568 -657
-45 630 -630
382 661 535
-115 267 352
-646 -352 387
-311 232 266
-325 394 12
-541 43 -671
-175 409 -251
-638 709 -636
202 -436 -12
-405 -75 618
-36 561 705
-559 -165 96
676 671 118
-107 -622 482
696 -291 -306
-464 -487 290
431 260 151
685 -545 591
484 -295 -484
300 -338 -446
-591 -573 -345
-309 -224 -215
-443 592 -390
-237 -250 -298
-647 -49 -144
35 609 210
-241 -575 461
216 475 -253
250 159 -397
-173 624 -533
520 -208 86
-400 401 -442
-426 -62 -250
476 147 -264
382 186 575
-15 27 -297
-599 511 -402
-124 12 -605
262 -580 670
-327 -388 -610
378 -394 -393
659 127 646
178 -395 112
-700 252 298
-242 154 555
386 576 -176
-661 -217 -174
253 662 10
-614 363 502
112 -516 -133
-289 -6 422
649 -447 -45
586 390 -573
476 -717 378
251 557 594
-152 12 164
197 -545 -39
-567 -692 451
264 -130 -718
-403 -275 82
-61 -584 -88
-338 -600 575
76 128 -124
588 529 147
75 202 -196
38 463 -718
-649 454 352
300 672 -182
670 -9 571
242 649 695
122 -541 294
-404 57 13
-423 -687 -21
15 -121 -140
-671 -345 104
-586 663 -446
-652 -644 502
385 -374 -532
-30 658 -183
361 -400 -311
-605 398 628
519 351 -418
673 62 232
319 23 220
-319 -357 130
-563 -95 29
-26 488 649
-585 -623 553
92 246 568
594 399 300
627 -652 -511
688 -550 667
-154 80 717
487 64 -431
-705 112 320
394 428 -541
452 519 644
-242 4 -493
162 646 185
668 -649 -242
-546 640 -268
681 236 675
627 518 636
-13 -50 80
330 512 21
390 -30 462
503 -301 -212
38 278 -32
-681 279 -152
15 608 -203
40 -471 43
638 345 -657
428 -280 363
40 -304 -580
464 -58 269
508 283 74
-676 -316 -581
-417 503 446
559 -200 126
-83 159 -213
242 480 469
-32 -561 630
163 39 -606
136 514 178
113 295 -138
711 69 -332
88 234 70
-591 -186 273
-214 -287 -367
146 487 258
-633 -461 557
-291 483 379
216 213 235
478 -681 -37
-712 335 173
-150 50 38
103 -232 -139
592 -204 388
-463 -5 10
171 -683 122
109 389 411
699 -334 322
104 -143 149
-120 311 -35
275 -232 292
600 123 33
-151 -595 -11
-351 20 -108
659 -272 219
116 408 -213
-399 40 77
305 -263 12
85 -120 -263
391 -229 81
-127 398 -278
-354 -140 -573
620 542 151
92 -341 498
-86 339 193
-681 645 636
-328 -301 622
-19 -126 -294
-603 586 570
132 704 -521
136 -381 -564
-135 -509 450
-499 217 -712
513 -15 679
461 -565 74
455 192 201
286 114 -63
621 -353 146
619 103 -228
-226 -646 -683
-161 506 242
-264 -137 -298
397 -115 -635
-689 -533 554
603 166 -371
595 -352 -208
-148 555 585
-12 -62 638
258 696 357
272 -15 717
-659 -634 -213
-718 130 307
-559 -699 -18
-331 490 -375
-201 -627 229
-545 451 -181
-510 -358 382
-556 505 -190
361 -95 -384
383 -594 -147
-64 -704 369
-363 -478 53
-707 99 -346
188 -272 672
314 -359 -405
-389 501 672
53 283 401
-401 178 -69
-162 -665 -535
390 -576 -79
-165 -251 513
-588 -230 200
-219 452 -683
194 -469 614
341 628 605
-93 323 -108
-570 -57 581
291 -342 -247
282 15 -174
-625 311 388
55 -105 280
62 384 -143
-679 -288 -468
136 -598 -405
314 -236 -426
-369 80 -287
576 -190 -30
-343 -222 368
707 79 -161
-78 237 458
-47 288 342
706 -691 -311
-533 643 471
66 389 -477
-469 -390 -142
225 -534 -565
-446 -646 235
-669 714 11
455 -274 -376
-453 -245 -616
-140 646 -145
-164 161 181
57 -525 157
-582 201 317
-620 333 583
-614 -150 104
380 441 -616
655 437 8
46 558 540
-639 -70 -333
294 485 514
400 655 -388
-593 521 446
259 484 420
641 -269 -663
75 530 327
-35 -638 -563
606 218 -665
-274 55 -306
-348 24 -484
437 349 31
551 394 38
277 -460 584
588 -246 515
-620 10 -227
