8
1480 1600
-794 -559 691
-177 -1054 1033
752 731 57
973 -821 -326
1152 702 871
623 -1045 1398
361 1376 1041
803 462 157
-116 443 -617
1030 -72 1004
-517 -597 567
-359 981 -1080
-92 -717 -577
1367 899 -788
-1387 976 -1459
-218 -1333 1028
-760 595 -1004
-623 1058 308
-1226 -1046 -757
516 -96 -90
686 286 -1149
-487 1139 -45
702 -64 1326
-1388 -908 330
230 422 947
415 1095 1333
-1225 -942 -887
-1070 1290 -699
-390 530 -250
1436 760 845
1358 807 827
-1303 -547 135
59 1257 336
-537 -1392 -845
-146 1202 -291
52 1014 1125
-1226 328 -1405
-1102 1264 -1266
-868 -1384 1130
109 160 -37
991 -192 -914
-220 -1166 -27
-561 286 307
111 -217 1038
-367 1336 1231
909 -1042 -1108
947 -488 824
437 -466 823
632 -1410 1091
-648 170 -1023
-1373 -286 643
-419 850 -608
1189 -1199 -411
1284 -671 -1069
-1060 -922 1185
447 1248 -1142
1328 -288 934
135 931 -23
123 791 -1197
-1298 -284 -903
1259 140 1162
-1336 -715 -1411
-370 1334 -5
-722 -133 891
1273 646 820
1090 1063 -866
-244 -481 -154
-126 918 -76
-208 -513 502
1283 -952 -1357
442 1432 10
1165 -940 865
1014 -1289 349
1340 -447 -243
-647 -184 -1189
1333 1242 -625
1368 -181 -650
323 405 -711
-1149 940 651
-418 387 -1127
1322 229 -1465
271 168 673
990 -1357 1253
615 -924 -1401
-787 -999 218
600 -479 1358
-1 1281 357
-1177 -1022 263
842 665 758
-736 1093 -1127
1216 717 713
-800 -1189 188
1284 1232 409
-533 -519 -1435
194 78 -1001
-797 -63 1421
-387 -1170 -1305
953 682 -781
389 -1411 -1024
-194 -298 305
446 126 346
-1085 948 -1389
-782 -468 -152
916 -1219 -557
849 938 -1238
-938 199 -1451
-1188 -747 -212
759 -1048 1056
-809 824 -519
-1062 620 1232
-824 33 238
1242 856 640
645 -694 473
-535 1068 1062
375 1169 -1232
-67 -1338 -41
-980 563 -13
-1457 497 354
-1000 843 1161
361 1202 -732
-639 -952 -1268
482 836 -121
112 -1307 372
653 826 469
-1063 -672 -318
1378 868 394
-143 279 -396
1204 -1012 1406
-634 -375 293
-1147 1335 -70
1449 1131 60
-953 367 537
-948 -1349 445
239 -1399 1096
-1276 724 786
-155 1206 1233
-231 -524 1426
-205 897 -501
-15 695 610
-475 81 1051
534 -517 -502
-334 959 -626
-1340 -496 1213
-735 385 538
1327 -1016 -618
-1229 -1316 -286
-671 73 -1384
745 1273 633
-410 787 -166
645 -205 1047
-1250 463 -384
-949 -1199 749
1321 242 -987
-391 -306 228
-1009 320 721
626 -408 1450
1467 82 183
-234 427 284
1004 226 -268
-347 678 -1049
183 -461 654
376 -1125 454
-1213 -1210 -381
1207 -1034 -117
-1048 -513 823
-233 -908 -1334
-1213 -31 218
-630 -1399 -1045
-236 -1231 -111
199 862 1468
589 127 414
-1342 -592 -439
2 -111 82
-958 -756 1399
-65 -502 -1052
431 1101 -729
-1401 -1130 313
246 64 1030
1062 389 -900
1004 -718 -1359
-802 -1184 -288
-1306 -134 1372
405 -1272 132
377 32 181
1062 178 349
30 516 1376
-553 -1209 -952
-867 -222 1097
983 -1296 -148
1006 -110 118
774 1164 -496
-619 760 -1243
1109 147 -1256
-704 -75 -339
739 1353 1003
316 -808 -1098
341 -309 1294
-862 -466 -76
1126 509 20
-1177 1461 216
-1304 -1094 -441
643 -957 -245
580 -1177 696
-436 -1008 1043
-484 1308 -439
506 327 -488
1337 -1116 -786
-401 1260 -253
875 -540 -832
-176 -334 38
-698 -613 -609
-1060 -1270 1080
794 697 1227
1142 42 -947
-943 -32 -1170
54 -363 -1065
-163 -1146 1147
493 -1315 102
484 22 -1424
1078 -629 -232
-678 -391 -421
1378 754 721
841 -316 23
1291 405 -110
-364 -1351 -361
-586 437 -600
-488 1458 795
-227 -1362 -1294
-769 732 56
270 -197 839
-715 1389 -886
-603 -1087 1015
14 -377 -829
715 574 1480
-629 229 -1083
695 -729 1007
791 1352 -1448
-745 -529 607
-1102 995 848
1189 -749 438
933 -633 -1424
791 -1108 264
-1151 -607 -394
-428 305 834
-1345 983 -1001
-1414 -898 -1251
-1086 778 538
418 -1020 1155
1211 1451 823
-232 -1299 -710
441 -910 -1296
-1466 137 38
-888 -73 -1061
368 -318 -10
533 731 349
1202 1299 -1272
1326 -157 -133
1471 -1298 -363
-1114 -805 773
-902 1445 140
1224 -173 -1334
-170 303 958
-39 1150 -425
306 149 -566
682 -708 128
-1333 332 287
850 241 -174
1437 -1192 202
564 -198 1230
-1307 735 -244
809 -538 -524
129 445 -839
443 -1234 919
-790 629 -554
-25 1320 1016
-1205 1386 17
-89 258 -666
1139 -474 917
-1134 348 911
-494 30 1044
653 1372 1239
1068 -1113 -1228
291 509 -1407
26 -1041 633
-286 1376 221
-187 -1398 -767
1134 1241 1260
-459 97 -521
415 -933 1110
-395 -1000 1024
-1154 1195 70
536 -686 741
-1346 -341 -997
1287 824 -30
231 1447 -1086
-594 -693 -1039
-1305 68 235
-135 -367 -1418
1477 1136 -56
464 -418 256
-685 -310 1200
867 1471 367
-869 168 1418
-1200 420 1211
1336 1169 -338
-271 1243 1108
-1355 690 -447
344 824 875
-54 -433 233
1422 -1016 1098
-94 -1014 707
1162 74 -1338
-1406 -922 870
854 484 1390
-1436 462 -71
-62 -990 402
-107 -464 -1203
-745 -560 -739
631 -669 -465
-1342 1391 534
-1110 572 -109
-1159 1036 1028
493 699 183
-163 67 1230
1184 -502 -1215
-649 -407 421
-1051 -1367 123
1262 -262 -1017
52 -317 -110
-1327 -1136 568
1085 154 -462
-204 1252 -1046
941 50 -229
-123 -139 -260
1239 826 1238
501 -78 706
-290 -1316 -589
718 585 -85
506 776 -1044
922 439 -17
-1240 869 799
1448 947 396
-892 -132 -1145
-957 -182 -207
484 354 -868
555 -138 -430
-1399 1367 -192
-1088 -1393 -1230
1364 -1337 1185
-883 -869 -1323
-941 -1227 1033
-869 -41 956
85 523 170
-1461 210 -861
-1364 1048 -212
-75 334 -596
1156 808 -548
-89 1367 1179
-127 464 823
-1124 1058 -1023
-268 -1437 436
554 -937 -330
-1139 -1013 -705
873 938 659
1039 1088 1343
63 92 1094
319 -155 810
-228 1177 -767
1300 1001 -1381
1172 -1145 -752
-604 -192 -155
1411 -1064 1295
1335 -1243 978
1360 969 -1295
-585 406 -136
1322 -631 480
1072 1452 -1151
34 1250 -382
941 1011 -1292
-1476 -1187 -420
1467 348 -586
-855 -483 914
-1061 -826 522
-953 -444 -911
-85 -112 1207
369 1396 617
1346 -1054 -1305
-823 -469 1305
888 -654 -604
-1413 28 241
1014 617 -1285
-802 -131 852
-1115 -362 915
57 -172 -884
744 -93 -1326
-156 1381 -446
1018 -1230 -827
-265 1104 831
-929 -923 -318
-1266 935 -1339
590 1034 -1340
1062 -1339 -95
-1387 81 -582
373 -713 -1074
658 -1312 1395
-839 -1012 -1370
532 -927 -394
1056 -454 316
832 -411 1158
-1039 -704 -651
1325 1210 -1425
-1296 49 573
1079 -394 -30
175 -626 115
219 -139 1169
433 -1472 954
534 1006 479
-1414 1420 1329
1163 -1143 750
214 852 211
-1271 -1141 1222
-72 699 517
1450 -1178 -246
782 447 -909
-850 720 117
-862 1129 -1266
86 1381 331
991 -835 -463
-411 690 -1462
-789 478 -466
-1 1376 -29
-1185 743 -715
-544 467 95
-1332 352 -1304
-361 118 1225
-847 229 -927
1452 -1170 150
-278 -164 1310
1352 884 34
380 388 -1151
1243 767 -725
-1318 1023 -251
176 -635 -1464
787 -324 952
-1389 -242 -1083
-785 -193 -260
-537 -284 891
-418 -345 1244
765 882 697
-1157 -615 355
607 547 -565
157 -1109 1261
-1432 -845 -1437
-467 712 -1336
-1456 -1060 1455
296 -1085 1049
26 -979 -1256
-1474 -210 1465
599 -1458 -1469
139 668 -390
507 -604 1093
-87 -1476 506
-853 478 440
918 980 -337
822 -1184 74
-199 -340 -1400
730 -1020 -809
856 -175 1239
451 -263 319
737 -1388 1383
-1 984 -35
1332 -751 -949
575 119 1376
1449 1297 586
-328 333 -843
-870 -477 -962
1143 -1455 140
1296 -1408 883
834 -907 1299
1204 603 774
-1324 41 1116
871 292 836
-80 -1235 545
-686 479 196
-674 -479 -1371
940 -1396 257
-527 555 -1311
-567 -279 -365
319 1031 -1205
405 -1305 348
-1081 -436 -1186
1052 -210 -788
-671 -316 1045
-274 -1420 -871
-64 -287 1234
-374 -1173 -160
-143 -768 110
-1479 1249 -894
380 1440 -524
-116 330 506
197 1334 393
-1035 1134 -1205
-1141 1326 -464
-152 235 240
-434 407 1256
-1254 -314 698
-667 315 1417
-375 1145 1258
1067 1023 557
810 -510 -730
-765 -1195 -157
-889 933 -579
-327 376 1323
836 1414 397
-366 1473 245
-1024 -803 -81
-60 1252 289
-1024 -1108 1416
-49 -1158 612
787 -973 -1461
877 -766 1478
-205 505 -221
1422 -798 -457
-678 -1027 682
614 1168 421
-776 -766 -1291
201 -1266 824
519 -966 -1287
290 969 -266
97 724 -254
-857 -668 -146
-1435 -301 1407
-34 1050 -1052
1420 -954 839
1017 686 -559
-293 -519 1311
1181 -400 1123
-502 1212 641
598 -601 737
231 -132 -14
1113 643 544
-31 -570 -214
1017 275 -6
30 -1075 599
646 614 1461
723 -194 -362
451 -821 -1259
-366 960 -165
956 1435 -1159
800 1424 -1231
258 1456 1073
612 1188 771
-1410 1319 -338
-1141 -793 1095
-470 -433 536
1056 493 -718
765 509 1082
-1323 671 865
261 1014 1101
1039 -980 -333
629 -1027 995
-892 501 -1153
1080 -390 1400
-708 1415 -1008
1396 1300 392
-262 -858 -214
-630 -587 494
192 33 -1089
222 1022 389
-1281 130 -983
-513 598 -976
725 -486 1050
709 1004 877
-1362 56 10
45 -328 -673
5 439 1174
1377 -778 302
-32 538 1333
883 -1441 -863
-1357 -310 74
759 -479 52
1271 -1034 242
327 771 590
1328 -580 -1021
-1090 -1066 530
1164 -492 755
1422 -183 -293
1020 -18 -156
319 -598 1367
-865 -837 76
801 -206 1162
-1069 730 1424
309 -583 -719
1175 316 596
-167 -30 -319
-796 -165 -245
1210 1345 663
1043 644 190
-612 29 541
691 -700 -1388
375 -1026 322
-1161 595 -541
147 236 1325
602 1134 1149
-1088 -304 -266
-830 -1186 -1024
1373 -776 -281
942 -354 -983
-669 -155 716
-266 -781 -1232
336 -1195 49
-885 -1466 -410
1476 579 980
1208 -124 739
1116 657 539
1028 -345 261
535 610 -210
-1187 1264 -1090
-1180 1056 416
-408 23 -196
40 -1144 452
1276 -699 1150
352 1061 1305
-725 822 636
548 -1157 -829
-1079 163 524
160 -763 972
-1012 357 848
-130 635 1357
650 1476 -1360
-1082 1104 -162
-1173 -346 -1241
609 349 -1076
613 1128 1079
1275 1350 1290
-470 -890 -585
1094 -1035 -379
393 538 676
564 -1092 -43
735 -1399 764
1419 -1422 1251
684 377 1278
987 455 902
1299 907 -805
-1086 1139 -190
1475 -1014 -219
-427 -270 960
-1091 1086 1348
697 -1466 -1343
-1126 1081 -343
-270 -828 -66
-1279 -492 -766
-841 -979 1423
-1464 269 -1201
-438 1459 -262
-479 -194 619
1418 -1140 1227
-729 1049 241
-263 -1278 -33
1330 1120 636
1168 1430 -364
-394 -35 842
452 154 -551
-1461 -147 -775
-973 -1094 834
329 -894 -1399
-954 920 -322
445 800 408
-106 -1417 745
13 -234 1118
240 -1072 732
-733 -1169 1474
-236 -90 -1147
541 -1021 1331
861 -1445 1216
427 1220 1255
-939 -1387 -418
-201 -1373 -120
1122 -1329 -431
-687 320 1223
1324 399 718
-1031 294 315
1088 78 -731
-669 265 -1112
63 1232 121
1371 -1300 353
1066 1324 154
-680 167 879
1419 -1003 1167
-168 -597 170
-146 169 -1190
447 -1065 660
-624 388 -250
-142 1164 589
871 195 -1196
-1325 177 785
-794 -669 712
796 -136 699
473 -451 -343
-755 1090 -108
537 -819 1443
1036 79 118
1023 896 -176
-598 703 821
1095 1176 539
743 -1408 -839
-695 700 -841
-1038 -234 620
-929 1066 406
-893 -62 -744
-1272 910 289
-1063 244 -1257
1404 -1458 -617
1190 -62 1425
-630 -163 -139
-1134 -1327 -1256
685 241 -611
859 21 -70
856 -1214 826
-621 -568 -41
957 -1304 -797
-1444 1093 -532
-344 835 -1193
209 942 352
1232 618 -851
1199 142 -867
1055 -1111 -1081
530 283 866
657 248 -837
373 -557 429
669 -127 199
784 -342 92
623 248 326
-38 1321 -588
-1161 -944 -267
552 -367 208
882 -343 1451
352 151 -1452
-1185 -1123 -628
-1109 -1216 -1359
-846 48 -612
-257 892 -171
856 1411 427
911 -329 -518
-1249 -395 -1461
-446 541 -1300
349 -805 -90
705 -1393 1040
-984 222 339
1179 -342 78
1295 -811 -292
1335 1017 794
-735 -818 -1243
-476 1217 -851
-391 1024 682
215 1468 1158
-1466 -437 644
409 -367 256
90 -435 464
973 -1076 978
-1428 -725 301
-1048 -956 -1422
-659 -1261 324
1382 404 1139
653 -873 595
-409 766 -318
222 -1019 326
1052 661 -766
1285 -243 -291
-377 -1186 -653
-284 -464 403
239 -1145 706
-705 -252 545
481 673 -620
1423 -318 1219
1043 1340 -441
876 -1185 -464
1356 602 -1035
897 -247 -1359
563 1368 -595
1018 853 -965
506 141 -413
-1349 -423 1037
-1277 1303 402
308 -1341 163
957 586 -1179
-164 -1312 774
-817 239 -875
-814 -517 -1429
686 874 364
503 -241 477
498 -1428 -1187
281 -564 -1393
677 -561 589
1228 -887 -167
137 107 1050
172 114 -795
-695 1111 963
495 -449 291
-680 436 643
1372 61 1444
304 -151 125
-1410 1398 1366
-669 -470 -1429
-371 1221 763
-532 738 502
-434 391 -1020
-1438 1304 -1359
-361 -934 1401
-818 1330 972
124 -708 -1471
-1461 507 -123
1106 -1024 -994
892 -951 -844
1392 -463 -1292
-887 744 -669
1228 -907 -754
596 1230 -1447
497 -891 1062
150 1069 1324
-1213 -1244 311
278 450 -843
1192 -639 128
-1007 1099 974
204 -751 316
1306 -905 -225
545 1000 -359
-1256 169 482
-402 -716 1050
-986 375 -441
1245 567 -631
155 1345 970
710 416 311
960 -479 -381
-702 -1363 1207
-388 289 210
-170 900 1326
1004 764 778
-340 859 -1463
-20 -940 609
-14 -570 -865
1396 -1151 -400
-296 -1409 -645
-764 285 430
-1477 907 860
879 512 86
742 1273 -1300
24 1428 837
-1375 812 589
-1321 928 -410
-111 895 640
233 1017 -739
423 1396 639
231 -120 -306
-285 -679 1260
724 517 -1087
-72 582 495
-703 1164 -1303
46 25 -1150
390 289 1351
322 -321 1420
-1289 -1250 1384
722 607 -537
-273 -155 1201
-1218 1101 -924
-26 17 352
-73 988 1131
-1470 -120 984
1065 1036 -1432
-654 28 -598
663 246 590
-937 118 1088
-862 590 1269
-260 982 138
582 -154 -621
1002 745 -95
760 897 290
735 -1271 -527
-707 -862 701
1173 923 -1343
404 -498 695
1057 509 876
-1279 79 -258
779 -676 -1317
1009 742 -1013
386 28 937
306 -32 -505
-475 1105 851
-1072 1135 40
-771 -1174 425
882 -579 1259
689 1336 278
986 916 783
-1429 -883 1327
-267 -1027 -1188
1353 185 926
-1266 -837 1041
-697 -407 -721
-725 -783 997
1105 1144 -739
-482 973 -732
555 1405 89
-288 1428 737
1406 19 937
-139 -1066 -1160
-1474 -303 -956
-80 -592 327
1367 -1016 -491
162 784 1269
-1478 699 787
-679 -730 -765
916 -452 1123
572 -214 -353
-688 -713 883
650 656 725
1364 807 -747
-895 1415 -72
-1066 1231 1271
-144 489 -28
26 932 -434
-1295 1257 1385
-729 -939 154
-1222 978 -934
-150 -564 -865
1288 -1096 1410
1323 -550 -437
217 263 663
-1 1064 695
-875 50 578
-1034 52 873
1113 -1016 93
542 -1446 1073
1205 962 956
100 369 247
-638 -283 376
370 710 -93
296 -1381 1129
290 -356 505
-144 428 -124
-1365 193 623
-919 499 1142
-85 -96 -270
1427 -688 -1330
-972 185 316
604 -962 1124
-492 -1272 -391
-556 -222 1300
713 -1085 -800
766 -214 1215
-353 -72 -268
-1048 -747 -731
1043 34 348
1001 -213 -1155
610 952 -412
-366 664 475
1391 -1422 -1257
255 1421 -1460
-287 -1180 1428
-1316 -1451 1148
797 -1097 894
-1240 1459 -1086
-1340 298 -368
649 822 -1
1456 -415 -979
-912 722 -1478
1327 -557 800
-513 1004 1254
1203 97 920
-1074 1187 1476
-1106 264 1154
115 -1370 597
-78 877 528
-1009 496 -1041
-1187 110 507
1029 -749 -1136
1301 1194 -509
1371 -1389 268
-1011 545 377
-1272 685 1453
1283 922 88
-547 -214 1029
526 338 357
-866 687 799
314 -464 -379
-874 -1445 401
-748 1353 1125
167 -1372 -1162
426 -819 827
176 -1018 -140
1080 243 -1094
556 502 1435
-1406 1361 -355
-130 -863 1260
-705 -579 627
329 364 836
589 -139 1047
-443 1107 73
-1296 256 1059
410 682 -62
-254 1022 378
563 -704 33
86 258 -173
-1322 -1474 1319
-1112 -1126 554
1162 -88 -1064
-756 699 257
516 -776 -390
-869 840 1321
911 930 -795
-1459 -454 -190
89 1064 -1154
-227 365 940
1389 196 -778
-395 623 29
-895 -626 -130
-841 -1177 -1329
483 -1233 1396
616 891 -312
755 -311 -762
1467 -476 -351
1331 34 -161
-69 -695 -58
546 1018 -1349
1288 -840 -121
-854 -1265 -1010
-945 556 -610
30 -1456 525
-1294 -96 237
-1236 970 -90
1051 -421 1127
933 14 847
1164 186 1293
-770 639 96
-881 431 412
83 606 -1263
-170 1024 1344
1440 -571 1480
-497 -297 -1063
102 -1068 -421
-1297 -413 -1352
231 -969 1384
318 -321 1277
-267 -246 740
735 -1409 -1227
802 -386 1238
-178 -451 -1104
-25 45 -349
-863 1277 897
1419 1427 -525
-1200 -790 -1419
795 -1187 1100
468 821 -408
560 539 763
761 221 123
1057 769 -670
190 865 -1192
-382 -1460 1002
-669 1123 -929
-502 -47 -118
-396 1440 -958
-335 92 1230
912 -806 -1285
635 -726 385
840 -546 550
1132 -111 29
-886 220 -1479
1478 -347 -1226
1220 -322 -335
-837 -1131 1156
-1227 1458 1250
772 1201 -1111
-674 -30 1045
-115 1394 -544
-731 -973 481
1353 -1395 -661
970 -433 1346
-1424 1120 22
1434 166 -880
-715 -473 -1134
-920 -464 -920
1197 1459 -785
544 -457 -417
-380 509 -1005
-49 1372 -289
443 -168 -605
1002 1463 -802
1199 391 -378
-63 721 -1151
-736 1281 -570
970 938 1105
-474 271 -818
-548 85 564
257 940 376
-1312 714 87
-369 477 1250
1186 33 -696
342 -1151 -549
302 886 -397
225 -958 -1283
-94 -568 1300
-1268 -1143 -28
76 1046 -1156
-937 180 -924
1366 -862 -221
-502 1228 38
1001 -779 -1179
1 954 -1385
-1296 -1118 1448
-1205 -1421 -1097
610 796 845
-886 459 -456
-52 1171 -847
-645 -1353 409
266 235 -281
162 1135 539
807 -76 762
-167 945 44
622 260 1190
-725 -129 1014
-254 37 -1362
224 -550 620
-280 340 -444
425 212 -239
1035 -1460 -266
718 -1321 535
-523 162 592
1185 71 1265
924 636 1279
119 978 622
-251 -740 1390
1421 1100 738
-1048 -529 -1063
1029 208 718
1113 -1066 459
-1247 -1007 398
468 663 -155
-836 -1364 595
-208 596 1080
-351 982 688
1219 642 -259
-403 -303 -544
-425 -1436 -1405
1443 -1110 1019
891 138 -144
-199 -1002 -532
-558 -804 591
-158 -506 1150
-312 -1039 -1415
663 -169 614
180 635 -582
233 851 605
-187 1373 1285
1417 1039 544
1237 788 -1395
-919 1327 841
597 428 -1312
1071 1158 -696
-939 -529 1189
1095 949 -987
1136 -341 1129
23 -924 -549
-1438 -1160 -93
-890 1477 -380
-489 -1122 -1257
-383 -1079 1210
-1200 1201 1041
1238 -715 468
-295 -1129 794
119 1299 -853
571 -631 -1184
-328 -1203 -941
-26 17 779
1332 -618 937
803 1285 1069
602 12 -909
522 -894 187
-1249 -936 255
-650 680 -929
-739 1275 -1210
1182 360 562
-575 628 527
1206 780 975
498 114 -300
-1036 173 -814
957 -394 -492
-1225 -746 1063
-21 -757 611
-883 1103 -330
9 -114 -562
-939 -1379 -662
814 -669 108
-423 810 953
-109 412 195
-1341 15 -796
-1393 5 -1205
-1351 -564 -843
142 1177 -1061
-243 -559 1416
-259 -156 -1426
710 1162 -1083
1405 1279 -783
-1342 -136 451
891 -762 -161
509 -1291 1207
594 -621 -1062
828 -971 -565
535 -31 -113
1454 747 -934
-733 -295 1364
-600 -502 -986
-1341 -1374 928
-211 -940 1007
1287 648 -966
-898 1229 -631
-585 453 585
-606 418 -239
606 -1238 836
-346 1138 -249
1005 808 -744
-365 -675 1336
-137 1041 -371
-1253 -204 1437
398 -777 -462
-1270 -1418 -1135
-1226 980 -333
-500 -1150 1367
651 -1262 70
864 619 -491
-316 -72 -1289
199 620 -40
780 -728 -1296
991 -70 -339
-443 1236 -901
1207 -1005 -212
466 1278 1192
1401 -210 -1214
-125 -1364 -583
-1030 607 -1041
1264 -848 445
-171 -252 -1365
-604 453 -605
972 -786 -1236
-1246 -1405 706
603 -306 -98
-604 -374 1080
960 930 1011
-246 1071 -1134
-999 1255 -700
1300 1075 664
-226 972 -345
-414 517 1226
-895 702 -494
1052 -1239 -387
927 -1186 -1139
-75 1217 -329
635 -405 244
-794 -1375 -1084
-1068 664 993
-553 -297 -545
-892 761 -3
-239 234 938
1206 -807 -1182
-1101 -548 157
-55 -1338 810
995 1398 842
-1232 1016 -92
-157 -1334 -225
-370 1309 -10
-712 -469 1238
856 474 -1121
-148 -21 -1371
244 -342 79
1389 216 -371
-351 -359 384
374 -1399 734
-1363 -1051 -529
521 -1420 1148
-154 -610 -1194
936 1159 -1325
-771 -1145 -980
652 -373 -743
-263 1190 372
1322 869 -1398
157 1200 583
464 266 -1224
1389 1062 -988
910 1273 1457
862 -812 -175
-791 -969 1042
415 -1051 1365
-604 -873 -213
-1466 -612 -1195
1097 -1465 -74
855 -968 356
-375 -282 -676
146 -408 -4
283 142 -378
63 105 1067
417 -309 1101
36 -923 133
210 1087 -794
242 293 656
1221 -1093 -986
363 1470 -1320
747 1038 94
-910 -226 307
871 31 -327
-1055 -80 -1226
63 -1427 -1095
-592 149 988
363 -343 -1231
145 -1329 -1142
-806 -1244 -278
-322 1279 -323
-1307 -477 1466
1088 1025 -449
620 1350 -191
-1164 -1261 962
7 -806 -446
1034 -1362 -908
1229 1477 -393
1197 201 -295
-445 -126 496
1376 875 490
-396 -1452 190
-1309 -963 146
1277 -528 1414
-841 -714 210
467 -676 1352
587 -1378 1154
-810 487 -1283
927 -654 366
-268 -964 1215
-601 -140 -781
-1009 790 620
1020 316 -774
-1466 -1259 70
-1473 -86 -852
-80 -817 987
397 -446 97
-249 969 226
895 -132 607
1477 -1305 1367
36 429 1110
-1144 160 92
1449 1095 1113
-153 161 -291
1462 459 -296
-475 -330 346
470 -495 493
-1283 1268 1114
504 -997 1171
-275 -1041 752
597 -1471 -83
1177 -556 641
190 464 -744
1064 -1203 -19
-266 1227 -833
317 -737 -213
-1084 -557 572
-127 -475 407
777 127 -615
-1253 -1410 793
-1414 -764 391
1 1056 371
-98 757 -291
-404 1366 724
822 -861 -793
707 -616 768
1381 1371 6
-120 -830 1066
-1326 860 1170
-911 -719 625
-1397 1401 -170
-115 -1209 812
-420 753 901
454 146 1227
-1007 960 -1296
1342 445 194
-503 -1348 178
-728 -854 1272
-376 117 10
-1115 643 554
-826 -413 -583
569 -202 -509
-1322 -698 471
881 1201 841
-807 -1130 842
-668 -83 -528
-1456 -1382 -917
-1406 818 1109
-919 1431 413
-280 1403 897
735 -1310 1156
-752 -331 1020
1130 1447 884
849 -50 870
1290 1317 836
-19 -439 343
-421 -263 1
1488 1600
-1415 -1016 -1299
-1394 -1485 1314
274 -919 -359
-1410 -132 -1471
-1001 644 -465
171 1397 -48
760 797 -718
-558 1257 1054
587 888 -1092
-1467 517 -92
252 520 591
251 -575 -314
-885 480 -1121
-342 177 663
765 580 -217
156 -1065 1014
98 -883 -1074
-1109 -1087 1151
192 -1034 639
452 1337 1155
157 1019 201
-1082 -262 -934
149 -1144 575
-678 -1442 -996
-1179 -414 1233
-1157 1053 1360
-1289 -236 191
-645 1170 -839
165 -885 951
563 976 -1408
-630 1208 599
-789 1202 940
439 418 -1481
-371 374 -970
-550 901 1429
-1207 -955 312
-1408 -680 1055
-726 -883 926
21 819 -1376
-1431 884 -1176
657 -1174 -924
-50 874 -619
-409 -1401 -348
-873 -117 927
