8
1032 1600
-11 -511 -809
555 1001 533
-586 693 473
-31 283 -406
-918 594 475
-231 -63 -648
162 775 36
1001 993 126
-628 -386 -908
-649 -260 918
-22 -173 -56
-186 1007 -404
-54 -211 754
-761 -936 322
-26 461 95
-304 18 -805
823 -251 -556
917 302 34
-944 864 26
-869 -885 -431
817 -578 833
-80 104 -932
-743 879 -484
14 416 267
-905 432 579
479 804 -863
-135 670 39
593 -200 554
-461 -514 985
131 -206 47
372 -260 -674
-465 -1018 -580
-886 -733 452
-479 -570 -194
410 664 -370
570 499 659
-538 446 -47
552 -436 693
935 -808 -345
688 -214 -219
-204 721 -334
873 44 721
-145 -461 916
-497 771 -538
3 -593 -731
-938 -880 -16
1004 -133 -171
222 899 1010
84 486 -809
-37 361 162
-293 -438 -929
-450 383 126
-301 520 -384
89 -173 -1008
660 869 636
141 913 -934
-169 680 308
787 951 665
-206 -340 -288
566 -240 -700
-544 121 -231
-618 990 377
248 -1030 26
842 -962 618
-753 67 1010
-840 120 408
-76 -430 -669
-181 406 966
-410 695 -678
737 528 -878
1006 -987 -981
330 -146 -328
-922 -940 -87
115 -334 -765
-307 -684 -589
-305 147 121
214 880 115
-136 -194 342
593 556 -16
973 -108 -459
-703 73 -866
784 -604 587
825 -747 227
-84 -276 -559
742 -838 422
1019 510 1020
574 -911 860
523 427 596
-785 -499 -955
-141 943 297
-578 -992 615
-74 760 275
-521 1015 -756
-43 155 154
623 -969 -270
-991 354 -220
817 175 -676
766 83 547
-984 -90 -358
-310 694 185
-598 -632 976
-698 -278 1001
829 1013 505
550 -598 967
-829 1028 -735
704 279 827
-795 667 772
-626 -17 -780
-218 1006 200
-706 455 -1
352 240 974
-373 -870 -701
-711 213 202
340 -472 -887
874 -516 -34
18 559 657
-375 812 -964
895 -231 -227
-254 -132 756
-626 -1000 -323
141 -836 -680
-244 -546 739
449 278 -931
-815 -809 -537
-289 377 -528
166 660 967
840 -84 882
385 482 -591
-834 814 -150
-55 -484 194
-756 491 497
-252 863 -387
819 -532 -149
625 156 365
414 -104 -589
-934 725 -407
-406 -531 175
204 -211 -58
-348 1010 178
-623 758 -223
-130 835 -431
-691 809 -628
-236 -359 -111
-665 979 -739
-705 641 188
-883 708 644
174 873 955
295 -479 653
858 975 -430
-656 -945 -704
703 -785 826
-581 297 -518
846 564 826
-467 -865 -697
-389 -574 169
-602 -694 529
-79 560 -74
-791 -650 541
390 -45 -1026
-484 -1 -218
-285 -330 -275
386 -293 466
415 -242 -662
243 -395 -125
338 -778 -759
484 -747 -493
-81 935 -382
-390 -372 978
-49 425 1018
-65 -692 549
-897 -697 463
156 -180 248
-235 -298 -316
-531 -631 682
353 706 -439
-46 -561 326
-724 -309 158
929 984 805
743 -515 870
-845 -742 -617
1030 -11 622
-690 998 987
330 -343 -600
-640 240 108
-96 1017 760
-210 -426 480
377 83 814
192 949 -605
786 81 -387
-894 426 -842
129 608 132
410 141 495
75 -77 -539
-420 578 -3
810 -260 127
-855 -727 -293
295 -137 358
-1011 794 346
-36 -772 32
327 325 -917
-532 -87 -887
325 -610 -514
-396 -758 -271
674 -957 -254
-942 -395 -279
615 -155 -339
348 -579 -272
529 -223 107
-9 -502 480
632 889 372
-617 -202 544
716 136 -278
1026 -864 87
-565 65 -163
896 776 321
826 987 -567
949 544 702
-599 952 325
1031 -1004 972
-155 686 650
918 -297 729
561 709 -238
564 -879 -514
192 731 67
421 244 -424
542 115 554
576 -299 106
540 460 -505
-118 480 266
-466 -261 -365
-417 193 648
-986 -858 69
235 73 328
-931 250 868
-345 -407 4
742 56 797
753 442 242
-383 -607 165
374 186 -972
178 -501 596
511 279 -847
-348 96 -835
333 860 912
206 627 -400
768 962 780
-527 -452 7
657 390 -706
106 -493 867
995 560 299
383 948 245
814 -785 604
690 -406 658
134 -837 270
903 255 -657
-102 -989 -44
-895 308 557
62 -743 757
344 1024 336
218 334 -937
633 966 -502
1020 409 -538
717 -916 475
-65 974 -375
-85 369 217
-442 491 -97
1007 46 79
-512 844 -828
3 822 -362
435 810 -876
972 618 427
-274 818 -419
667 599 -66
206 428 -167
795 -102 -1008
-26 -43 166
-617 -610 794
-611 751 516
205 341 216
906 822 -645
-896 -207 -718
-979 23 -389
904 -447 -460
891 -80 182
-963 1031 646
-123 399 634
848 646 -290
95 284 473
-365 -633 412
-901 -263 -910
-1022 135 -626
52 731 922
-598 -914 121
-846 -419 -119
101 -279 466
473 -495 -982
-543 468 -413
-966 -676 -77
-626 -163 -769
-949 998 -202
-369 -281 -802
-1017 -423 768
357 -860 -528
321 -716 -653
-675 231 -496
-344 -341 849
-934 -427 -718
-609 813 949
668 -208 -400
1011 106 -144
399 -304 534
657 217 -167
-756 782 600
-297 996 -180
-325 719 242
-682 50 -373
-104 -487 -279
717 618 940
-636 -1006 -416
-178 -310 -565
779 391 309
8 -548 727
10 697 -91
719 925 534
-306 -462 -836
-796 376 -405
219 85 375
164 -750 801
370 -564 -72
-1030 272 -553
-327 347 -505
453 -189 74
-623 -863 856
-183 30 321
898 -477 -732
703 -949 675
-532 -196 -1014
115 966 -393
93 661 626
220 456 650
-1030 -1005 474
-984 966 -474
-440 -436 -313
160 -466 -912
517 277 377
-278 -1002 -683
-519 -497 -988
-903 -490 654
-686 427 -120
480 -855 -599
-252 288 739
953 -15 1008
-433 9 57
-631 -973 795
409 -347 143
885 502 927
-572 -440 427
-947 107 -177
929 -69 188
-136 871 59
-472 979 509
635 -921 528
167 -92 -11
-309 988 991
-705 -376 -867
384 -292 348
-930 -831 -569
-633 589 25
-136 746 294
38 -918 -479
-16 -122 -65
-370 541 519
-474 -854 -511
392 436 859
-625 -557 749
1000 -215 772
-133 481 -819
269 -953 -615
703 -527 -1008
101 -600 314
767 480 -474
204 875 382
399 905 -388
306 778 933
841 -938 -328
-42 -170 320
952 -401 -66
-926 -594 428
598 -542 183
-498 963 910
-447 -369 -239
-658 219 639
801 405 -1005
443 128 433
697 -1032 -732
-83 390 -371
-336 -11 145
-977 935 -446
-724 -945 429
-830 -538 800
763 -246 53
732 623 896
-514 992 44
-832 -160 -218
-942 -490 753
649 -672 -157
477 -32 -88
448 539 -474
938 -720 407
425 -813 -112
358 -215 476
344 565 -586
-589 94 -1002
-539 1032 -444
886 -438 -920
193 -229 577
568 -353 -111
108 -347 -39
-620 944 -50
-980 847 160
277 849 -322
-665 609 905
568 763 -243
-777 535 -1015
442 -616 -875
-1010 480 -391
-785 348 -80
-13 103 -485
516 -422 233
460 -494 -689
827 -695 574
-704 541 595
393 157 -235
-660 -236 -193
-433 136 -629
692 -376 1012
-255 15 750
360 651 -352
738 -121 151
858 252 -396
-537 -209 -905
670 902 718
-645 714 -371
-709 256 760
-461 -700 -806
-853 468 809
-724 105 544
969 30 865
-694 565 845
341 1016 -803
827 -262 513
441 120 -214
470 -318 -287
569 -498 394
-284 199 713
942 508 691
-124 -685 195
-423 1007 725
-771 -860 -998
314 659 -188
-277 -889 896
-483 -121 853
-793 -650 214
271 -179 199
-526 -558 403
754 543 -730
-495 753 -20
494 678 -966
-704 -543 1018
-931 116 227
-275 67 -4
-331 635 21
-276 1011 -946
1016 256 364
857 673 -854
-909 -612 -81
-305 -552 -849
-558 -665 694
826 -792 613
-306 926 -36
440 208 -106
-912 -266 -597
-879 290 577
240 -954 -628
691 -847 412
-7 235 1
347 -1008 966
-771 913 -920
225 2 -368
296 -881 840
45 -274 -843
679 854 -788
-553 -25 526
-283 -670 427
227 -299 -210
824 512 575
577 192 -877
-784 -484 -120
-618 -472 734
208 -29 600
-177 763 -814
369 339 11
-392 230 38
117 -43 -64
248 118 769
-592 99 -895
1027 434 330
-974 372 -929
817 -578 1009
-260 -849 -312
-186 -770 -258
-817 -322 -278
608 1029 843
67 99 -575
8 356 -582
213 441 -399
555 218 -78
-965 837 -587
784 -562 -140
832 591 218
-993 283 -144
497 426 -254
-254 -145 44
-943 -453 -813
-705 510 -11
-35 -497 -675
-92 -596 -348
-395 -121 -962
-646 52 -19
107 -158 -689
897 -39 -716
993 -117 -216
-968 -943 -775
765 562 486
-81 461 729
358 564 99
-567 -438 500
-595 -627 377
-48 646 944
-684 708 -1011
-862 476 6
-621 -1006 269
1022 944 843
-35 443 -727
-18 -132 -195
-79 596 -755
291 -133 1023
-979 -129 -51
-64 842 -580
839 573 -881
-100 -105 -651
-502 -543 88
8 -806 -437
654 459 -811
-585 861 67
-215 293 782
-315 -987 -751
-60 -106 759
10 485 350
-678 409 129
-781 -127 -581
-704 100 45
-511 -236 787
832 -740 -1024
-22 -503 120
-848 -185 766
504 -677 -897
445 24 949
-11 -560 -190
759 -956 -33
-253 374 426
751 436 143
-928 217 851
747 -265 762
-973 485 409
103 517 -371
-841 -680 -210
-291 -984 463
841 684 293
998 -873 270
466 656 -558
-392 -129 -98
-705 647 -562
642 -799 -856
-80 956 -907
-176 718 -321
27 462 339
-152 -443 37
774 513 723
-713 -243 589
981 642 -973
843 -142 -561
355 -239 439
-111 982 574
-865 -348 337
-957 596 -258
-185 -97 -450
393 -210 -303
-747 -660 -624
-198 68 533
-469 207 153
-89 -326 -666
962 887 -596
-686 1030 779
113 -62 -457
498 -984 1010
-55 -966 91
-714 371 -510
91 998 -153
232 347 347
333 261 -681
913 48 -702
-390 258 -308
257 93 2
-385 -97 1032
850 -418 -688
-52 -843 -213
667 -494 -131
954 -889 -693
-950 -719 652
-796 884 -490
346 954 -398
954 -640 744
-26 610 62
874 961 95
-854 776 198
-134 157 162
377 255 -785
776 186 1026
937 -222 -480
182 -19 484
354 749 -696
983 551 -263
-10 -156 1028
10 -12 972
-981 -1000 -809
-818 778 -530
-758 760 96
-1009 -37 -854
-434 324 -600
-658 -95 621
-533 -57 760
-369 -653 -788
-207 -123 -883
831 27 284
-454 763 464
-557 358 871
454 -342 659
-697 142 683
164 -908 -668
1018 -952 694
748 -268 -762
-558 655 414
3 -746 -223
-125 533 -905
796 1 -623
-271 429 -821
-680 989 -691
245 719 229
-58 -988 -875
177 -346 -399
-855 -522 -835
-925 -649 -545
548 -380 -158
1001 793 -33
455 724 851
877 -315 -604
-593 835 -622
267 -476 90
1022 -317 -990
-86 -555 47
661 -67 865
-38 -835 -761
985 -754 602
-701 30 931
22 -583 797
73 325 -277
5 164 -352
838 -937 -641
-47 -291 -613
84 -566 310
259 -742 -959
-218 -763 196
-978 1021 386
549 -1024 -702
-963 309 -68
-789 498 58
199 871 -518
-989 193 -18
385 -240 -579
444 527 423
820 -188 -758
349 -657 247
-227 -512 262
119 71 -885
160 170 -678
-467 -493 481
-331 -290 -92
-499 355 614
788 -547 -183
471 -915 -594
-946 -816 -532
599 -796 -22
689 -78 -613
433 -45 239
966 373 635
-387 -117 -72
821 -693 -15
680 826 -853
7 483 140
697 -295 -552
802 108 -946
1021 -993 -332
164 -987 -352
-301 -506 -886
897 783 -438
-604 -1032 92
-792 706 1010
667 1013 -347
282 847 570
34 -352 597
-726 -187 -126
400 339 580
-669 458 -259
-796 436 -452
-749 -762 -655
-174 301 -568
36 -480 -179
176 351 233
-352 -444 632
217 -1010 -329
159 510 417
-174 -355 -256
-634 275 121
34 -384 840
772 -655 149
-297 -250 -339
-615 194 -536
-942 -500 805
-469 -558 -165
228 610 -236
-443 869 -946
1020 -48 251
-467 -453 -809
-685 51 -816
-148 978 -173
-635 211 423
41 -443 31
-412 1010 137
-3 806 -642
490 673 -480
-198 12 952
-278 -41 1000
438 640 453
-236 611 -658
-66 -529 699
-193 -50 -249
-74 -740 -759
143 418 367
66 172 -588
-1025 -842 -956
-250 -499 992
220 277 -102
-96 -248 -843
-610 999 462
-28 161 -82
645 -660 -682
26 -259 -669
82 -863 146
676 -545 973
-580 -207 -245
10 150 44
817 -845 322
-900 -965 -420
64 -103 -52
-11 -892 -1
306 -910 2
880 99 -378
986 -626 -598
337 577 -867
921 -413 822
468 -155 567
-705 -314 -941
70 -586 -677
1009 268 879
697 -229 -456
-213 -588 -610
-1025 -791 -1020
427 -565 -770
-1001 886 961
-713 35 502
217 343 856
-105 667 -898
448 297 -458
-179 583 367
-919 -968 754
330 -837 -912
440 437 -892
-786 653 819
455 -622 192
-1023 -648 -805
694 615 -935
961 -844 123
22 971 -302
-510 -796 38
551 875 -325
-154 -796 -453
904 -972 -571
30 -297 -73
147 241 -454
471 -262 727
-199 -899 792
574 -967 1017
-286 -232 857
-828 316 105
560 943 -212
12 -432 -197
-508 47 -46
-585 277 647
787 92 -644
-690 377 588
-537 815 -256
-99 862 30
-425 -348 457
605 -404 -317
-812 232 676
29 475 248
-606 -208 503
1006 1007 175
892 666 973
-94 -447 -225
-922 -717 353
-959 85 -529
-255 758 663
37 411 223
955 -883 198
-277 -489 618
79 -571 -42
-1006 691 -800
520 157 592
742 -26 -725
-494 719 195
167 -928 802
941 210 -624
194 -19 747
-983 -953 716
561 214 186
559 -610 706
766 -894 -93
-622 660 -1015
827 -330 -1024
360 579 519
-475 -211 818
639 678 -817
-955 355 -963
451 -629 -945
-206 123 890
847 323 -249
68 316 412
-853 736 313
459 223 -474
967 -298 -700
193 -258 472
-746 -333 1015
492 -96 -433
187 -1009 98
826 689 -700
-752 28 -475
906 1 -945
-792 -121 955
617 571 -269
-402 130 -420
-316 -1029 128
-36 -937 -699
36 705 424
1 -596 -1021
-177 575 -532
-709 -929 611
-293 149 809
959 225 -215
446 -448 566
-870 -176 -529
877 123 -531
-670 475 420
-30 514 894
-188 -218 910
-791 914 40
275 988 -729
-564 -526 -640
191 -1008 -585
-161 988 -13
-188 724 476
141 -941 181
-186 -148 -76
-135 279 -107
450 -335 -51
-1027 -636 -365
946 184 -500
-47 -173 -345
171 -258 -958
-446 -618 -110
-126 -598 362
-21 884 -108
-28 -422 -818
-677 -306 51
-585 -456 -733
-54 784 -970
-313 -174 34
994 -822 -424
-578 795 -60
-91 892 154
1005 -952 -924
-709 661 -989
-481 -883 110
189 -101 -913
679 453 -143
540 581 325
665 -274 859
930 389 139
997 -969 360
-146 -934 408
-520 -195 -733
446 253 587
-936 -145 -530
-421 -5 -522
122 755 126
397 -893 482
-614 -991 322
29 -804 -206
23 -609 -21
352 -995 -92
871 150 -546
-269 192 573
-183 -514 -469
531 -560 -107
-28 -744 -496
486 489 425
1019 920 -449
387 650 518
-471 -191 664
845 -392 238
778 226 -720
-691 869 201
500 -164 -398
474 -958 779
-752 903 -571
563 534 1019
589 567 169
632 573 487
-571 -613 -256
-799 -849 456
-534 -868 164
645 -619 -852
1009 12 -523
-747 -296 -207
-405 610 -893
-712 -659 -845
-764 -1025 -1009
-1 495 950
-242 -325 485
196 -259 646
-520 975 -977
-639 801 1015
776 493 980
304 -946 -163
347 -811 201
590 -361 786
603 -688 922
628 -576 -72
-364 -133 -1022
-169 -505 337
-606 83 -553
-266 -53 -432
986 381 -568
-426 284 -685
-71 -981 925
-686 -502 -991
-38 704 889
27 -876 594
-461 74 734
-995 743 636
506 -466 -402
-886 832 -528
259 -984 188
700 -849 -836
-438 561 -113
-776 848 956
269 173 -91
551 730 743
-180 -805 -170
-576 -955 583
-472 -199 229
551 261 152
441 172 -221
-393 -853 -594
602 978 1027
421 149 852
33 -878 677
529 -518 -823
400 755 -832
-413 1 -749
-178 689 -436
225 -504 284
-238 -830 703
-400 365 -112
876 564 368
68 -399 -126
607 -142 271
360 -857 770
16 -411 -410
-725 271 356
351 829 474
-164 213 44
-937 775 248
-598 359 768
69 408 -599
854 247 -777
938 -62 -338
650 -630 170
283 588 371
934 131 -498
81 -518 -72
-889 -419 -248
314 692 -778
526 -504 252
-631 699 -259
-680 -842 -677
-631 214 575
662 -429 -908
-78 455 -538
-354 -278 980
232 -560 -578
166 -146 574
145 -244 -840
-19 -541 859
246 -585 -339
-799 247 900
-914 -537 -875
115 -585 -1016
-388 555 -116
-282 246 923
1014 662 808
896 459 576
549 -491 534
-57 250 -154
-199 -394 -274
-241 -775 -399
-82 79 837
-232 -1032 -968
509 749 814
-255 -524 -53
157 -640 -273
447 -68 -844
712 -68 1
-47 346 286
-330 94 769
1007 3 319
-991 275 -721
929 -397 -791
999 -971 -733
-365 -166 -793
361 -606 -837
-56 -120 196
-405 216 -308
-900 972 -772
-241 -800 -583
-113 383 641
247 873 370
928 -807 -391
-949 187 671
136 811 671
809 423 962
118 259 -569
-225 -747 -601
-1028 -983 536
-130 5 727
-60 -333 294
138 571 -410
251 -643 203
150 244 17
351 -435 -301
-207 180 -965
841 -647 -293
-60 -977 -149
-707 213 -889
33 360 414
402 385 288
-958 -365 -358
784 118 -371
743 -109 102
597 635 361
837 143 -256
629 433 -370
-280 -725 -566
-642 2 1009
-156 -51 480
-354 -1020 251
-231 1027 18
-596 -770 299
-622 266 568
-915 1021 -558
-443 -334 -44
161 -949 483
1006 -824 322
-518 576 35
-706 -313 -914
489 189 -378
972 558 140
-207 338 538
878 843 -1030
822 417 415
-375 699 378
-840 -256 655
-179 -1014 -366
-434 747 435
-697 531 -67
252 -463 230
980 57 909
-796 743 391
-551 885 -861
55 -182 167
703 -598 -698
-493 1022 -584
371 -353 -282
-844 -383 938
161 -709 1006
-431 711 -128
-522 -463 -1016
-780 -923 -614
-605 23 512
896 -618 815
190 468 958
518 106 -602
-352 73 -901
133 660 -396
176 754 -300
583 782 563
730 64 402
644 861 -898
301 890 760
53 169 352
441 -566 -823
-654 650 -829
-961 -677 561
-96 -219 739
163 -438 -278
178 -819 -73
-266 -797 1017
335 -461 -694
-928 406 593
-728 267 -139
-478 -747 -935
374 753 170
-600 963 -41
-685 111 -992
-323 926 -692
648 -93 107
-995 951 -263
-789 -353 265
952 930 1005
483 409 -195
243 -493 209
-435 489 138
-8 849 -921
703 -224 271
597 918 -375
-763 -915 735
318 -785 77
-13 -738 -449
515 426 -944
365 585 -82
-13 961 227
-586 -965 204
814 -485 940
-972 -893 -1020
-676 969 -883
1025 -703 -572
16 -439 -479
-484 516 99
-982 -512 -980
-830 -968 -763
-355 41 -434
456 954 422
-110 314 673
-578 982 289
280 -868 -964
928 506 443
844 -682 207
-915 959 -955
702 300 254
-950 924 926
171 -959 -130
348 590 388
-593 599 544
-114 -996 539
-364 -918 130
-135 -265 -923
515 -765 587
173 -975 699
-582 -306 -525
643 477 -773
369 -305 323
-400 -889 -107
666 747 742
255 -58 -151
-770 -15 862
571 686 -846
861 -462 199
-839 693 -290
-11 626 953
-799 -939 -337
37 -291 -382
975 -143 470
-983 -1024 631
298 981 -59
152 -47 614
263 -276 463
-287 -451 484
577 525 -274
166 -648 26
757 -833 -429
-782 -489 -217
146 -227 -78
528 888 36
-224 -646 552
-201 612 1028
-917 -494 868
-870 -54 424
-904 645 24
-585 13 156
-945 826 289
421 16 -312
650 471 -529
-603 -859 -650
-312 917 552
-192 81 683
112 -514 -784
677 -215 -1011
-947 -947 -926
-972 -128 -242
-147 -579 474
-750 -201 114
216 -614 -859
277 40 754
-345 -437 414
508 378 767
-190 470 162
-557 -142 -842
-522 -50 672
1023 -962 -834
-469 -299 -768
340 315 762
-1028 169 733
-9 -378 -165
449 415 667
887 706 -938
-104 -211 161
-85 926 622
-520 -820 382
-234 -871 337
-654 -380 -153
-1021 565 305
-341 485 882
-993 501 297
789 834 -1000
727 397 -859
-33 71 -193
127 881 728
841 939 276
757 -208 -708
-5 290 93
8 -364 -742
-1022 -297 284
805 931 -44
-583 -637 684
-735 330 125
575 -727 465
-248 411 298
293 -605 -372
735 426 18
87 -479 824
-956 855 -448
-307 -852 -413
-927 -649 -605
142 372 833
470 -65 -2
416 136 217
-187 92 721
-667 1010 280
-248 -313 57
127 680 386
6 -134 -201
283 -9 -886
410 -114 -310
1040 1600
-68 246 -437
122 -305 -521
-727 250 -611
-882 -33 -714
771 -39 -511
965 447 559
-512 446 -861
-699 -859 -327
-774 -903 99
763 -718 973
-788 -60 -172
156 -993 -614
-725 -463 -24
177 -504 660
70 -555 491
828 -234 831
270 868 -997
-557 146 799
910 1012 -799
916 1039 896
-427 -429 -961
462 518 549
978 701 -243
-214 849 -4
-759 956 -966
471 -9 16
-230 63 701
953 -677 6
682 -984 -828
-571 338 232
-53 -471 -473
384 103 -248
490 790 -809
-710 453 987
-363 521 874
124 -876 843
-374 850 130
-495 -333 -106
885 175 968
-156 -495 761
975 -289 -501
-957 172 -787
-559 -370 359
706 520 -939
203 -429 959
-356 435 -424
299 -558 883
-643 -956 377
853 -736 -911
49 802 -247
860 460 -25
294 -902 -227
290 178 -98
-530 344 -621
338 645 882
-203 586 900
839 -227 514
-165 310 499
448 996 393
-131 130 -199
-798 -165 619
62 720 -707
-289 -766 380
203 -2 449
965 438 870
-589 -958 417
962 77 287
-412 -791 -719
-1040 494 829
-720 380 -38
-348 -326 671
304 156 170
-681 288 360
-233 873 -800
137 849 -356
-221 542 1000
-882 242 534
615 530 747
468 -130 949
740 548 -659
1025 542 -132
254 -530 -987
603 -567 1026
-229 168 -127
-872 -91 912
-116 778 -150
-768 -794 831
672 570 -768
139 -907 588
617 201 -1030
281 694 -486
372 -394 -297
-595 -18 -417
717 -63 602
803 943 1013
-21 369 149
-390 966 -72
7 -743 11
-859 -375 873
-932 -140 -824
231 787 -798
-219 932 368
621 -28 -855
342 872 102
306 -45 975
-621 -292 -959
508 538 -449
669 265 -673
988 247 276
-682 922 -663
669 92 641
41 721 600
111 161 -424
694 301 573
431 -360 165
434 -613 136
743 977 364
-5 -251 -409
-515 954 229
1019 686 527
-798 512 1002
-427 -313 557
977 -120 -182
897 221 -828
724 754 -1004
-837 828 -979
-56 1020 -414
791 -977 305
-652 -354 962
72 648 445
296 -923 851
233 -324 -9
-991 -66 -238
297 520 615
-58 871 -654
-223 -640 -222
-601 -934 -395
-174 41 -452
726 -169 1019
221 983 509
-354 -603 806
178 -769 445
-135 632 -146
490 192 845
351 -308 -507
-90 -812 731
727 865 -1014
728 -912 167
-200 1003 -155
-988 628 -618
11 265 658
-244 -506 -473
445 709 719
861 973 -640
-60 -454 -97
826 1021 665
-441 -964 618
684 -917 -758
-472 -912 886
850 -628 644
-102 -314 -653
939 -615 -133
775 948 -100
-255 305 970
389 -842 -94
895 -657 -659
-16 -1008 -756
-295 997 293
564 -45 -410
-146 720 328
963 -262 -637
-1013 -890 280
899 -486 -649
298 592 -694
-482 -68 -259
838 944 -637
615 40 597
-938 769 980
-389 -847 -566
791 -838 240
-208 -683 -269
968 -257 117
-79 616 -9
2 -252 528
907 -418 -784
668 -1034 327
-476 72 438
260 446 -768
-503 -819 293
620 812 -359
-430 -841 734
205 876 680
384 -155 983
879 981 -203
-701 580 967
85 771 1038
-811 -353 59
-436 -324 611
-567 716 -512
-79 -670 -168
692 236 -772
-263 755 -46
-884 555 -777
-55 221 -334
-127 -793 -395
566 189 -1024
28 544 628
658 783 633
796 -970 -861
955 -293 707
-379 647 250
876 -110 -55
-89 -539 26
393 -73 299
628 -911 -417
123 980 950
-535 277 100
-369 -71 1040
688 -563 971
804 202 -62
574 839 853
-311 1033 -80
89 -405 637
107 -884 -416
890 1028 943
677 -223 -323
917 1027 567
365 -145 90
14 -762 -574
877 -804 326
-425 962 80
-296 403 -881
11 -271 -189
