8
1544 1600
-1174 -642 -1268
-1284 298 477
-724 -338 -1057
-1307 -279 -1528
1529 347 -84
291 532 -725
821 -1356 1487
-257 166 -1181
-1064 1157 794
-840 -523 757
-145 1018 16
378 -1092 1219
935 -791 -155
297 -1117 1152
1387 -909 448
-1122 44 -450
-591 -686 481
-144 -969 -227
-1374 -637 -626
93 -1290 -85
-832 -333 -353
-1315 588 151
225 -101 -115
-655 1023 -1330
-692 -1063 185
-995 -29 -808
1194 -131 507
-1045 -595 -114
1530 1504 -531
870 -450 -192
873 1105 932
41 -143 1141
441 -945 -1502
334 -114 -1331
1071 -1174 114
-485 -278 -962
726 86 -1019
124 -1075 -544
645 28 931
-363 404 688
-935 1541 -1213
-1343 178 -1212
159 709 663
641 -43 1196
-684 1186 742
521 -1475 949
1389 -674 -1429
-1450 -269 1169
-1252 -823 -1503
296 1337 -1527
1292 705 -404
232 -54 130
-573 -583 -1142
-1262 1298 -642
481 -1140 -1133
1213 -835 -1217
-24 1023 1530
-1006 1229 1404
-996 842 114
-311 1292 -55
-275 280 -1021
381 1175 1177
452 -37 -30
515 1404 -699
22 -359 -934
-1475 694 -712
507 -615 1478
-516 1398 -82
858 -747 374
-1408 -459 -1447
-1257 -559 130
-216 751 -456
-22 985 91
-1025 -727 -1277
1199 -297 -1117
18 -1502 -582
216 -791 540
-1394 533 113
-653 156 707
1240 -1386 82
-1315 294 710
-376 -1113 -1543
-1471 -589 -695
742 -1127 -418
406 -1422 1334
-907 -42 -519
699 1031 -815
-1247 -23 -1240
134 756 -604
-500 -1093 -1075
1185 -985 -883
348 485 -1403
1034 1187 -1504
1092 -1131 310
-544 -1397 225
1101 -1229 -292
-236 1227 1132
1142 -246 855
449 -540 -1363
986 -468 -1318
899 897 -1134
-86 -551 -57
625 1331 1524
-1354 1005 1428
-811 -652 -1470
619 -1281 -1179
-1260 -1064 489
325 -217 -383
-64 567 -692
-171 -728 983
-1453 -263 -985
-869 -867 122
147 1043 1380
-1101 -345 -808
-971 -527 1212
768 -299 -492
-776 988 513
502 1359 -319
1283 -1353 547
-781 -228 388
1094 -374 -1187
268 -10 -1004
-531 -924 -189
282 904 -327
892 891 277
562 914 -987
1377 -687 1339
1120 4 -1324
-1057 -610 709
205 4 820
-1538 101 -1386
-992 -530 -556
-1162 675 1003
-1519 -1356 -1513
-184 -360 237
-1502 1 645
-793 -360 967
725 633 -1507
513 218 -1229
1372 85 -1171
247 -1027 -513
1450 771 -1380
-184 152 -1189
1460 1471 -230
1082 378 -1000
1381 -1518 -325
62 -1010 1423
-825 469 -1488
582 1427 1294
1408 -150 1120
1276 455 780
167 -171 -359
1094 130 -1001
1009 -117 1467
-712 -383 -1233
1432 -1234 -454
-364 -370 -947
-717 -1040 -1378
-484 -1311 -898
-980 -1475 999
-864 -53 -227
-84 -1370 448
-913 -419 876
-1481 -315 1463
799 -274 -1101
-1336 -91 1134
-1206 261 -717
798 938 1508
57 791 -253
-1285 1108 913
-1140 775 -1214
-31 345 -1162
1282 479 354
-332 820 1233
-295 -456 -459
1224 262 -475
-302 1235 -783
-1455 -693 -1435
271 -665 -1063
-472 -866 -1172
14 624 -1382
-761 -1138 1145
1374 1285 -1477
-1233 1228 -38
-1419 -953 1301
498 126 -580
977 1273 -251
-437 -456 -341
-1126 1091 -162
514 1253 1151
123 1324 8
1030 -536 674
-1144 -1542 -661
333 -1088 399
859 -557 -374
-951 306 52
463 568 860
1057 -688 164
-488 947 782
-840 -669 -191
-657 -916 570
1481 1359 1139
-1028 -1345 71
-319 999 567
69 -1031 -134
-272 -179 -371
1480 -515 -572
-1405 817 -470
-1017 -590 974
-450 15 -1291
1262 -192 1049
46 -1139 499
1051 727 751
783 1452 -907
1456 1419 1430
107 309 270
-180 -790 -134
-1443 -1251 -296
937 104 814
-349 851 1249
647 1432 -889
217 -17 161
1543 446 -233
-940 -605 475
1446 -1166 1539
1228 -1359 -1305
79 586 -475
1029 76 1439
-779 -853 -1254
-848 -175 -1453
43 1031 -648
1302 820 597
1368 -1143 -229
49 354 -80
1086 146 -399
-446 -1171 -1501
1035 -459 -360
-870 675 170
-1476 -880 -508
265 -45 299
224 1348 -1399
1041 -656 -1212
-688 188 397
33 1323 -309
-547 1354 703
1018 491 314
600 -54 -267
953 693 346
-27 1380 456
-1506 -1008 -321
272 966 194
1141 -100 806
238 1141 1347
1128 -1273 1460
1100 -611 680
-1262 -671 -1464
381 -1298 -1530
-770 123 -76
-963 1104 -1104
904 647 -710
640 -1107 -193
340 454 463
1352 -1242 -142
-87 -796 1148
-366 -96 -605
-1310 1351 727
1012 258 -920
-224 1393 -1356
144 602 -1163
-710 319 1084
103 919 1532
-341 -89 192
354 44 435
403 595 -894
25 306 160
1135 -128 -275
1417 809 1462
-857 -903 -1371
638 -814 -782
673 745 -924
-1292 -1048 893
-244 965 1333
-1155 247 -472
870 1534 737
495 -1481 239
-1073 39 -262
821 952 -755
950 -1401 -1479
1043 1343 -1063
-1257 937 -1531
-458 -1270 835
183 -1530 87
201 -1364 95
1087 -295 -617
501 -156 -745
-1382 -598 810
-140 -1242 205
722 -1001 -832
28 589 -961
-655 -315 -1460
1147 -830 1015
-1145 -289 738
443 -836 817
-925 1254 -1502
-538 1220 -1107
-570 -359 855
35 -315 -1283
950 -950 879
213 -1355 438
1373 -810 -1002
-1468 -754 -1515
-541 -220 1018
1466 912 -1055
202 259 -1275
-326 908 -511
494 1009 903
1443 509 -694
-1229 -1260 1232
-543 350 1134
1104 -919 552
1104 516 -378
-178 -349 832
1383 507 1297
-1117 652 -949
558 -1473 292
1113 953 -1080
-481 94 1260
-1216 -1318 -69
-1321 -1034 -42
341 -1112 -210
-860 -1043 -632
1079 -491 1406
-1466 -1432 -634
-744 -395 1279
-707 -492 -538
1437 -136 -1100
894 784 186
-245 630 -34
-410 206 96
-411 325 131
-1189 -306 -739
-1499 -1392 330
-1072 1426 -156
789 -572 -1462
1359 1149 1026
-571 402 -1424
1388 -337 852
-759 640 109
648 -1068 35
-1241 -557 1386
771 -868 292
484 823 338
751 -1492 1543
-107 -15 -279
1239 1037 -234
1151 1158 -314
329 -1117 116
711 50 791
-1027 -1342 -446
811 18 -254
-92 854 917
-325 -1513 500
-252 -1472 -1325
-1206 1366 1391
-1430 -1478 816
1440 741 -1461
-785 1052 -1087
-1047 823 535
-606 -175 1130
100 -934 107
-11 -1024 1165
1226 477 -195
-824 305 984
1406 -980 -779
-238 1521 -1000
602 653 258
1248 1308 -1300
939 -1174 356
-65 1335 -788
1036 881 -1394
819 674 725
-452 1021 422
1040 238 114
-902 653 -363
-1462 697 -920
147 364 1511
-617 -1308 -582
443 1378 1531
1455 -1068 177
743 -383 406
1025 -627 -728
-913 668 -818
-1428 -849 831
-1521 449 -790
861 831 936
-1153 967 -849
-1239 -446 -1514
-1170 -1456 -809
-382 -1452 726
291 478 -810
-1137 844 172
-614 154 1155
-1158 -1083 -495
1110 -345 1513
613 975 765
1380 609 1480
845 -93 -945
-946 -891 568
103 894 310
1146 1484 453
-1035 70 639
-1465 1023 -582
-112 511 -591
595 -34 1263
806 -1009 -81
1041 -1107 -501
-923 53 699
423 176 1439
457 -113 -684
446 443 999
-1333 570 -1130
947 1079 381
-457 1481 68
-1222 -529 905
-1009 264 863
850 714 1385
-885 -438 1179
-1222 233 1360
819 -891 -747
288 1143 -1247
1512 355 -168
603 1270 -1023
-286 364 875
492 -1533 1283
-1314 409 -58
415 -451 -1313
1418 484 247
767 633 -765
12 652 -1378
107 -1528 -1452
-1309 1170 1225
632 -494 -1214
410 -1111 -64
-567 1104 -402
548 -618 1356
1416 1201 988
118 -1324 1328
74 -1026 -1371
51 -455 -1302
-673 -745 929
-235 -497 -1429
-1328 -846 -1210
1498 1010 523
447 621 1332
-1073 -1135 -736
-1437 962 -722
-1004 642 252
-5 -1005 267
-459 -34 -549
-462 -1286 -811
-1456 -907 -1116
-650 982 182
-1249 624 -1086
497 -1130 666
412 -959 -104
45 -1299 303
593 931 -1447
887 -1277 -1129
689 -1236 712
1219 991 -1465
-1474 346 564
1517 461 -941
1508 268 -1527
-1065 -881 1072
-1402 1272 -1489
999 1298 -344
126 -444 93
772 -1089 1477
-640 -1368 -200
-1228 -1223 -358
-1427 441 1447
-379 484 -27
1156 490 789
-813 -584 -563
-1511 -587 -721
-547 -135 -1003
1411 -804 -1043
222 -788 -869
538 -813 352
-687 -1139 948
1336 -459 -502
-346 1479 -1250
-182 159 -298
1357 -729 1157
-1462 549 1461
455 25 -1292
502 629 -770
1128 -758 1215
1129 213 1052
-342 976 301
559 -80 830
137 -719 -989
603 1248 -544
38 -1067 1271
-1127 -1264 161
331 -930 636
914 -679 362
851 1216 -54
-1034 -570 -919
1201 816 -945
276 393 748
-86 -835 994
-566 999 286
-1064 1135 82
67 -734 -1426
1528 147 -1192
-147 443 800
873 -953 406
-1093 61 -58
1072 140 -1356
548 1260 -244
-864 295 -659
-992 -281 -13
1057 -191 410
-284 -615 -85
722 1464 1213
253 -693 -770
-559 122 575
-695 -417 -627
-487 -943 -1399
1182 -531 -727
-1221 147 60
-1134 -455 1412
1175 -1052 1110
-1402 -923 1070
1078 253 -1418
1398 -571 1322
-1532 110 -1351
282 1491 -476
-1052 -1245 55
-1012 1030 -255
-96 1145 -1390
128 -1467 -398
-1509 1045 -226
-1023 -341 569
-1091 875 -364
-268 -1143 -699
77 498 824
906 -1226 1534
776 -826 -1367
38 -1088 1036
191 -165 -850
662 883 1039
1380 954 -990
264 921 -504
1536 705 -1231
769 427 1400
-622 -1486 -271
-477 -1129 -1135
-622 -209 -1087
620 518 1084
1364 -706 1415
-721 -1346 1271
-1492 -417 -410
938 -445 -1111
1107 406 694
-69 722 -1155
564 409 -1203
-170 307 342
1005 498 -801
1333 834 -1243
711 -1520 884
-1498 -530 -1104
744 -1543 -399
-168 -1396 -715
904 618 -1430
697 -53 -1494
-442 819 -699
-37 -641 1119
-7 -905 473
-515 1281 173
-675 482 281
985 -596 -629
1489 -1293 -880
182 -243 1189
512 -29 -692
614 -1074 -1352
455 -717 734
-451 867 296
-798 -961 -552
545 -1235 272
849 45 -1105
-1461 947 1426
389 909 1426
1268 -492 13
-122 -1094 602
-1394 1119 285
1485 -982 -436
470 -777 -855
485 374 382
-775 949 819
1314 -537 589
384 -787 -1437
1102 239 987
-305 1194 189
34 -949 -791
-901 92 742
-1477 1304 -156
1394 -1218 1156
626 1403 -1486
-1079 742 -1271
381 498 981
942 768 -155
674 -1222 949
-413 1542 -628
-1485 583 -1490
-500 389 -1543
804 -500 221
1179 -946 1449
-1115 -724 -894
-1068 1450 -1499
-583 1144 -1477
-209 -474 -262
1075 1231 -396
1255 287 459
384 127 868
1150 -1457 1016
-526 735 39
-34 248 -189
-141 -576 1481
1542 1535 340
348 1002 574
-166 -886 849
-1247 -1382 1466
1265 1495 -54
-267 1028 -251
-437 -1292 699
414 -52 -1088
701 1196 747
354 -560 606
-848 -547 -332
562 -128 -636
-598 -1350 -46
-413 -192 -699
-66 1028 -1345
1347 1246 -1271
-400 817 -303
-549 1363 927
1260 -925 690
244 -920 885
133 -728 -972
1311 -561 -1412
-14 447 1308
575 5 566
-1054 -104 98
-311 -573 1402
-151 -1098 -1357
1122 -318 1043
165 -560 656
-693 -1158 470
-1458 -886 998
-347 -556 981
1049 758 -376
1424 -912 -1544
-244 -550 -1505
800 1310 -610
1158 -407 106
-1286 -162 -1506
1081 1303 -144
1115 -1271 822
-1479 732 -544
-444 -1461 1210
59 938 1543
1223 -774 641
1068 -1446 373
-345 -1065 1076
-811 -546 1221
-520 708 209
1131 1327 -344
579 1425 658
-174 388 -94
97 858 -1391
1482 -1181 534
-930 -1157 930
1024 -946 1178
-1411 6 198
99 188 -669
-1375 -1466 -478
301 1476 -198
839 350 619
-561 -508 -966
-1279 1254 -205
986 614 1246
-199 -967 -692
222 175 697
1490 -135 -387
691 1447 101
-1498 -1532 -453
-313 204 -1088
1257 -1436 -702
155 -715 -988
463 1385 955
1242 -284 -665
101 246 153
-907 -1442 -1046
1305 1363 -1240
1314 574 -1451
948 -1230 -806
-1237 -169 1270
386 462 1070
879 -662 472
1381 465 -1088
1290 576 171
-750 350 -600
-190 151 24
-556 -18 -316
-1073 934 1376
462 -910 -2
-1016 -1109 -675
-1283 -365 -530
1184 73 667
-1176 1353 -217
-701 1018 -1416
598 -749 -246
-1169 -1470 1516
754 854 -240
477 -1102 -1041
1295 594 -757
163 -1293 394
278 -885 215
-888 1401 970
-552 1376 -701
-1474 -1390 -751
1037 847 -972
1515 307 1414
-782 -815 -38
951 1 -1327
-1066 416 312
-614 654 -1444
-537 1326 14
1533 1460 493
95 1428 79
-1352 927 1010
-1253 850 -678
-401 1467 -261
-1357 -692 -355
981 1217 294
-266 -1384 -110
-499 -825 -39
204 -615 1380
-445 1246 -173
113 1129 136
721 1469 -877
-388 737 57
253 478 -564
-1162 -1062 -1081
-5 -248 -1517
-472 -650 583
732 426 1043
-1316 -1322 500
1073 -473 -939
-69 813 178
832 -447 -1180
485 -1458 -13
-1376 -138 360
-436 995 -932
-246 -309 58
-1142 -1205 -1248
1285 28 -982
-914 865 -319
815 -710 -83
-588 1368 400
943 -758 462
1092 1334 905
-1530 -494 462
1349 -486 -1105
-905 -729 1130
-158 -397 463
371 925 1164
589 661 528
-1029 -265 -263
662 1460 522
-843 774 777
-152 955 1026
1538 -1509 -1026
-1419 -1160 1390
1310 1370 353
932 -543 1091
648 -1413 -683
144 669 -557
277 -1435 -853
1528 736 -838
-57 -698 47
-1508 -1384 1360
-487 -1220 -404
-962 -210 -1273
1101 -488 -1189
972 -761 1351
-1404 -709 -1110
-908 -509 -1400
987 -1322 -1407
-1407 -427 605
375 -1159 -746
428 -902 -1281
-1018 -1458 685
57 1061 -1522
-1207 -393 -1140
277 -233 379
-902 1533 864
459 1277 665
-116 709 1477
1475 -914 -379
1373 453 1473
1281 971 258
-552 -59 234
-1169 -849 -1425
-1134 923 -911
-694 -1163 -652
-129 717 -264
652 798 -1449
1112 1449 -1234
1465 416 -736
360 467 -228
1246 -67 -197
1040 699 954
360 48 -1405
-587 -134 -1362
879 -592 906
-1260 -865 29
-737 -937 1158
-1181 -652 -1014
-990 -1534 -984
421 -1439 1528
235 -566 722
492 1370 -838
-736 -1295 1535
-1292 -1224 1057
822 1068 104
1151 -235 339
-5 574 -1130
1489 -1434 1325
1054 1094 -566
1077 480 -1350
151 645 701
-993 -338 -1385
117 -1472 1524
1016 -1048 -1053
592 -1291 490
-601 -60 -368
129 952 328
-1426 -39 -1065
995 569 -761
-1470 821 -277
-698 877 -670
799 -1163 -1201
-265 1135 -970
-450 -1264 473
-1065 -930 -605
-462 -892 -309
443 235 -219
-1288 367 795
1100 -1037 1313
243 -343 -471
284 -484 67
-920 941 477
-750 -1027 -1033
-1500 298 415
-1143 -482 -230
1387 182 -138
1069 19 13
-100 59 810
-572 1084 -374
-203 -886 1485
1436 540 -1176
-101 -1092 -1209
-279 -873 -1411
-745 -42 170
415 -838 1482
-1108 -102 259
1138 -484 1282
1346 -487 -293
-137 -165 1433
-651 540 -1403
81 566 536
-1070 -14 -357
-613 391 -551
-575 -1092 1069
942 539 877
404 -897 751
1007 -543 -778
-181 845 926
915 -1421 -497
-543 -357 -646
370 158 -1350
-573 -707 -796
-894 708 -830
1102 57 1020
51 203 823
-1263 -1425 659
690 814 -647
137 -587 -1397
1120 1504 1242
-845 1052 532
-360 231 422
-461 463 -392
-871 -333 -425
775 -363 -1238
98 940 -638
1271 545 -414
767 -1040 589
375 -1339 -1474
1358 137 1234
-395 1076 -1205
47 1137 -1425
-560 201 -924
-552 465 -1497
-619 -453 -1017
389 -26 740
-604 -1240 881
-664 -1098 -499
-1356 -570 470
1504 -320 -893
-1280 1318 -761
-392 -158 -95
-797 -1087 -273
1499 -470 -354
-686 260 1515
-343 -729 -725
-197 -657 59
-1398 -437 827
-237 -300 -1324
1142 650 -1111
-956 645 -1082
132 661 -550
1416 771 -679
785 -283 588
1438 -571 937
1127 1124 -949
781 -1452 -1201
-838 1019 916
-1136 712 1238
1010 -666 517
362 -598 148
-93 -1211 -1294
-1090 -104 401
687 530 -1413
-1378 1210 -645
1150 -1469 120
264 -1311 -613
-1276 439 -240
1450 77 -875
-399 1402 1494
-1274 379 -42
-312 785 -1440
-1539 -1005 1023
-560 169 -846
-1476 -1019 505
-1242 949 -1493
421 -1073 -83
-1398 -814 -619
-1013 -834 -756
-340 -776 821
-169 -661 -1303
1204 462 1325
-1529 -156 773
377 -301 -473
-150 771 544
-950 -1407 971
-1061 -1092 1537
-81 1430 164
1087 613 -1105
540 768 -396
136 -58 524
-1062 34 595
-362 834 1123
569 296 -691
148 1034 247
-950 371 -785
-1045 1297 -1006
-620 189 1309
1092 -1130 -571
-663 154 -897
257 1383 -158
1261 -754 106
-58 -462 236
766 1237 705
608 -1278 761
687 -1224 -10
1491 3 -1491
1366 333 286
442 -151 -854
1420 -385 -940
382 -1247 631
463 954 -470
605 -253 1004
563 -1053 -737
513 -677 -99
-980 -963 210
-460 -410 -687
1263 -1066 -1397
789 161 -1475
177 189 -611
302 -812 -1097
-1045 -294 909
-891 686 -1174
580 -617 -649
-439 -1321 -420
1238 256 -957
812 -1512 67
-1337 932 1033
-668 -1386 950
1495 1285 -1139
508 556 458
882 326 -319
756 1386 -817
-260 1462 -886
-860 -325 1304
-1354 -1239 150
536 -70 -1315
1093 -810 839
408 -622 -728
238 -909 -956
-397 1073 299
1068 1514 965
818 -211 182
-468 -530 -14
-1225 -892 -1365
-923 -547 1322
-875 -262 151
352 1293 146
995 -609 -467
-563 35 314
496 -998 -657
105 -989 -324
544 820 1209
-1391 -362 152
-759 -1080 1202
1071 774 -1122
171 926 -1148
359 22 -625
-127 -1019 -1488
-1196 -759 -244
380 820 -364
1063 649 -1037
551 -41 1434
-1271 -944 -227
144 -728 -213
648 1418 -670
-5 1477 -770
-1040 -219 736
-1280 1317 -1003
1223 -41 -1103
-154 1124 -290
421 634 962
-605 347 1235
915 -650 1219
370 412 -703
-520 -951 -187
-972 -1208 -797
-807 489 -1041
1221 849 1043
191 -180 1537
-416 531 263
1524 -335 1153
594 580 774
-911 1432 -1259
-1139 258 -1040
-326 73 854
-1505 437 1277
1303 -360 1523
-810 1307 -1125
1093 928 -1402
-1098 720 -1378
278 -1311 -1141
-47 -321 293
-1197 1205 1396
1005 -891 363
-1319 -641 -1465
328 -1207 -630
-20 1510 -159
-155 735 68
-1526 -412 383
484 386 1480
953 -54 -201
-698 -332 -1146
809 -540 -168
1470 -862 -833
-1289 -985 292
-321 -1039 759
792 -159 1363
-490 1046 171
701 -1020 -1455
755 1074 -1520
-443 -506 -1169
-121 -407 -137
1123 -246 -335
1072 1208 -116
-242 -1360 1176
-264 635 574
569 977 -218
-464 594 -110
736 349 -149
-912 1326 -208
436 1157 -234
369 -526 -438
208 -368 -595
-499 854 -1456
1079 1022 637
1504 -1010 346
-1272 490 916
607 1033 370
769 559 1428
-925 -710 -505
-89 1281 559
-1398 370 232
982 -1386 -1059
830 -93 1018
-1334 673 1310
374 -486 644
-1005 -1218 1148
-242 -725 419
-1058 -28 -248
-586 903 369
-868 1522 -377
-172 1514 277
-488 -1530 -1017
-1097 -690 -871
487 738 39
-845 749 -987
248 594 -165
-805 -1402 72
588 -1264 1470
44 -6 -794
-866 1146 -1072
13 -280 -1245
-769 -969 601
-1272 -487 1236
1128 458 -335
1413 -1017 -410
-814 294 -1363
-1435 1348 601
1112 1314 -502
1243 206 189
639 1049 84
-937 -997 -968
863 -901 -1484
-1008 306 -739
770 -251 -372
-987 -701 185
55 -513 535
-1228 714 309
563 -868 -809
728 -478 -921
1305 1479 1102
-465 1351 -482
-414 -1254 -543
1295 -234 821
-372 -1512 -807
-1191 -280 -1480
1533 -1517 -1221
-1312 1482 -1044
480 131 -1234
307 248 110
-1145 -577 -997
1273 -424 -367
-1302 -1214 614
-1424 -474 -272
1429 646 -591
-807 23 1442
-84 -132 83
1308 155 -1208
915 718 673
-721 155 1540
462 569 1281
-1404 420 405
-1426 751 -99
130 117 -1235
-770 -1438 1149
-196 955 -57
959 -179 -104
-1348 1367 613
-775 542 50
-1350 1423 -627
-296 -727 -677
590 681 915
-428 -169 1008
1351 351 203
-746 355 -1222
-583 1216 1220
-696 -625 60
1474 -1505 -940
-892 -807 -63
-1204 1463 -1159
-627 -820 -887
812 -172 873
1279 711 -370
-1326 701 -487
1181 -1507 -791
1333 -224 -280
-181 -1455 196
1125 1491 -1487
308 734 -854
-284 -115 -615
-83 573 465
775 76 -959
1036 -718 -547
1133 -959 180
225 1073 -578
775 -1407 -292
-675 -835 1408
-592 -1420 380
951 -549 -154
869 -557 1415
94 -79 -1063
601 -391 228
-1170 482 -956
-617 1053 1503
722 718 -1081
-227 -852 820
1400 892 1215
-111 -108 -1171
-903 896 1122
-169 904 -454
-1440 -1402 521
360 1396 -1205
-259 940 1483
-1433 654 -1408
1163 -624 1129
317 493 -227
1457 722 -1031
-848 -482 -474
-1384 -521 -1504
1329 958 -1344
-1458 -1374 1433
1446 -710 -131
307 -1452 739
-785 -717 429
875 1125 188
-300 -1236 451
608 -504 532
-1541 1513 816
465 -1179 284
1257 -44 -796
508 -1400 -1503
-1525 -492 -461
247 7 -362
455 -449 639
998 1525 -96
160 -457 795
966 -1126 592
200 268 180
1165 -344 -1408
-230 -247 968
993 206 -672
-243 532 -1030
-157 -203 -1524
246 -946 -1219
415 1251 -804
-496 1141 -1076
-121 1398 -1246
885 -1400 830
799 -338 -1328
1147 1464 1413
1003 -1079 -646
802 -1168 1496
1271 183 175
151 330 -1485
-334 -54 650
-78 1424 390
-1209 -1209 942
405 1201 -279
122 -23 1418
740 1329 -1059
201 -1043 -8
-1435 -209 -87
171 -1071 -880
1357 653 733
-564 244 1495
112 925 -807
364 -287 -272
49 491 1083
616 1003 207
141 748 -853
-116 219 339
695 -723 -1436
763 -1052 -1003
825 -93 -818
-1331 1531 550
1246 -198 -973
-1173 -785 1256
685 210 1405
-1282 858 -1243
576 -49 1071
-592 -1006 1433
106 -557 914
1478 1195 790
862 -1057 1469
160 15 581
74 -829 1069
-100 -1471 -180
1360 1322 -172
600 -1044 1364
-1344 -962 -1128
-415 -602 1056
106 1416 -465
333 25 -840
-264 452 -907
-898 276 1091
1407 339 1021
-383 570 923
355 101 -806
792 -1530 -1292
1020 1297 1222
-658 474 79
-601 21 501
-276 -1031 1145
1521 -280 -103
809 -1216 371
-686 -51 -113
-1481 629 -318
1127 1030 817
-1069 975 -638
-646 -1216 -807
1423 1322 -1458
-310 90 -1531
-67 64 1309
-1466 680 -30
515 -540 -238
1263 -206 -427
-1251 -297 173
404 108 114
1507 1483 -935
195 251 725
-402 244 1131
766 58 1262
-441 383 -1265
-667 -1459 -570
716 -541 137
1231 -311 -672
802 1497 -644
-1050 167 -527
1340 -740 1079
-1477 -835 -1026
-129 361 154
-846 -1456 -1423
1339 -257 -915
-1209 -1195 1190
319 1484 997
-1397 1257 -235
-1142 398 915
-78 1251 -990
626 -752 289
1147 736 473
1183 -216 1071
1514 484 -422
676 -1471 -62
-678 1063 -1001
553 -1010 51
111 -441 -1071
1312 -765 -976
-465 928 577
-796 885 1093
445 500 953
-1 1340 -622
-486 107 1426
-1198 -1166 157
95 325 -1174
896 134 -1462
-509 -1334 -632
-459 -790 1255
-15 937 919
1105 -358 174
-413 470 -1360
1316 -794 -1030
1535 -127 -1264
1023 -22 251
-389 -873 -507
-111 289 -445
-420 370 25
261 -1019 -1086
-697 1464 184
189 -928 -1125
412 -939 -171
1462 111 -592
-1524 -443 550
300 1357 -1307
-1102 -1259 -424
1456 806 -449
566 -157 269
-899 -769 519
-856 -1377 458
-204 1337 1291
1293 1490 747
1284 580 1341
1345 90 -205
-656 244 907
999 46 -663
-527 771 -1067
1552 1600
-279 1309 1029
411 1386 -627
-134 289 -997
1482 463 -297
-614 1115 287
-108 690 1335
-1520 -522 127
492 1099 -53
436 -192 1373
1197 1237 1546
742 550 -944
1343 -706 -703
1175 1350 1186
-103 1096 1217
1384 -85 648
-1364 -1544 802
647 201 592
533 -1194 -171
610 -1193 -1103
-705 -538 -324
-459 1119 527
1383 -1022 267
1282 -1247 -1508
904 26 1305
180 493 -692
-326 -857 -1441
618 -1452 -57
-665 267 -42
