8
1288 1600
386 -671 980
323 -336 -1102
-475 650 -1031
-1269 -1147 739
334 -1214 -1183
91 120 625
72 -948 -1064
-789 357 -947
418 1109 -1141
-375 -1 691
-257 47 -928
-1033 -780 -363
1116 -1158 536
1092 -46 -66
129 -488 450
-997 -874 1196
307 -464 -36
1005 304 257
-975 -245 -855
765 1058 -608
-1234 393 -1033
927 480 -281
-888 551 -1148
897 815 -416
-7 -927 740
-817 608 883
891 810 -636
-710 -1204 1195
173 -498 1199
785 1188 163
797 160 464
1053 -762 1251
741 749 300
6 1182 -110
-304 1110 1013
720 -1113 39
-1160 -435 -986
207 257 732
-1061 49 -415
1096 -742 -892
-1278 872 298
490 1234 28
-36 702 464
537 -1184 640
1078 123 -432
1201 194 1162
748 483 773
601 -695 831
-1121 -1154 917
596 86 646
-846 -901 -698
1075 -1051 545
-4 -40 -157
-158 -334 1203
192 36 -1035
840 -1055 -606
-1052 685 345
369 456 342
353 -408 -530
1064 729 -551
751 -1032 -809
886 935 -611
-1182 -953 -1025
1173 1198 -877
170 588 771
-245 -501 455
1175 760 832
-1171 -492 -65
912 1019 1025
120 -1244 -746
898 -710 -718
-824 -671 -1124
-79 -733 -298
-963 -826 58
-23 986 -154
-342 1188 64
-946 303 -221
-442 254 344
-1059 492 -704
54 1074 560
773 -265 463
503 914 -372
-280 899 246
1107 -707 -177
-1192 728 998
52 -601 -918
1158 192 -1099
989 -56 1000
558 -1278 55
-686 -26 -1274
-381 -814 672
-1136 -697 765
227 651 5
-1028 302 -40
95 497 -198
-95 1238 469
-662 654 -326
139 -895 507
607 -1162 698
-817 543 1015
1288 -378 882
102 -1233 38
-11 1125 -528
-602 -993 680
624 -511 -1256
-1109 965 -735
436 1211 -529
933 923 1092
-929 902 -626
647 444 -1242
-824 765 291
834 338 -37
-573 1212 -550
1152 -1106 -67
-404 -649 36
88 812 -707
867 -315 640
312 721 -595
449 -247 -874
-357 1135 717
570 -742 752
-1176 407 822
832 -506 -671
-93 -402 -689
-184 978 -610
515 59 -187
-192 647 1194
1076 -1021 1214
-1235 -630 530
1269 -55 448
-1191 264 -1277
-925 -157 983
474 -275 -601
144 -1182 101
847 -240 1165
-62 -586 -596
1266 -938 -60
106 -511 -793
-458 -757 1016
1145 -1270 635
586 746 -1068
-24 501 984
473 -878 1021
93 1128 905
932 -1186 -1240
-237 -128 -276
1190 -298 -1222
726 -842 1240
877 207 -1042
1188 1135 1192
453 -757 928
-9 9 722
-443 602 155
1221 1061 -140
-924 224 -361
-1023 -701 -675
-1011 -1036 1074
369 -703 705
-811 -322 -220
1024 -552 -68
1147 277 -5
356 1053 1159
-404 -121 -498
-645 14 1239
-189 -1185 -1280
-435 701 1197
-752 1158 373
332 1001 -1056
437 424 1074
899 -307 -442
-131 -505 -1026
-231 -1285 1274
1036 1202 -863
764 -1286 -591
580 -644 789
1077 748 107
-805 1110 647
-1168 519 121
-273 -1181 926
280 -263 1070
339 733 162
184 -1278 -1112
1172 -1183 -669
-885 1012 526
25 229 -579
-8 -327 -1227
-625 -1053 1017
549 930 -1115
347 585 -333
-1245 -1055 1232
147 822 1104
780 -638 748
-896 -903 323
-718 -799 370
693 -21 -9
488 -848 836
-193 88 64
1133 -1247 -1280
1152 -507 -923
-509 -180 -128
-1283 -574 10
1157 -455 -1275
182 1173 643
-912 -542 -657
269 437 820
-1095 -997 54
37 1063 -686
-915 1152 -896
950 663 3
30 -291 -568
257 -947 91
-839 1249 625
250 -821 1222
-467 -33 932
1026 -384 322
327 -992 857
468 1170 829
233 -767 243
62 581 928
168 838 1266
-948 -169 638
1170 1167 652
301 630 701
258 -592 -139
1174 732 -718
-1012 -556 109
-385 500 -528
337 -1110 -447
341 -668 -666
296 -579 494
-1169 -315 -856
-539 597 -202
-1166 -590 -796
-990 870 -994
1088 999 -391
-616 235 273
29 265 901
254 -396 -34
1145 241 -1068
-59 -1194 -245
-943 1217 -636
925 -1174 -1084
-418 869 1121
841 -589 386
-565 -926 806
258 43 -1063
1161 -813 -199
-455 392 -711
1151 686 956
-507 -1019 -28
1151 928 -937
495 191 -631
-696 -687 203
1072 -74 -918
-207 -376 -718
21 153 -144
-825 1065 1279
-192 90 -238
-782 274 494
-612 301 -815
-10 575 715
-1011 -1238 755
-226 -928 462
-685 -498 797
-1023 350 183
328 255 625
642 954 -136
-162 749 1078
163 -140 -941
515 1271 -940
1113 -1222 -839
277 -629 1041
804 -168 237
-726 582 -942
-775 892 722
551 -890 -498
1136 -364 1279
-800 -91 -1184
176 -882 -981
346 1012 -597
46 -631 -659
-94 -892 1252
442 -512 -403
-1030 -929 595
1036 851 399
-185 559 -743
-1075 -405 -703
-460 765 -906
73 -1249 -363
511 1127 -101
1002 657 1093
-373 -1118 47
768 686 -570
-1171 -30 413
507 484 566
-44 -749 1095
375 333 390
-429 -624 -309
243 126 562
-453 -152 -1185
-314 -878 648
386 -455 649
-510 -264 554
1195 1126 564
1153 1156 66
197 35 407
-253 416 367
-1110 100 -1118
319 -1110 1221
497 1151 1152
325 1281 -37
570 -1168 -1210
-1188 134 810
263 854 -286
-843 -578 -514
1136 -893 -1177
-257 25 -915
-18 -342 1019
-570 -84 1284
106 -147 -325
-199 325 167
-1216 -1181 -977
-888 -755 -1171
47 1276 1052
-418 -816 1092
1100 567 -112
-883 790 311
615 701 601
219 44 -1054
373 -56 87
993 -1181 -210
672 -1217 339
-905 1285 -1082
-1246 -365 -506
616 -1003 478
-1172 1242 237
-1127 -812 -1031
779 994 -1188
298 -310 248
-143 341 751
363 1192 -1182
150 -540 426
-707 692 -177
-126 -255 569
1015 892 -236
78 -319 -229
592 -1181 -127
316 69 -863
1104 531 158
252 902 -140
340 -167 969
-542 856 513
-536 -731 -729
1175 1033 669
-667 -929 72
1162 995 -698
-929 730 -776
-123 108 633
-1027 -1256 1237
-57 75 -626
1134 -341 -338
976 837 823
-1042 -1169 -780
1145 -62 261
861 -949 1178
815 -580 -561
-330 1067 -376
358 -325 309
1140 -777 -762
718 514 436
477 -1073 -148
1096 -1017 418
-1226 690 787
-144 -554 135
962 1158 388
-32 -451 -967
631 548 -1076
-211 -1013 -71
1051 324 1247
-440 1261 -1285
150 -852 1040
-321 -783 -359
-202 418 602
-300 1111 771
-273 610 -1054
350 -749 -321
-71 713 142
939 1272 376
-467 -1162 -739
828 -1164 -557
3 955 617
1251 -826 276
-706 1126 -1065
850 -743 -1041
-637 -831 244
-951 427 1252
-724 603 -904
1229 -55 -1098
1073 418 1137
898 -1206 628
517 1241 6
-970 492 -1114
-118 379 -166
-632 362 769
-903 -368 599
-915 121 365
461 775 664
665 229 1134
483 -402 755
382 1014 643
384 -433 -800
734 -266 755
851 -815 1154
-489 -1131 -227
-179 1199 -379
947 -790 577
947 1286 -1266
719 -142 559
-1053 -1152 199
-883 -660 958
-696 461 243
781 627 -1032
-136 99 592
-1024 -36 243
-612 873 -404
693 -781 -854
-179 -659 229
-30 -160 -306
-85 -201 40
381 1144 -1171
237 -213 -471
-410 -1226 1085
341 981 -379
332 -108 -103
-83 76 -381
-639 -593 -1244
292 -656 -1277
-1169 -949 904
-998 499 -527
1140 -154 833
830 287 -930
-883 -78 720
-198 -891 -484
478 -1109 567
-789 633 -423
-234 -516 -840
-1255 -152 431
-17 -725 857
-468 -539 1031
607 -1286 1131
1252 172 566
1133 -59 -640
-267 -358 165
-402 -386 100
-114 177 971
-495 754 29
-990 1259 -1144
783 -482 364
667 -477 -1236
-850 2 -328
860 415 -428
-163 1052 358
-833 -174 -89
1156 270 556
-690 -997 -794
836 823 -589
-1210 -1137 -308
1264 -520 526
595 -303 -1259
-606 1192 904
-800 844 694
-1073 913 -248
539 1141 -114
1085 285 79
-1246 28 -853
-1136 -1151 -1075
-724 435 -468
-25 324 -606
261 981 130
-229 577 -992
-481 866 824
1245 -1148 85
-867 355 590
-1196 -746 -415
-187 449 -64
-649 -358 -185
-327 1152 -202
258 -507 -961
661 1200 -1226
764 -492 794
-385 187 -228
1237 740 229
914 -1001 -128
852 28 849
763 -675 -263
245 -243 -1151
1236 235 -215
1049 594 109
1088 204 -516
720 1263 -19
969 1094 -251
1268 -1056 -847
1005 -1102 -88
69 588 -1031
-718 366 -686
-226 763 -57
1219 -1207 451
-1240 -464 -457
-539 1192 -961
-1055 -1282 1097
-824 190 -562
388 1267 -201
1282 -499 -496
-523 -974 1189
1047 997 1203
630 -614 991
-751 768 1204
-429 -1156 245
1087 660 -307
-443 -518 -1047
-905 752 -933
204 -1027 671
-1021 1263 369
-93 -426 -630
-482 -46 89
-966 1116 -210
-68 460 -953
-84 -838 194
-1009 -36 799
476 -645 -151
-13 -46 292
678 188 738
470 912 -1
1137 1088 -1281
-844 1124 631
475 181 998
-564 -407 735
1122 -143 880
-362 53 -232
615 501 1010
798 422 1129
876 889 1030
-945 45 357
-1284 -513 -1044
372 -983 -345
-271 -829 867
-833 -49 1257
783 379 -511
-1145 226 245
1193 -1233 99
679 -844 899
-676 -731 1083
-806 -672 354
929 334 -1134
-48 959 308
1277 773 -400
1132 141 -747
539 -475 837
108 640 196
1051 746 662
-129 698 -907
-648 -49 -908
-449 121 667
-459 -997 1013
707 -239 -157
751 -506 638
-1068 -1106 -224
43 1071 380
-1276 255 578
1236 -547 1062
-1106 -675 -878
-248 -286 -955
373 1115 1287
1191 -822 1276
-1183 1109 1255
505 329 -930
-328 -716 1218
-796 -969 -962
-149 1227 -1140
-925 -910 -751
-465 -860 513
-43 -1108 1238
-1234 464 32
-499 -1144 1112
1186 -712 1120
-574 1116 -1221
268 651 407
876 170 -571
-400 386 -850
-593 -1215 -350
-892 -550 398
-669 184 -202
1087 1001 678
647 770 889
520 1181 -812
591 -282 -3
-543 528 -848
-1002 -491 996
-286 -1273 280
932 -894 593
1161 -1233 618
1159 -291 -147
-77 -1176 806
824 -859 -201
-162 1275 706
-812 1256 -680
397 1175 504
-753 -181 -61
96 23 965
1273 109 204
501 204 491
1129 325 -291
869 716 938
483 142 -513
-827 125 860
110 -834 819
864 -365 -1019
664 -1171 101
-337 1083 851
290 -802 -265
217 -747 322
49 -705 -846
246 364 -1152
-330 -856 361
-957 1257 -800
-1217 -134 -481
237 -240 982
-284 -752 -229
1152 -220 587
797 -258 179
-1123 -281 915
-1245 -127 15
-883 1051 932
544 195 1074
-272 -699 -878
-393 -994 491
1269 -930 772
-1085 -756 946
-1215 -161 -564
-504 -177 -190
1060 533 -1246
998 -44 770
582 -794 349
-863 -809 951
304 -40 -448
1283 -915 -389
-1031 286 -456
-39 -1211 -602
380 -591 746
8 -151 791
480 374 355
-1071 315 -419
184 -1 795
-1245 -590 -971
-132 615 -511
-1283 -1064 355
13 1041 -383
773 810 -242
682 882 -625
-140 -860 -130
-1035 -685 51
-913 -208 239
1132 709 -922
1205 -1087 -776
547 1089 64
-773 61 1094
-997 212 -158
-247 659 -811
1183 -593 -905
-453 696 -250
-60 -673 902
565 -109 -1225
-390 -535 -331
98 335 665
591 -1116 285
-27 -81 1166
440 -74 504
314 -405 1201
366 -946 1288
393 674 -111
-1116 -1252 472
54 -614 774
-1190 1132 -161
246 790 -1098
-1054 634 40
-1134 1257 127
-105 -826 1244
886 -1206 -3
204 1085 530
-157 228 -655
1023 762 -310
-525 -1140 -799
178 -441 -1286
576 -1127 50
739 951 -751
-70 1190 265
752 553 340
1053 -124 -1125
56 959 1221
843 -808 -243
57 63 -729
865 856 -803
-1248 351 -846
230 -895 -1281
13 -82 -132
-1056 -782 692
-374 -187 1184
-1197 778 -1160
-1154 688 -223
-1019 1109 760
455 -950 -215
341 154 314
292 -930 -882
258 140 -433
149 -483 381
-919 -484 -565
-782 -265 1090
-708 -364 -179
-739 -421 899
-324 929 -1256
872 464 260
335 260 1191
1019 972 -1117
-29 -740 -1243
-1167 -296 1236
-738 427 783
-1274 -1171 -398
225 455 564
-529 1202 -1268
792 933 383
-107 -621 552
-1012 -532 -255
-132 -824 1056
-1091 821 1084
53 -632 588
-59 -612 -430
903 22 813
-814 228 1208
346 415 786
1272 -126 1129
-114 99 -1172
185 765 1101
1122 1255 -93
-305 358 -44
-584 1003 699
57 -147 -125
-948 243 24
36 -2 -268
595 -814 1235
1167 388 1148
518 359 -1119
-150 -669 60
62 556 346
-1114 113 -1199
999 135 -1233
219 727 -461
113 -1008 -428
-318 -40 -963
-333 567 162
174 -630 264
-828 907 -1150
-965 -967 515
-1160 245 -218
619 266 -856
-281 -1278 814
-422 -1139 480
-350 737 -1266
1200 -1048 918
278 17 -1066
-158 -995 1226
692 780 -235
-810 385 608
-488 -56 -1274
387 -667 254
572 -150 174
-97 -453 -649
-222 -96 418
-371 -660 1022
-440 -844 -984
568 -314 110
-533 -1155 1213
-443 616 -420
-622 -1242 -514
159 524 -1149
-1286 -842 669
689 913 130
-1256 262 693
194 -1239 71
273 -241 -1236
527 -316 430
1198 -889 291
-320 -460 685
-710 1100 258
1225 -311 -713
-574 -1172 938
-520 -698 344
687 -350 1011
-299 1122 -1089
-335 1180 -581
-701 629 -1099
452 334 -1284
622 -618 -145
1008 445 504
194 -96 -1109
938 552 277
842 949 1182
472 -1111 -371
322 296 35
226 262 -569
1252 239 -950
1252 173 734
795 -1060 85
447 -310 3
-321 928 -205
707 1277 1225
367 -331 -513
-1185 991 -670
241 -438 -694
-547 -422 1012
-847 -29 -1027
673 -36 488
-733 1170 331
-1088 151 -450
-493 721 1063
831 950 -870
754 182 -1018
-25 -728 -412
302 -308 647
1258 -570 -1124
938 -1202 -813
-1069 696 507
-1108 271 315
-303 117 69
-1079 29 -916
865 455 1077
863 476 978
812 880 1026
372 67 561
-866 -390 588
-221 -863 -468
174 -33 -374
1240 -1245 821
-417 378 989
-355 -1253 -254
-541 -225 -910
-677 738 387
675 183 -1122
689 -1267 -1084
358 69 4
1024 -66 -100
201 -343 273
1045 769 -1160
-341 -1138 -778
-113 1191 -314
1187 162 -1260
-225 -802 -59
512 135 359
-617 1075 -1272
1296 1600
-656 78 -1157
1071 -882 -472
963 346 833
-371 528 -694
832 549 884
-1178 1223 -253
-256 1149 -952
429 -268 -1209
366 225 -245
498 -1205 -464
-749 401 -1222
-867 -973 -812
-558 -121 -1027
-204 -18 854
603 351 428
-647 1262 218
-717 -595 -865
-1204 351 700
483 283 -2
846 -996 900
-435 116 -696
1068 -658 316
924 -459 -175
-872 388 1064
-536 -1213 -686
-478 -1067 -76
-1266 1077 318
1233 919 1015
-1189 -1095 696
-582 239 1244
974 1289 1295
-370 310 -324
827 -985 -282
-1245 -987 -1178
-187 394 -780
-416 -223 106
1218 458 -838
-19 -263 1248
-861 -714 526
-971 -952 -384
1291 1139 1001
1136 585 606
-969 594 -1188
-169 -303 -1012
553 239 284
-884 -1124 700
932 682 951
251 1153 375
-1083 977 -1003
940 65 883
351 -866 483
-171 928 -1147
-100 1088 -1173
-822 -757 1139
-163 -95 -1295
-520 862 -1217
-128 568 -542
826 -320 395
50 353 -137
1117 1072 -724
-432 587 -967
-936 205 -192
-310 -472 -78
-1114 -477 655
-325 -435 117
-633 -1039 217
-224 -250 -319
1081 162 949
-947 -85 -753
1167 119 952
-713 -318 559
999 -948 210
684 -230 -474
-25 -96 804
1058 503 -52
-513 -855 578
-1021 -402 697
140 851 576
1066 306 -1232
367 175 426
-326 -194 -327
487 -167 325
-368 360 1128
-1178 1180 1103
-1170 698 387
814 -893 587
-19 137 1242
514 538 -329
-858 889 320
1197 -185 163
-641 528 838
-946 1212 -266
597 -516 -348
-275 971 -852
-366 -971 -600
1272 -602 1150
27 -1042 -724
887 -1067 1290
-368 925 -230
1091 -389 -503
1258 229 311
1140 942 -816
670 -541 73
1212 -768 1248
-1119 1020 -175
782 46 90
-531 935 -146
-255 -331 -1232
-457 551 -1086
-291 -1179 -703
757 992 -1214
